*header,File_Name,Attachment,Region,DHW_LpY,DHW_GJpY,DHW_energy_src,NN_DHW_System_Efficiency,AL_GJpY,AL-Dryer_GJpY,AL-Stove-Other_GJpY,stove_fuel_use,dryer_fuel_used,Clothes_Dryer,Rural_Suburb_Urban,Num_of_Adults,Num_of_Children,Employment_Ratio,HDD,Ground_Temp
*data,2901A00486.HDF,1-SD,1-AT,75131,17.57,1,0.824,38.25,5.65,32.60,2,2,6,1,2,0,0.5,4754.5,8.9
*data,2901A00490.HDF,1-SD,1-AT,82657,19.33,1,0.824,26.09,0.45,25.64,2,2,4,1,2,1,1,4750.7,8.9
*data,2901A00491.HDF,1-SD,1-AT,92962,21.74,1,0.824,29.44,0.58,28.86,2,2,6,1,2,1,1,4750.7,8.9
*data,2901A00501.HDF,1-SD,1-AT,82769,20.07,1,0.824,29.19,0.66,28.53,2,2,1.5,3,1,0,1,4750.7,7.2
*data,2901A00529.HDF,1-SD,1-AT,114367,27.79,1,0.824,41.83,4.09,37.74,2,2,4,1,2,3,1,4754.5,7.1
*data,2901A00542.HDF,1-SD,1-AT,92535,21.64,1,0.824,37.51,1.32,36.19,2,2,1.5,1,2,0,1,4750.7,8.9
*data,2901A00544.HDF,1-SD,1-AT,87959,20.57,1,0.824,23.50,0.07,23.43,2,2,1.5,2,2,2,1,4750.7,8.9
*data,2901A00547.HDF,1-SD,1-AT,91252,21.34,1,0.824,21.98,1.13,20.85,2,2,6,3,2,2,1,4750.7,8.9
*data,2901A00550.HDF,1-SD,1-AT,91141,22.10,1,0.824,23.58,1.75,21.83,2,2,4,1,2,1,1,4750.7,7.2
*data,2901A00551.HDF,1-SD,1-AT,108709,26.36,1,0.824,19.88,0.42,19.46,2,2,6,1,2,0,0,4750.7,7.2
*data,2901A00559.HDF,1-SD,1-AT,86377,20.20,1,0.824,25.65,0.31,25.34,2,2,6,1,1,0,0,4750.7,8.9
*data,2901A00564.HDF,1-SD,1-AT,76114,17.80,1,0.824,29.04,3.67,25.37,2,2,4,1,2,0,1,4750.7,8.9
*data,2901A00582.HDF,1-SD,1-AT,66519,14.51,1,0.824,33.82,1.86,31.96,2,2,4,1,1,0,1,4715.3,12
*data,2901A00591.HDF,1-SD,1-AT,73549,17.20,1,0.824,26.37,0.52,25.85,2,2,1.5,3,2,0,0.5,4750.7,8.9
*data,2901A00598.HDF,1-SD,1-AT,69871,16.34,1,0.824,21.02,0.19,20.83,2,2,4,3,1,1,0,4750.7,8.9
*data,2901A00605.HDF,1-SD,1-AT,74324,18.06,1,0.824,21.40,0.21,21.19,2,2,6,3,1,1,1,4754.5,7.1
*data,2901A00609.HDF,1-SD,1-AT,84367,19.73,1,0.824,22.07,0.33,21.74,2,2,1.5,3,2,2,0,4750.7,8.9
*data,2901A00623.HDF,1-SD,1-AT,74480,18.06,1,0.824,25.92,0.50,25.42,2,2,6,3,2,0,0.5,4750.7,7.2
*data,2901A00639.HDF,1-SD,1-AT,89733,21.44,1,0.824,38.05,1.08,36.97,2,2,1.5,2,2,0,1,4617.7,7.9
*data,2901A00645.HDF,1-SD,1-AT,82400,19.27,1,0.824,32.06,1.78,30.28,2,2,6,1,2,0,1,4750.7,8.9
*data,2901A00652.HDF,1-SD,1-AT,90653,21.20,1,0.824,30.52,0.00,30.52,2,2,0,1,4,0,0.75,4750.7,8.9
*data,2901A00673.HDF,1-SD,1-AT,63342,23.03,3,0.53,32.10,3.69,28.41,2,2,6,3,2,2,1,4750.7,8.9
*data,2901A00679.HDF,1-SD,1-AT,75216,17.59,1,0.824,23.14,1.29,21.85,2,2,4,3,1,2,0,4750.7,8.9
*data,2901A00687.HDF,1-SD,1-AT,59947,20.33,3,0.53,28.16,3.25,24.91,2,2,6,3,2,0,1,4715.3,12
*data,2901A00692.HDF,1-SD,1-AT,78680,18.40,1,0.824,19.25,0.00,19.25,2,2,0,3,2,0,1,4750.7,8.9
*data,2901A00713.HDF,1-SD,1-AT,73242,17.76,1,0.824,21.64,0.46,21.18,2,2,1.5,1,2,0,1,4750.7,7.2
*data,2901A00715.HDF,1-SD,1-AT,88501,21.46,1,0.824,32.38,2.16,30.22,2,2,6,1,1,0,0,4750.7,7.2
*data,2901A00724.HDF,1-SD,1-AT,65157,23.69,3,0.53,24.59,1.46,23.13,2,2,6,3,2,0,1,4750.7,8.9
*data,2901A00730.HDF,1-SD,1-AT,80177,18.75,1,0.824,24.59,0.19,24.40,2,2,1.5,3,2,0,1,4754.5,8.9
*data,2901A00737.HDF,1-SD,1-AT,89627,20.96,1,0.824,26.26,3.76,22.50,2,2,6,3,1,1,0,4750.7,8.9
*data,2901A00753.HDF,1-SD,1-AT,124286,30.20,1,0.824,39.62,3.03,36.59,2,2,4,1,2,0,0,4754.5,7.1
*data,2901A00758.HDF,1-SD,1-AT,94078,22.86,1,0.824,22.58,0.55,22.03,2,2,4,3,2,0,0,4754.5,7.1
*data,2901A00764.HDF,1-SD,1-AT,63048,15.32,1,0.824,23.90,0.48,23.42,2,2,1.5,3,2,1,0,4754.5,7.1
*data,2901A00773.HDF,1-SD,1-AT,80003,19.44,1,0.824,29.63,1.02,28.61,2,2,4,3,1,0,1,4754.5,7.1
*data,2901A00776.HDF,1-SD,1-AT,107596,26.09,1,0.824,36.59,5.96,30.63,2,2,6,1,2,2,0.5,4750.7,7.2
*data,2901A00778.HDF,1-SD,1-AT,65737,15.94,1,0.824,26.04,1.62,24.42,2,2,4,3,2,2,0,4750.7,7.2
*data,2901A00780.HDF,1-SD,1-AT,87718,21.27,1,0.824,17.33,0.00,17.33,2,2,0,1,2,0,0.5,4750.7,7.2
*data,2901A00786.HDF,1-SD,1-AT,108173,26.23,1,0.824,39.90,4.78,35.12,2,2,6,1,2,1,1,4750.7,7.2
*data,2901A00808.HDF,1-SD,1-AT,105848,25.72,1,0.824,31.87,1.63,30.24,2,2,4,1,2,3,0,4754.5,7.1
*data,2901A00809.HDF,1-SD,1-AT,96013,23.33,1,0.824,41.78,4.50,37.28,2,2,4,2,2,1,1,4754.5,7.1
*data,2901A00811.HDF,1-SD,1-AT,83625,20.32,1,0.824,44.22,2.62,41.60,2,2,4,1,2,0,0,4754.5,7.1
*data,2901A00812.HDF,1-SD,1-AT,67049,15.68,1,0.824,20.79,1.70,19.09,2,2,6,3,1,0,0,4750.7,8.9
*data,2901A00831.HDF,1-SD,1-AT,80305,18.78,1,0.824,20.36,0.13,20.23,2,2,4,3,1,1,0,4750.7,8.9
*data,2901A00835.HDF,1-SD,1-AT,81408,19.74,1,0.824,21.04,0.84,20.20,2,2,4,3,2,0,0.5,4750.7,7.2
*data,2901A00838.HDF,1-SD,1-AT,86334,20.19,1,0.824,25.64,0.62,25.02,2,2,1.5,3,2,3,1,4750.7,8.9
*data,2901A00839.HDF,1-SD,1-AT,70067,16.99,1,0.824,19.97,0.60,19.37,2,2,6,3,1,0,0,4750.7,7.2
*data,2901A00842.HDF,1-SD,1-AT,88666,21.50,1,0.824,20.63,0.19,20.44,2,2,1.5,3,1,0,1,4750.7,7.2
*data,2901A00843.HDF,1-SD,1-AT,73572,17.84,1,0.824,22.73,0.59,22.14,2,2,4,3,1,3,1,4750.7,7.2
*data,2901A00848.HDF,1-SD,1-AT,96169,22.49,1,0.824,31.91,0,31.91,2,2,1.5,1,2,1,1,4754.5,8.9
*data,2901A00852.HDF,1-SD,1-AT,84795,19.83,1,0.824,27.18,0.76,26.42,2,2,6,1,1,0,0,4750.7,8.9
*data,2901A00859.HDF,1-SD,1-AT,78766,18.42,1,0.824,19.09,0.20,18.89,2,2,4,3,1,0,0,4750.7,8.9
*data,2901A00864.HDF,1-SD,1-AT,82828,19.37,1,0.824,31.32,0.90,30.42,2,2,1.5,1,2,2,1,4750.7,8.9
*data,2901A00865.HDF,1-SD,1-AT,58454,13.67,1,0.824,34.04,0,34.04,2,2,4,1,2,0,1,4750.7,8.9
*data,2901A00877.HDF,1-SD,1-AT,83419,20.27,1,0.824,23.21,0.25,22.96,2,2,1.5,3,2,0,0,4754.5,7.1
*data,2901A00882.HDF,1-SD,1-AT,82443,19.28,1,0.824,23.67,1.99,21.68,2,2,6,3,2,1,1,4750.7,8.9
*data,2901A00884.HDF,1-SD,1-AT,104294,24.39,1,0.824,33.16,4.01,29.15,2,2,6,1,1,0,1,4750.7,8.9
*data,2901A00889.HDF,1-SD,1-AT,116310,27.20,1,0.824,50.38,4.62,45.76,2,2,6,1,1,1,1,4754.5,8.9
*data,2901A00893.HDF,1-SD,1-AT,66707,15.60,1,0.824,21.31,2.14,19.17,2,2,6,1,2,0,0.5,4750.7,8.9
*data,2901A00903.HDF,1-SD,1-AT,86439,20.96,1,0.824,24.37,2.36,22.01,2,2,6,1,2,2,0.5,4750.7,7.2
*data,2901A00909.HDF,1-SD,1-AT,69861,16.94,1,0.824,19.08,0.15,18.93,2,2,4,3,1,0,1,4750.7,7.2
*data,2901A00932.HDF,1-SD,1-AT,89057,21.64,1,0.824,54.61,0.00,54.61,2,2,0,1,2,1,0.5,4754.5,7.1
*data,2901A00938.HDF,1-SD,1-AT,64911,15.18,1,0.824,21.44,0.17,21.27,2,2,1.5,3,2,3,1,4750.7,8.9
*data,2901A00957.HDF,1-SD,1-AT,92791,21.70,1,0.824,32.64,2.57,30.07,2,2,4,1,1,0,1,4754.5,8.9
*data,2901A00962.HDF,1-SD,1-AT,78424,18.34,1,0.824,22.50,1.37,21.13,2,2,6,3,2,0,1,4754.5,8.9
*data,2901A00975.HDF,1-SD,1-AT,91280,22.18,1,0.824,24.60,1.67,22.93,2,2,6,3,1,0,0,4754.5,7.1
*data,2901A00990.HDF,1-SD,1-AT,87635,21.25,1,0.824,34.70,0.00,34.70,2,2,0,1,2,0,0,4750.7,7.2
*data,2901A00999.HDF,1-SD,1-AT,78039,18.25,1,0.824,20.89,0.00,20.89,2,2,0,3,3,0,0,4750.7,8.9
*data,2902A00002.HDF,1-SD,1-AT,101087,23.64,1,0.824,43.85,0,43.85,2,2,1.5,2,2,0,1,4754.5,8.9
*data,2902A00009.HDF,1-SD,1-AT,79664,18.63,1,0.824,37.86,0,37.86,2,2,6,1,2,0,0.5,4754.5,8.9
*data,2902A00012.HDF,1-SD,1-AT,79535,18.60,1,0.824,37.48,3.36,34.12,2,2,4,1,2,0,0,4754.5,8.9
*data,2902A00016.HDF,1-SD,1-AT,111093,25.98,1,0.824,38.43,0.98,37.45,2,2,1.5,2,4,0,1,4754.5,8.9
*data,2902A00018.HDF,1-SD,1-AT,76072,17.79,1,0.824,33.95,3.17,30.78,2,2,4,1,1,0,0,4754.5,8.9
*data,2902A00020.HDF,1-SD,1-AT,65766,15.38,1,0.824,20.37,0.00,20.37,2,2,0,3,1,0,0,4754.5,8.9
*data,2902A00021.HDF,1-SD,1-AT,73335,17.15,1,0.824,35.47,0.00,35.47,2,2,0,1,1,2,0,4754.5,8.9
*data,2902A00022.HDF,1-SD,1-AT,104807,24.51,1,0.824,46.24,3.19,43.05,2,2,6,1,2,1,0,4754.5,8.9
*data,2902A00043.HDF,1-SD,1-AT,98778,23.10,1,0.824,26.17,1.13,25.04,2,2,6,1,2,1,1,4754.5,8.9
*data,2902A00048.HDF,1-SD,1-AT,92578,21.65,1,0.824,39.34,1.32,38.02,2,2,1.5,1,1,0,1,4754.5,8.9
*data,2902A00057.HDF,1-SD,1-AT,80220,18.76,1,0.824,29.46,0.00,29.46,2,2,0,3,2,2,1,4754.5,8.9
*data,2902A00064.HDF,1-SD,1-AT,85308,19.95,1,0.824,45.67,0.91,44.76,2,2,6,1,1,0,0,4754.5,8.9
*data,2902A00091.HDF,1-SD,1-AT,105491,24.67,1,0.824,38.35,1.13,37.22,2,2,1.5,1,2,0,0,4754.5,8.9
*data,2902A00093.HDF,1-SD,1-AT,78167,18.28,1,0.824,48.22,0.97,47.25,2,2,1.5,1,2,0,1,4754.5,8.9
*data,2902A00096.HDF,1-SD,1-AT,70940,16.59,1,0.824,32.63,4.27,28.36,2,2,6,3,1,0,0,4754.5,8.9
*data,2902A00110.HDF,1-SD,1-AT,80989,18.94,1,0.824,39.93,5.07,34.86,2,2,6,1,1,1,1,4754.5,8.9
*data,2902A00111.HDF,1-SD,1-AT,77910,18.22,1,0.824,42.29,2.91,39.38,2,2,4,1,2,0,0.5,4754.5,8.9
*data,2902A00115.HDF,1-SD,1-AT,79065,18.49,1,0.824,42.12,5.37,36.75,2,2,6,1,2,0,0.5,4754.5,8.9
*data,2902A00129.HDF,1-SD,1-AT,61960,14.49,1,0.824,38.73,0.00,38.73,2,2,0,1,2,0,0,4754.5,8.9
*data,2902A00130.HDF,1-SD,1-AT,92064,21.53,1,0.824,52.60,3.24,49.36,2,2,4,1,1,0,1,4754.5,8.9
*data,2902A00134.HDF,1-SD,1-AT,51227,11.98,1,0.824,25.21,1.37,23.84,2,2,4,3,1,0,0,4754.5,8.9
*data,2902A00136.HDF,1-SD,1-AT,88472,20.69,1,0.824,33.10,4.40,28.70,2,2,6,1,2,2,0.5,4754.5,8.9
*data,2902A00143.HDF,1-SD,1-AT,79108,18.50,1,0.824,29.61,0.00,29.61,2,2,0,1,2,0,1,4754.5,8.9
*data,2902A00158.HDF,1-SD,1-AT,93860,21.95,1,0.824,28.41,0.82,27.59,2,2,4,2,2,0,1,4754.5,8.9
*data,2902A00161.HDF,1-SD,1-AT,77654,18.16,1,0.824,46.20,5.87,40.33,2,2,6,1,3,0,1,4754.5,8.9
*data,2902A00166.HDF,1-SD,1-AT,97538,22.81,1,0.824,38.53,1.26,37.27,2,2,1.5,1,2,2,1,4754.5,8.9
*data,2902A00175.HDF,1-SD,1-AT,68503,16.02,1,0.824,21.20,0.31,20.89,2,2,1.5,3,2,1,0,4754.5,8.9
*data,2903A00004.HDF,1-SD,1-AT,105946,25.69,1,0.824,39.01,2.39,36.62,2,2,6,1,2,0,1,4750.7,7.2
*data,2903A00006.HDF,1-SD,1-AT,92131,22.34,1,0.824,37.95,2.45,35.50,2,2,4,1,2,0,0.5,4750.7,7.2
*data,2903A00007.HDF,1-SD,1-AT,107513,26.07,1,0.824,28.01,1.78,26.23,2,2,4,1,2,0,0.5,4750.7,7.2
*data,2903A00008.HDF,1-SD,1-AT,108271,25.32,1,0.824,34.72,1.14,33.58,2,2,4,1,2,1,1,4750.7,8.9
*data,2903A00010.HDF,1-SD,1-AT,104998,25.46,1,0.824,32.80,2.21,30.59,2,2,4,1,1,0,0,4750.7,7.2
*data,2903A00011.HDF,1-SD,1-AT,88007,21.34,1,0.824,28.97,2.71,26.26,2,2,6,1,2,2,1,4750.7,7.2
*data,2903A00035.HDF,1-SD,1-AT,95966,23.27,1,0.824,25.87,0.41,25.46,2,2,1.5,1,1,0,1,4750.7,7.2
*data,1001A02411.HDF,1-SD,2-QC,65844,16.30,1,0.824,21.18,0.36,20.82,2,2,1.5,3,2,0,0,5202,6.2
*data,1001A02496.HDF,1-SD,2-QC,77720,19.24,1,0.824,14.98,0.00,14.98,2,2,0,3,1,0,0,5202,6.2
*data,1001A02500.HDF,1-SD,2-QC,90081,22.30,1,0.824,18.59,0.42,18.17,2,2,6,3,1,0,0,5202,6.2
*data,1001A02503.HDF,1-SD,2-QC,127931,31.67,1,0.824,39.51,3.79,35.72,2,2,4,1,2,3,1,5202,6.2
*data,1001A02507.HDF,1-SD,2-QC,84224,20.85,1,0.824,18.62,0.00,18.62,2,2,0,3,2,0,0,5202,6.2
*data,1001A02508.HDF,1-SD,2-QC,73681,18.24,1,0.824,20.93,0.61,20.32,2,2,4,3,1,0,1,5202,6.2
*data,1001A02512.HDF,1-SD,2-QC,85476,21.16,1,0.824,18.10,0.28,17.82,2,2,4,3,1,0,1,5202,6.2
*data,1001A02517.HDF,1-SD,2-QC,96625,23.92,1,0.824,32.61,3.48,29.13,2,2,6,1,2,0,1,5202,6.2
*data,1001A02527.HDF,1-SD,2-QC,73479,18.19,1,0.824,21.30,0.07,21.23,2,2,4,3,2,0,1,5202,6.2
*data,1001A02531.HDF,1-SD,2-QC,82931,20.53,1,0.824,24.51,2.35,22.16,2,2,6,1,2,0,0,5202,6.2
*data,1001A02578.HDF,1-SD,2-QC,102846,25.46,1,0.824,23.65,1.19,22.46,2,2,4,3,2,0,1,5202,6.2
*data,1001A02582.HDF,1-SD,2-QC,82648,20.46,1,0.824,28.44,2.04,26.40,2,2,4,3,1,0,1,5202,6.2
*data,1001A02586.HDF,1-SD,2-QC,127528,31.57,1,0.824,39.73,3.69,36.04,2,2,4,1,1,0,1,5202,6.2
*data,1001A02587.HDF,1-SD,2-QC,78366,19.40,1,0.824,21.79,0.05,21.74,2,2,4,3,2,1,1,5202,6.2
*data,1001A02588.HDF,1-SD,2-QC,89273,22.10,1,0.824,27.59,2.10,25.49,2,2,6,2,1,0,1,5202,6.2
*data,1001A02590.HDF,1-SD,2-QC,82406,20.40,1,0.824,33.31,0.00,33.31,2,2,0,1,2,0,0,5202,6.2
*data,1001A02596.HDF,1-SD,2-QC,75822,18.77,1,0.824,21.45,1.06,20.39,2,2,6,3,2,0,1,5202,6.2
*data,1001A02605.HDF,1-SD,2-QC,91737,22.71,1,0.824,22.66,2.19,20.47,2,2,4,1,2,1,0,5202,6.2
*data,1001A02627.HDF,1-SD,2-QC,78245,19.37,1,0.824,32.19,1.59,30.60,2,2,4,1,2,0,1,5202,6.2
*data,1001A02630.HDF,1-SD,2-QC,88708,21.96,1,0.824,22.69,0.76,21.93,2,2,6,3,2,2,1,5202,6.2
*data,1001A02633.HDF,1-SD,2-QC,80588,19.95,1,0.824,24.89,0.48,24.41,2,2,4,2,1,0,0,5202,6.2
*data,1001A02642.HDF,1-SD,2-QC,91455,22.64,1,0.824,22.10,1.52,20.58,2,2,6,3,1,0,1,5202,6.2
*data,1001A02651.HDF,1-SD,2-QC,98403,24.36,1,0.824,34.20,3.13,31.07,2,2,4,1,2,1,1,5202,6.2
*data,1001A02653.HDF,1-SD,2-QC,86688,21.46,1,0.824,23.00,0.93,22.07,2,2,4,3,2,0,1,5202,6.2
*data,1001A02654.HDF,1-SD,2-QC,86890,21.51,1,0.824,19.22,0.21,19.01,2,2,4,3,1,0,0,5202,6.2
*data,1001A02655.HDF,1-SD,2-QC,83860,20.76,1,0.824,23.48,1.28,22.20,2,2,4,3,1,3,1,5202,6.2
*data,1001A02658.HDF,1-SD,2-QC,69883,17.30,1,0.824,32.02,0.97,31.05,2,2,1.5,1,1,0,1,5202,6.2
*data,1001A02668.HDF,1-SD,2-QC,95494,23.64,1,0.824,33.07,2.64,30.43,2,2,6,1,2,0,1,5202,6.2
*data,1001A02670.HDF,1-SD,2-QC,94646,23.43,1,0.824,31.78,1.18,30.60,2,2,4,1,2,0,1,5202,6.2
*data,1001A02675.HDF,1-SD,2-QC,100907,24.98,1,0.824,26.74,0.05,26.69,2,2,1.5,2,2,0,1,5202,6.2
*data,1001A02677.HDF,1-SD,2-QC,111814,27.68,1,0.824,24.72,2.12,22.60,2,2,6,3,2,0,1,5202,6.2
*data,1001A02688.HDF,1-SD,2-QC,101715,25.18,1,0.824,33.75,3.11,30.64,2,2,6,1,2,1,1,5202,6.2
*data,1001A02701.HDF,1-SD,2-QC,68833,17.04,1,0.824,21.31,0.05,21.26,2,2,1.5,3,1,0,1,5202,6.2
*data,1001A02705.HDF,1-SD,2-QC,89960,22.27,1,0.824,21.87,1.33,20.54,2,2,6,3,2,0,0,5202,6.2
*data,1001A02707.HDF,1-SD,2-QC,92424,22.88,1,0.824,39.28,4.01,35.27,2,2,1.5,1,2,0,0.5,5202,6.2
*data,1001A02714.HDF,1-SD,2-QC,82931,20.53,1,0.824,29.91,3.48,26.43,2,2,6,1,2,0,1,5202,6.2
*data,1001A02723.HDF,1-SD,2-QC,79457,19.67,1,0.824,21.35,0.07,21.28,2,2,1.5,3,1,0,0,5202,6.2
*data,1005A20006.HDF,1-SD,2-QC,66610,16.76,1,0.824,22.32,0,22.32,2,2,6,3,2,1,1,5202,5.4
*data,1005A20007.HDF,1-SD,2-QC,85727,21.57,1,0.824,28.62,0.03,28.59,2,2,6,3,2,0,1,5202,5.4
*data,1009A00033.HDF,1-SD,2-QC,97433,24.12,1,0.824,34.28,3.98,30.30,2,2,6,1,1,0,0,5202,6.2
*data,1009A00036.HDF,1-SD,2-QC,98524,24.39,1,0.824,34.23,1.79,32.44,2,2,6,2,2,0,1,5202,6.2
*data,1009A00049.HDF,1-SD,2-QC,73168,18.41,1,0.824,31.30,4.34,26.96,2,2,6,2,2,0,0.5,5202,5.4
*data,1009A00059.HDF,1-SD,2-QC,105862,26.69,1,0.824,21.01,0.40,20.61,2,2,4,3,1,0,1,5202,5.3
*data,1009A00061.HDF,1-SD,2-QC,96989,24.01,1,0.824,27.12,0.00,27.12,2,2,0,1,2,0,0.5,5202,6.2
*data,1009A00075.HDF,1-SD,2-QC,102094,25.74,1,0.824,27.30,0,27.30,2,2,4,1,2,0,1,5202,5.3
*data,1009A00077.HDF,1-SD,2-QC,99291,24.58,1,0.824,22.40,1.19,21.21,2,2,4,3,2,0,1,5202,6.2
*data,1009A00078.HDF,1-SD,2-QC,96140,23.80,1,0.824,38.89,5.38,33.51,2,2,6,1,1,1,0,5202,6.2
*data,1009A00082.HDF,1-SD,2-QC,115167,28.51,1,0.824,24.85,2.36,22.49,2,2,6,1,1,0,1,5202,6.2
*data,1009A00086.HDF,1-SD,2-QC,89354,22.12,1,0.824,39.80,4.79,35.01,2,2,6,2,2,0,1,5202,6.2
*data,1009A00094.HDF,1-SD,2-QC,96815,24.36,1,0.824,24.29,0.10,24.19,2,2,1.5,2,1,0,1,5202,5.4
*data,1009A00095.HDF,1-SD,2-QC,94312,23.73,1,0.824,25.54,1.42,24.12,2,2,4,1,2,0,1,5202,5.4
*data,1009A00098.HDF,1-SD,2-QC,93070,23.04,1,0.824,33.79,2.82,30.97,2,2,6,1,1,1,1,5202,6.2
*data,1009A00100.HDF,1-SD,2-QC,99516,25.09,1,0.824,20.89,0.78,20.11,2,2,6,3,2,0,1,5202,5.3
*data,1009A00101.HDF,1-SD,2-QC,77542,19.55,1,0.824,23.25,1.03,22.22,2,2,4,3,2,1,1,5202,5.3
*data,1009A00104.HDF,1-SD,2-QC,79962,20.16,1,0.824,27.47,2.40,25.07,2,2,6,3,2,0,0.5,5202,5.3
*data,1009A00107.HDF,1-SD,2-QC,98644,24.82,1,0.824,31.75,0.00,31.75,2,2,0,1,1,0,0,5202,5.4
*data,1009A00109.HDF,1-SD,2-QC,97213,24.46,1,0.824,25.44,0.26,25.18,2,2,1.5,1,1,0,0,5202,5.4
*data,1009A00114.HDF,1-SD,2-QC,101594,25.15,1,0.824,24.08,0.36,23.72,2,2,4,1,2,2,1,5202,6.2
*data,1009A00117.HDF,1-SD,2-QC,70465,17.73,1,0.824,21.01,0.07,20.94,2,2,4,3,1,0,1,5202,5.4
*data,1009A00127.HDF,1-SD,2-QC,76508,18.94,1,0.824,19.12,0.23,18.89,2,2,1.5,3,2,2,1,5202,6.2
*data,1009A00130.HDF,1-SD,2-QC,88384,21.88,1,0.824,24.33,0.49,23.84,2,2,6,1,1,2,1,5202,6.2
*data,1009A00131.HDF,1-SD,2-QC,105108,26.02,1,0.824,21.79,0.40,21.39,2,2,6,3,1,0,1,5202,6.2
*data,1009A00132.HDF,1-SD,2-QC,89820,22.60,1,0.824,30.77,1.32,29.45,2,2,6,2,2,0,1,5202,5.4
*data,1009A00136.HDF,1-SD,2-QC,88549,22.28,1,0.824,28.56,0,28.56,2,2,1.5,1,1,0,1,5202,5.4
*data,1009A00141.HDF,1-SD,2-QC,76549,18.95,1,0.824,23.72,0,23.72,2,2,1.5,3,2,2,1,5202,6.2
*data,1009A00142.HDF,1-SD,2-QC,77276,19.13,1,0.824,20.71,1.77,18.94,2,2,4,2,2,0,0.5,5202,6.2
*data,1009A00143.HDF,1-SD,2-QC,71419,17.97,1,0.824,20.88,0.05,20.83,2,2,1.5,2,1,1,1,5202,5.4
*data,1009A00145.HDF,1-SD,2-QC,92563,23.29,1,0.824,31.87,2.55,29.32,2,2,6,2,1,0,1,5202,5.4
*data,1009A00148.HDF,1-SD,2-QC,109971,27.67,1,0.824,38.15,4.95,33.20,2,2,6,1,2,2,1,5202,5.4
*data,1009A00149.HDF,1-SD,2-QC,97809,24.61,1,0.824,24.66,0.45,24.21,2,2,6,1,1,0,1,5202,5.4
*data,1009A00151.HDF,1-SD,2-QC,83302,20.96,1,0.824,23.79,1.20,22.59,2,2,4,1,2,2,1,5202,5.4
*data,1009A00152.HDF,1-SD,2-QC,91782,23.14,1,0.824,26.18,0.58,25.60,2,2,1.5,1,2,1,0.5,5202,5.3
*data,1009A00155.HDF,1-SD,2-QC,67071,16.91,1,0.824,17.48,0.00,17.48,2,2,0,3,1,0,0,5202,5.3
*data,1009A00162.HDF,1-SD,2-QC,73802,18.27,1,0.824,16.54,1.20,15.34,2,2,6,2,1,0,0,5202,6.2
*data,1009A00166.HDF,1-SD,2-QC,100826,24.96,1,0.824,21.14,0.74,20.40,2,2,1.5,2,1,1,0,5202,6.2
*data,1009A00174.HDF,1-SD,2-QC,102213,25.77,1,0.824,20.21,0.67,19.54,2,2,4,1,2,3,0,5202,5.3
*data,1009A00195.HDF,1-SD,2-QC,70982,17.86,1,0.824,20.77,1.61,19.16,2,2,6,3,2,0,0,5202,5.4
*data,1009A00203.HDF,1-SD,2-QC,89640,22.60,1,0.824,21.46,0.96,20.50,2,2,6,3,2,0,1,5202,5.3
*data,1009A00205.HDF,1-SD,2-QC,88549,22.28,1,0.824,28.19,0.16,28.03,2,2,1.5,2,2,1,1,5202,5.4
*data,1009A00207.HDF,1-SD,2-QC,73247,18.43,1,0.824,19.17,4.66,14.51,2,2,6,2,1,0,0,5202,5.4
*data,1009A00213.HDF,1-SD,2-QC,84062,20.81,1,0.824,20.48,0.02,20.46,2,2,1.5,3,1,0,0,5202,6.2
*data,1009A00215.HDF,1-SD,2-QC,93999,23.27,1,0.824,24.91,0.35,24.56,2,2,1.5,2,2,3,0,5202,6.2
*data,1009A00217.HDF,1-SD,2-QC,92464,22.89,1,0.824,17.10,1.10,16.00,2,2,4,2,1,0,0,5202,6.2
*data,1009A00218.HDF,1-SD,2-QC,90178,22.69,1,0.824,30.18,0.69,29.49,2,2,1.5,1,2,2,0.5,5202,5.4
*data,1009A00227.HDF,1-SD,2-QC,76626,19.28,1,0.824,19.87,0.19,19.68,2,2,1.5,3,2,2,0.5,5202,5.4
*data,1009A00228.HDF,1-SD,2-QC,76233,19.22,1,0.824,24.65,1.75,22.90,2,2,6,1,1,0,1,5202,5.3
*data,1009A00230.HDF,1-SD,2-QC,96819,24.41,1,0.824,22.17,0.00,22.17,2,2,0,3,1,1,1,5202,5.3
*data,1009A00236.HDF,1-SD,2-QC,87213,21.59,1,0.824,18.45,0.22,18.23,2,2,1.5,3,1,0,1,5202,6.2
*data,1009A00238.HDF,1-SD,2-QC,102684,25.42,1,0.824,19.98,0.76,19.22,2,2,6,1,2,0,0.5,5202,6.2
*data,1009A00240.HDF,1-SD,2-QC,91212,22.58,1,0.824,29.30,0.93,28.37,2,2,6,3,2,1,0,5202,6.2
*data,1009A00241.HDF,1-SD,2-QC,103250,25.56,1,0.824,35.00,3.36,31.64,2,2,6,1,1,0,0,5202,6.2
*data,1009A00255.HDF,1-SD,2-QC,99240,24.97,1,0.824,25.41,0.34,25.07,2,2,1.5,2,2,2,1,5202,5.4
*data,1009A00257.HDF,1-SD,2-QC,114382,28.78,1,0.824,22.10,0.32,21.78,2,2,1.5,1,2,2,1,5202,5.4
*data,1009A00258.HDF,1-SD,2-QC,74201,18.67,1,0.824,24.19,0.22,23.97,2,2,1.5,1,1,0,0,5202,5.4
