*header,File_Name,Attachment,Region,DHW_LpY,DHW_GJpY,DHW_energy_src,NN_DHW_System_Efficiency,AL_GJpY,AL-Dryer_GJpY,AL-Stove-Other_GJpY,stove_fuel_use,dryer_fuel_used,Clothes_Dryer,Rural_Suburb_Urban,Num_of_Adults,Num_of_Children,Employment_Ratio,HDD,Ground_Temp
*data,2362A00600.HDF,1-SD,4-PR,76800,28.51,2,0.554,28.27,2.62,25.65,2,2,6,3,1,0,0,5108.4,5.8
*data,2362A00629.HDF,1-SD,4-PR,72840,27.04,2,0.554,23.23,0.41,22.82,2,2,1.5,3,1,0,1,5108.4,5.8
*data,2362A00632.HDF,1-SD,4-PR,77258,28.68,2,0.554,25.57,0.80,24.77,2,2,6,3,2,0,1,5108.4,5.8
*data,2362A00655.HDF,1-SD,4-PR,83104,30.85,2,0.554,32.26,1.17,31.09,2,2,1.5,2,1,0,1,5108.4,5.8
*data,2362A00665.HDF,1-SD,4-PR,68902,25.63,2,0.554,20.39,0.16,20.23,2,2,1.5,3,2,0,0.5,5708.2,5.7
*data,2362A00743.HDF,1-SD,4-PR,68315,25.36,2,0.554,44.78,3.69,41.09,1,2,4,3,2,2,1,5108.4,5.8
*data,2362A00781.HDF,1-SD,4-PR,67183,24.94,2,0.554,39.68,3.17,36.51,2,2,4,2,1,0,1,5708.2,5.8
*data,2362A00782.HDF,1-SD,4-PR,73217,27.18,2,0.554,38.11,2.60,35.51,2,2,4,3,2,0,0,5708.2,5.8
*data,2363A00015.HDF,1-SD,4-PR,78123,29.06,2,0.554,26.18,0.07,26.11,2,2,1.5,3,2,0,1,5708.2,5.7
*data,2363A00051.HDF,1-SD,4-PR,63767,23.72,2,0.554,30.11,1.00,29.11,2,2,1.5,1,2,0,1,5708.2,5.7
*data,2363A00060.HDF,1-SD,4-PR,69924,26.01,2,0.554,28.89,2.26,26.63,2,2,4,3,2,2,1,5708.2,5.7
*data,2363A00075.HDF,1-SD,4-PR,63660,23.68,2,0.554,29.81,3.22,26.59,2,2,6,2,2,1,0.5,5708.2,5.7
*data,2363A00082.HDF,1-SD,4-PR,72961,27.14,2,0.554,30.59,1.83,28.76,2,2,6,1,2,1,1,5708.2,5.7
*data,2363A00098.HDF,1-SD,4-PR,68687,25.55,2,0.554,27.75,1.66,26.09,2,2,4,3,1,0,1,5708.2,5.7
*data,2363A00145.HDF,1-SD,4-PR,75354,28.03,2,0.554,23.48,0,23.48,2,2,6,3,2,2,0.5,5708.2,5.7
*data,2363A00154.HDF,1-SD,4-PR,64735,24.08,2,0.554,33.86,0.00,33.86,2,2,0,3,2,0,1,5708.2,5.7
*data,2363A00180.HDF,1-SD,4-PR,69386,25.81,2,0.554,44.96,2.13,42.83,2,2,4,2,4,0,1,5708.2,5.7
*data,2363A00186.HDF,1-SD,4-PR,88043,32.75,2,0.554,31.03,4.56,26.47,2,2,6,2,2,0,1,5708.2,5.7
*data,2363A00206.HDF,1-SD,4-PR,58014,21.58,2,0.554,25.84,0.00,25.84,1,2,0,3,2,0,0.5,5708.2,5.7
*data,2363A00210.HDF,1-SD,4-PR,66886,24.88,2,0.554,32.05,1.02,31.03,1,1,1.5,1,2,1,1,5708.2,5.7
*data,2363A00235.HDF,1-SD,4-PR,65790,24.82,2,0.554,19.98,1.81,18.17,2,2,6,3,1,0,0,6128,5.0
*data,2363A00236.HDF,1-SD,4-PR,72179,27.23,2,0.554,28.67,1.25,27.42,2,2,4,3,2,3,1,6128,5.0
*data,2363A00249.HDF,1-SD,4-PR,70327,26.16,2,0.554,31.24,1.02,30.22,2,2,4,2,1,1,1,5708.2,5.7
*data,2363A00276.HDF,1-SD,4-PR,82209,30.58,2,0.554,27.80,3.24,24.56,2,2,6,1,2,0,1,5708.2,5.7
*data,2363A00292.HDF,1-SD,4-PR,65972,24.54,2,0.554,25.52,1.25,24.27,2,2,4,3,1,0,0,5708.2,5.7
*data,2363A00333.HDF,1-SD,4-PR,66859,24.87,2,0.554,27.24,1.57,25.67,2,2,4,3,1,1,1,5708.2,5.7
*data,2363A00358.HDF,1-SD,4-PR,59681,22.20,2,0.554,21.89,2.09,19.80,2,2,4,3,1,2,1,5708.2,5.7
*data,2363A00424.HDF,1-SD,4-PR,84521,31.44,2,0.554,34.98,4.64,30.34,2,1,6,1,1,2,0,5708.2,5.7
*data,2363A00459.HDF,1-SD,4-PR,75085,27.93,2,0.554,32.52,0,32.52,2,2,6,2,2,0,1,5708.2,5.7
*data,2363A00463.HDF,1-SD,4-PR,67719,25.19,2,0.554,24.43,0.37,24.06,2,2,1.5,3,1,0,0,5708.2,5.7
*data,2363A00470.HDF,1-SD,4-PR,88527,32.93,2,0.554,43.12,1.42,41.70,2,2,4,1,2,3,1,5708.2,5.7
*data,2363A00482.HDF,1-SD,4-PR,104882,26.23,1,0.824,37.21,1.05,36.16,2,2,1.5,1,1,0,0,5708.2,5.7
*data,2363A00522.HDF,1-SD,4-PR,68418,25.45,2,0.554,25.89,2.52,23.37,1,1,4,3,1,0,0,5708.2,5.7
*data,2363A00551.HDF,1-SD,4-PR,83016,30.88,2,0.554,29.08,2.34,26.74,2,2,6,3,2,1,1,5708.2,5.7
*data,2363A00568.HDF,1-SD,4-PR,79118,29.43,2,0.554,26.98,1.76,25.22,2,2,4,1,2,0,1,5708.2,5.7
*data,2363A00570.HDF,1-SD,4-PR,63418,23.59,2,0.554,31.57,1.88,29.69,2,1,4,3,2,0,1,5708.2,5.7
*data,2363A00620.HDF,1-SD,4-PR,87425,32.52,2,0.554,31.17,1.35,29.82,2,2,4,1,1,0,0,5708.2,5.7
*data,2363A00622.HDF,1-SD,4-PR,72719,27.05,2,0.554,23.30,0.00,23.30,2,2,0,3,2,2,1,5708.2,5.7
*data,2363A00627.HDF,1-SD,4-PR,70811,26.34,2,0.554,34.52,1.76,32.76,2,2,4,3,4,0,0.5,5708.2,5.7
*data,2363A00632.HDF,1-SD,4-PR,75381,28.04,2,0.554,22.97,2.15,20.82,1,1,6,3,1,0,0,5708.2,5.7
*data,2363A00670.HDF,1-SD,4-PR,74951,27.88,2,0.554,23.82,0.00,23.82,2,2,0,3,1,0,0,5708.2,5.7
*data,2363A00683.HDF,1-SD,4-PR,55998,20.83,2,0.554,25.31,1.89,23.42,2,2,6,3,2,0,1,5708.2,5.7
*data,2363A00687.HDF,1-SD,4-PR,89575,33.32,2,0.554,21.44,0.72,20.72,2,2,4,1,1,0,1,5708.2,5.7
*data,2363A00759.HDF,1-SD,4-PR,66321,24.67,2,0.554,24.43,0.88,23.55,2,2,6,3,1,0,1,5708.2,5.7
*data,2363A00767.HDF,1-SD,4-PR,79064,29.41,2,0.554,24.85,0.90,23.95,2,2,4,3,1,0,1,5708.2,5.7
*data,2363A00897.HDF,1-SD,4-PR,79118,29.43,2,0.554,42.31,4.97,37.34,2,1,6,3,2,0,0,5708.2,5.7
*data,2363A00905.HDF,1-SD,4-PR,61859,23.01,2,0.554,21.74,0.00,21.74,1,2,0,3,1,0,1,5708.2,5.7
*data,2363A00911.HDF,1-SD,4-PR,76026,28.28,2,0.554,32.18,1.11,31.07,2,2,4,1,2,2,1,5708.2,5.7
*data,2363A00937.HDF,1-SD,4-PR,70327,26.16,2,0.554,28.00,0.40,27.60,2,2,1.5,3,2,0,1,5708.2,5.7
*data,2364A00009.HDF,1-SD,4-PR,66995,24.87,2,0.554,29.46,0.87,28.59,2,2,1.5,1,2,1,1,5108.4,5.8
*data,2365A00013.HDF,1-SD,4-PR,68364,25.43,2,0.554,22.62,0.49,22.13,2,2,1.5,3,1,2,0,5708.2,5.7
*data,2365A00019.HDF,1-SD,4-PR,86323,32.11,2,0.554,36.52,4.26,32.26,2,2,6,3,2,2,1,5708.2,5.7
*data,2365A00026.HDF,1-SD,4-PR,78392,29.16,2,0.554,39.02,1.54,37.48,2,2,4,3,2,3,1,5708.2,5.7
*data,2365A00036.HDF,1-SD,4-PR,58337,21.70,2,0.554,34.74,2.14,32.60,1,1,6,3,2,0,1,5708.2,5.7
*data,2365A00046.HDF,1-SD,4-PR,64977,24.17,2,0.554,29.24,2.81,26.43,2,2,6,3,2,3,1,5708.2,5.7
*data,2365A00154.HDF,1-SD,4-PR,74816,27.83,2,0.554,30.42,1.67,28.75,2,2,4,3,2,0,0.5,5708.2,5.7
*data,2365A00155.HDF,1-SD,4-PR,77585,28.86,2,0.554,37.30,0.84,36.46,2,2,1.5,3,2,0,1,5708.2,5.7
*data,2365A00161.HDF,1-SD,4-PR,77048,28.66,2,0.554,28.30,0.59,27.71,2,2,1.5,3,2,3,1,5708.2,5.7
*data,2365A00175.HDF,1-SD,4-PR,69198,25.74,2,0.554,23.85,1.05,22.80,2,2,4,3,1,0,1,5708.2,5.7
*data,2365A00235.HDF,1-SD,4-PR,68579,25.51,2,0.554,35.68,0.30,35.38,2,1,1.5,1,2,0,1,5708.2,5.7
*data,2365A00242.HDF,1-SD,4-PR,61321,22.81,2,0.554,29.97,0.25,29.72,2,2,1.5,3,2,1,1,5708.2,5.7
*data,2365A00264.HDF,1-SD,4-PR,67289,25.03,2,0.554,28.12,1.21,26.91,2,2,6,3,2,0,1,5708.2,5.7
*data,2365A00274.HDF,1-SD,4-PR,66052,24.57,2,0.554,21.22,0.00,21.22,1,1,0,3,3,0,0.33,5708.2,5.7
*data,2365A00277.HDF,1-SD,4-PR,68768,25.58,2,0.554,40.10,3.09,37.01,1,1,4,2,2,0,1,5708.2,5.7
*data,2365A00279.HDF,1-SD,4-PR,73365,27.29,2,0.554,26.40,0.15,26.25,2,2,6,3,2,0,0.5,5708.2,5.7
*data,2365A00283.HDF,1-SD,4-PR,71590,26.63,2,0.554,21.34,0.33,21.01,2,2,4,3,1,2,0,5708.2,5.7
*data,2365A00321.HDF,1-SD,4-PR,73123,27.20,2,0.554,21.53,1.77,19.76,2,2,6,3,2,1,0.5,5708.2,5.7
*data,2365A00340.HDF,1-SD,4-PR,60514,22.51,2,0.554,26.90,0,26.90,1,2,4,3,1,0,1,5708.2,5.7
*data,2365A00343.HDF,1-SD,4-PR,79629,29.62,2,0.554,25.99,0.36,25.63,2,2,6,3,2,2,1,5708.2,5.7
*data,2365A00345.HDF,1-SD,4-PR,70139,26.09,2,0.554,26.12,2.22,23.90,2,2,4,3,2,2,1,5708.2,5.7
*data,2365A00358.HDF,1-SD,4-PR,79279,29.49,2,0.554,21.57,0.84,20.73,2,2,4,3,1,0,0,5708.2,5.7
*data,2365A00359.HDF,1-SD,4-PR,80301,29.87,2,0.554,31.27,0.88,30.39,2,2,1.5,3,2,1,0.5,5708.2,5.7
*data,2365A00402.HDF,1-SD,4-PR,70542,26.24,2,0.554,34.51,2.95,31.56,2,2,6,3,4,0,1,5708.2,5.7
*data,2365A00423.HDF,1-SD,4-PR,79467,29.56,2,0.554,20.51,0.60,19.91,2,2,4,3,1,0,1,5708.2,5.7
*data,2365A00449.HDF,1-SD,4-PR,72209,26.86,2,0.554,30.74,0.71,30.03,2,2,1.5,1,1,0,0,5708.2,5.7
*data,2365A00455.HDF,1-SD,4-PR,71671,26.66,2,0.554,22.33,0.45,21.88,2,2,1.5,3,2,2,1,5708.2,5.7
*data,2365A00472.HDF,1-SD,4-PR,76429,28.43,2,0.554,30.79,1.87,28.92,2,2,4,1,2,0,1,5708.2,5.7
*data,2367A00008.HDF,1-SD,4-PR,67453,25.04,2,0.554,23.84,1.23,22.61,2,2,4,3,2,0,0,5708.2,5.8
*data,2367A00035.HDF,1-SD,4-PR,80976,30.06,2,0.554,22.54,1.06,21.48,2,2,4,2,1,0,0,5708.2,5.8
*data,2367A00069.HDF,1-SD,4-PR,65540,24.33,2,0.554,25.33,3.71,21.62,2,2,6,3,2,1,0.5,5708.2,5.8
*data,2367A00089.HDF,1-SD,4-PR,72975,27.09,2,0.554,26.62,1.03,25.59,2,2,6,2,1,0,1,5708.2,5.8
*data,2367A00179.HDF,1-SD,4-PR,74430,27.63,2,0.554,29.45,2.35,27.10,2,2,6,3,2,1,0,5708.2,5.8
*data,2367A00194.HDF,1-SD,4-PR,79090,29.36,2,0.554,28.74,1.03,27.71,2,2,1.5,1,1,0,1,5708.2,5.8
*data,2367A00204.HDF,1-SD,4-PR,80356,29.83,2,0.554,31.97,1.25,30.72,2,2,1.5,1,1,0,1,5108.4,5.8
*data,2367A00233.HDF,1-SD,4-PR,65891,24.51,2,0.554,41.38,1.28,40.10,2,2,1.5,2,2,0,1,5708.2,5.7
*data,2367A00240.HDF,1-SD,4-PR,66941,24.85,2,0.554,26.36,0.79,25.57,2,2,1.5,3,2,3,0.5,5708.2,5.8
*data,2367A00248.HDF,1-SD,4-PR,64085,23.79,2,0.554,27.27,0.97,26.30,2,2,4,2,2,2,0.5,5708.2,5.8
*data,2367A00260.HDF,1-SD,4-PR,72598,26.95,2,0.554,33.07,4.92,28.15,2,2,6,1,2,0,1,5108.4,5.8
*data,2367A00356.HDF,1-SD,4-PR,68396,25.39,2,0.554,21.91,1.99,19.92,2,2,4,2,1,1,0,5708.2,5.8
*data,2367A00358.HDF,1-SD,4-PR,71224,26.44,2,0.554,15.27,0.40,14.87,1,1,6,2,1,0,0,5708.2,5.8
*data,2367A00374.HDF,1-SD,4-PR,76046,28.23,2,0.554,46.84,4.38,42.46,1,2,4,1,2,2,1,5708.2,5.8
*data,2367A00414.HDF,1-SD,4-PR,76288,28.32,2,0.554,24.68,0.02,24.66,2,2,6,3,1,0,1,5708.2,5.8
*data,2367A00418.HDF,1-SD,4-PR,82969,30.80,2,0.554,27.52,0.00,27.52,2,2,0,2,2,2,1,5708.2,5.8
*data,2367A00421.HDF,1-SD,4-PR,77555,28.79,2,0.554,33.97,0.85,33.12,2,2,4,2,2,3,1,5708.2,5.8
*data,2367A00430.HDF,1-SD,4-PR,83131,30.86,2,0.554,46.06,3.19,42.87,2,2,4,1,2,0,1,5708.2,5.8
*data,2367A00433.HDF,1-SD,4-PR,69608,25.84,2,0.554,24.88,1.46,23.42,2,2,4,3,1,0,1,5708.2,5.8
*data,2367A00435.HDF,1-SD,4-PR,72059,26.75,2,0.554,46.51,5.19,41.32,2,2,6,3,4,0,0.5,5708.2,5.8
*data,2367A00437.HDF,1-SD,4-PR,68315,25.36,2,0.554,24.88,2.06,22.82,2,2,6,3,1,1,0,5708.2,5.8
*data,2367A00460.HDF,1-SD,4-PR,73110,27.14,2,0.554,24.99,0.30,24.69,2,2,1.5,3,2,0,0.5,5708.2,5.8
*data,2367A00464.HDF,1-SD,4-PR,82323,30.56,2,0.554,28.07,0.63,27.44,2,2,6,2,1,0,1,5708.2,5.8
*data,2367A00466.HDF,1-SD,4-PR,72544,26.93,2,0.554,27.88,0.00,27.88,2,2,0,3,1,0,0,5708.2,5.8
*data,2367A00471.HDF,1-SD,4-PR,78309,29.07,2,0.554,25.51,1.56,23.95,2,2,6,3,2,1,1,5708.2,5.8
*data,2367A00494.HDF,1-SD,4-PR,71062,26.38,2,0.554,44.31,4.40,39.91,1,2,4,1,2,0,1,5708.2,5.8
*data,2367A00505.HDF,1-SD,4-PR,72113,26.77,2,0.554,30.11,2.68,27.43,2,2,4,2,1,0,1,5708.2,5.8
*data,2367A00547.HDF,1-SD,4-PR,77824,28.89,2,0.554,28.94,2.62,26.32,2,2,4,1,2,2,1,5708.2,5.8
*data,2367A00554.HDF,1-SD,4-PR,76046,28.23,2,0.554,38.52,1.26,37.26,2,2,6,1,2,0,0.5,5708.2,5.8
*data,2367A00584.HDF,1-SD,4-PR,83158,30.87,2,0.554,34.07,1.22,32.85,2,2,1.5,1,2,2,0.5,5708.2,5.8
*data,2367A00641.HDF,1-SD,4-PR,65109,24.17,2,0.554,34.27,0.64,33.63,2,2,1.5,3,2,1,1,5708.2,5.8
*data,2367A00658.HDF,1-SD,4-PR,74655,27.77,2,0.554,44.87,1.67,43.20,2,2,6,2,2,2,1,5708.2,5.7
*data,2367A00661.HDF,1-SD,4-PR,76262,28.31,2,0.554,41.17,3.57,37.60,2,2,4,3,3,0,0.66,5708.2,5.8
*data,2369A00005.HDF,1-SD,4-PR,65971,24.49,2,0.554,45.60,4.70,40.90,2,2,6,3,1,0,1,5108.4,5.8
*data,2372A00007.HDF,1-SD,4-PR,64032,23.77,2,0.554,22.04,0.17,21.87,2,2,1.5,3,1,0,1,5108.4,5.8
*data,2372A00038.HDF,1-SD,4-PR,66025,24.51,2,0.554,25.64,0.68,24.96,1,2,1.5,3,1,1,0,5108.4,5.8
*data,2373A00006.HDF,1-SD,4-PR,69897,26.00,2,0.554,24.77,0.49,24.28,2,2,1.5,3,1,2,0,5708.2,5.7
*data,2373A00043.HDF,1-SD,4-PR,80892,30.09,2,0.554,28.44,3.05,25.39,2,2,6,1,2,0,1,5708.2,5.7
*data,2373A00050.HDF,1-SD,4-PR,79440,29.55,2,0.554,23.67,0.41,23.26,2,2,1.5,3,2,0,1,5708.2,5.7
*data,2373A00060.HDF,1-SD,4-PR,69225,25.75,2,0.554,25.55,1.35,24.20,2,2,4,3,2,1,1,5708.2,5.7
*data,2373A00100.HDF,1-SD,4-PR,76295,28.38,2,0.554,30.42,4.06,26.36,1,2,6,3,1,0,0,5708.2,5.7
*data,2373A00125.HDF,1-SD,4-PR,68660,25.54,2,0.554,25.54,1.23,24.31,2,2,4,3,2,1,1,5708.2,5.7
*data,2375A00110.HDF,1-SD,4-PR,73325,27.22,2,0.554,34.25,0.96,33.29,2,2,1.5,3,1,0,1,5108.4,5.8
*data,2376A00022.HDF,1-SD,4-PR,86914,32.33,2,0.554,30.90,1.68,29.22,1,2,6,3,1,1,1,5708.2,5.7
*data,2376A00040.HDF,1-SD,4-PR,73472,27.33,2,0.554,26.57,2.68,23.89,2,2,6,3,1,1,1,5708.2,5.7
*data,2376A00044.HDF,1-SD,4-PR,80758,30.04,2,0.554,37.08,3.71,33.37,2,1,6,3,2,0,1,5708.2,5.7
*data,2376A00057.HDF,1-SD,4-PR,74333,27.65,2,0.554,32.10,0.14,31.96,2,2,1.5,3,2,2,0.5,5708.2,5.7
*data,2376A00090.HDF,1-SD,4-PR,75542,28.10,2,0.554,26.73,1.42,25.31,2,2,4,3,2,2,1,5708.2,5.7
*data,2376A00118.HDF,1-SD,4-PR,76214,28.35,2,0.554,22.77,0.13,22.64,2,2,1.5,3,1,0,0,5708.2,5.7
*data,2376A00130.HDF,1-SD,4-PR,69735,25.94,2,0.554,22.11,0,22.11,2,2,1.5,3,2,3,1,5708.2,5.7
*data,2376A00139.HDF,1-SD,4-PR,85570,31.83,2,0.554,28.15,1.86,26.29,2,1,4,3,2,1,1,5708.2,5.7
*data,2702A00477.HDF,1-SD,4-PR,63001,23.53,2,0.554,18.70,0.45,18.25,2,2,1.5,3,1,0,0,5777.5,5.5
*data,2702A00495.HDF,1-SD,4-PR,78122,28.47,2,0.554,27.66,1.89,25.77,2,2,4,3,2,3,0,5777.5,6.7
*data,2702A00503.HDF,1-SD,4-PR,83545,20.47,1,0.824,19.67,0.36,19.31,2,2,4,3,1,0,1,5777.5,6.7
*data,2702A00527.HDF,1-SD,4-PR,65444,23.85,2,0.554,27.13,0.96,26.17,2,2,6,3,2,0,1,5777.5,6.7
*data,2702A00559.HDF,1-SD,4-PR,88659,32.31,2,0.554,23.73,0.00,23.73,2,2,0,2,3,0,1,5777.5,6.7
*data,2702A00615.HDF,1-SD,4-PR,66789,24.34,2,0.554,20.70,0.78,19.92,2,2,6,3,2,3,1,5777.5,6.7
*data,2702A00633.HDF,1-SD,4-PR,108155,26.50,1,0.824,23.81,2.12,21.69,2,2,6,3,2,3,1,5777.5,6.7
*data,2702A00637.HDF,1-SD,4-PR,69039,25.16,2,0.554,19.36,0.95,18.41,2,2,4,3,1,0,0,5777.5,6.7
*data,2702A00653.HDF,1-SD,4-PR,66020,24.06,2,0.554,20.85,0.57,20.28,2,2,4,3,2,0,1,5777.5,6.7
*data,2702A00679.HDF,1-SD,4-PR,73621,26.83,2,0.554,22.29,0.17,22.12,2,2,1.5,3,1,3,1,5777.5,6.7
*data,2702A00730.HDF,1-SD,4-PR,51505,18.77,2,0.554,24.21,1.06,23.15,2,2,6,3,1,0,0,5777.5,6.7
*data,2702A00752.HDF,1-SD,4-PR,73539,26.80,2,0.554,20.63,0.00,20.63,2,2,0,3,2,0,0,5777.5,6.7
*data,2702A00767.HDF,1-SD,4-PR,78670,28.67,2,0.554,22.48,1.16,21.32,2,2,6,1,1,1,1,5777.5,6.7
*data,2702A00795.HDF,1-SD,4-PR,75515,27.52,2,0.554,26.42,0.00,26.42,2,2,0,1,1,0,1,5777.5,6.7
*data,2702A00799.HDF,1-SD,4-PR,78533,28.62,2,0.554,30.42,0.47,29.95,2,2,1.5,2,4,0,1,5777.5,6.7
*data,2702A00800.HDF,1-SD,4-PR,64319,23.44,2,0.554,15.56,0.33,15.23,2,2,1.5,2,1,0,0,5777.5,6.7
*data,2702A00829.HDF,1-SD,4-PR,88075,21.58,1,0.824,19.69,0.11,19.58,2,2,1.5,3,1,3,1,5777.5,6.7
*data,2702A00855.HDF,1-SD,4-PR,74307,27.08,2,0.554,26.20,0.57,25.63,2,1,4,3,2,3,1,5777.5,6.7
*data,2702A00863.HDF,1-SD,4-PR,89136,21.84,1,0.824,25.46,0.67,24.79,2,2,4,3,2,3,0,5777.5,6.7
*data,2702A00878.HDF,1-SD,4-PR,90320,22.13,1,0.824,16.46,1.61,14.85,2,2,4,1,2,1,0,5777.5,6.7
*data,2702A00892.HDF,1-SD,4-PR,78972,28.78,2,0.554,25.52,0.70,24.82,2,2,4,1,1,2,1,5777.5,6.7
*data,2702A00925.HDF,1-SD,4-PR,87626,21.47,1,0.824,23.42,0.33,23.09,2,2,1.5,1,2,1,1,5777.5,6.7
*data,2702A00975.HDF,1-SD,4-PR,126276,30.94,1,0.824,31.67,0.11,31.56,2,2,1.5,1,1,1,0,5777.5,6.7
*data,2703A00063.HDF,1-SD,4-PR,53316,19.43,2,0.554,18.99,0.01,18.98,2,2,1.5,3,1,1,1,5777.5,6.7
*data,2703A00070.HDF,1-SD,4-PR,66432,24.21,2,0.554,25.61,2.05,23.56,2,2,4,3,2,0,0,5777.5,6.7
*data,2706A00038.HDF,1-SD,4-PR,81382,19.94,1,0.824,22.53,1.06,21.47,2,2,4,3,4,0,0.75,5777.5,6.7
*data,2706A00058.HDF,1-SD,4-PR,77178,18.91,1,0.824,23.02,0.63,22.39,2,2,1.5,1,2,0,1,5777.5,6.7
*data,2706A00074.HDF,1-SD,4-PR,83949,21.08,1,0.824,24.59,0.84,23.75,2,2,1.5,2,2,0,1,6128,5.5
*data,2706A00082.HDF,1-SD,4-PR,75219,18.43,1,0.824,40.92,1.07,39.85,2,2,4,1,2,2,1,5777.5,6.7
*data,2706A00101.HDF,1-SD,4-PR,67874,25.35,2,0.554,21.45,0.23,21.22,2,2,4,3,2,0,1,5777.5,5.5
*data,2706A00130.HDF,1-SD,4-PR,75586,18.52,1,0.824,18.63,0.08,18.55,2,2,1.5,3,2,0,1,5777.5,6.7
*data,2706A00148.HDF,1-SD,4-PR,57981,21.13,2,0.554,24.73,1.03,23.70,2,2,4,3,2,0,1,5777.5,6.7
*data,2706A00172.HDF,1-SD,4-PR,83701,21.23,1,0.824,27.00,2.46,24.54,2,2,4,1,1,0,1,6128,5
*data,2706A00201.HDF,1-SD,4-PR,82077,20.61,1,0.824,20.60,0.21,20.39,2,2,4,3,2,0,0.5,5777.5,5.5
*data,2706A00204.HDF,1-SD,4-PR,70369,17.67,1,0.824,20.84,0.65,20.19,2,2,4,3,2,1,1,5777.5,5.5
*data,2706A00217.HDF,1-SD,4-PR,90798,22.80,1,0.824,22.54,1.03,21.51,2,2,4,2,2,0,1,5777.5,5.5
*data,2706A00218.HDF,1-SD,4-PR,80922,20.32,1,0.824,21.89,1.44,20.45,2,2,6,3,2,0,1,5777.5,5.5
*data,2706A00220.HDF,1-SD,4-PR,62840,23.47,2,0.554,18.76,0.05,18.71,2,2,1.5,3,1,0,0,5777.5,5.5
*data,2706A00241.HDF,1-SD,4-PR,66020,24.06,2,0.554,20.23,0.23,20.00,2,2,1.5,3,3,0,0.66,5777.5,6.7
*data,2706A00244.HDF,1-SD,4-PR,86024,31.35,2,0.554,21.84,0.34,21.50,2,2,1.5,2,2,0,0.5,5777.5,6.7
*data,2706A00251.HDF,1-SD,4-PR,68998,25.77,2,0.554,20.16,0.18,19.98,2,2,1.5,3,2,1,0.5,5777.5,5.5
*data,2706A00257.HDF,1-SD,4-PR,88728,21.74,1,0.824,24.25,1.53,22.72,2,2,4,2,2,2,1,5777.5,6.7
*data,2706A00281.HDF,1-SD,4-PR,95060,23.87,1,0.824,23.15,0.12,23.03,2,2,4,1,2,1,0,5777.5,5.5
*data,2706A00292.HDF,1-SD,4-PR,61609,23.01,2,0.554,19.66,0.17,19.49,2,2,4,3,2,2,0.5,5777.5,5.5
*data,2706A00294.HDF,1-SD,4-PR,120905,30.36,1,0.824,30.22,4.21,26.01,2,2,6,1,1,3,1,5777.5,5.5
*data,2706A00306.HDF,1-SD,4-PR,86736,21.78,1,0.824,22.92,0.00,22.92,2,2,0,1,2,2,0.5,5777.5,5.5
*data,2707A00069.HDF,1-SD,4-PR,70301,25.62,2,0.554,21.86,1.16,20.70,2,2,6,3,2,0,0,5777.5,6.7
*data,2707A00077.HDF,1-SD,4-PR,108890,26.68,1,0.824,21.89,0.73,21.16,2,2,4,3,1,0,1,5777.5,6.7
*data,2707A00110.HDF,1-SD,4-PR,70658,25.75,2,0.554,22.83,0.00,22.83,2,2,0,3,1,0,1,5777.5,6.7
*data,2707A00215.HDF,1-SD,4-PR,95340,23.36,1,0.824,19.10,0.04,19.06,2,2,4,3,1,1,1,5777.5,6.7
*data,2707A00238.HDF,1-SD,4-PR,76420,27.85,2,0.554,16.87,1.76,15.11,2,2,1.5,3,1,0,0,5777.5,6.7
*data,2707A00249.HDF,1-SD,4-PR,78039,28.44,2,0.554,22.34,0.37,21.97,2,2,1.5,3,3,0,0.66,5777.5,6.7
*data,2707A00252.HDF,1-SD,4-PR,72551,26.44,2,0.554,21.60,1.04,20.56,2,2,4,3,3,1,0.66,5777.5,6.7
*data,2707A00261.HDF,1-SD,4-PR,68106,24.82,2,0.554,23.70,0.88,22.82,2,2,4,3,2,2,0.5,5777.5,6.7
*data,2707A00269.HDF,1-SD,4-PR,92932,22.77,1,0.824,24.13,2.07,22.06,2,2,6,3,2,2,0,5777.5,6.7
*data,2707A00311.HDF,1-SD,4-PR,78561,28.63,2,0.554,23.51,1.79,21.72,2,2,6,3,4,0,1,5777.5,6.7
*data,2707A00318.HDF,1-SD,4-PR,63750,15.62,1,0.824,20.26,0.24,20.02,2,2,1.5,3,1,0,1,5777.5,6.7
*data,2707A00336.HDF,1-SD,4-PR,73813,26.90,2,0.554,19.53,0.24,19.29,2,2,6,3,2,0,0,5777.5,6.7
*data,2707A00352.HDF,1-SD,4-PR,68216,24.86,2,0.554,19.85,0.16,19.69,2,2,1.5,3,4,0,1,5777.5,6.7
*data,2707A00435.HDF,1-SD,4-PR,91136,22.33,1,0.824,22.96,0.04,22.92,2,2,1.5,1,2,2,1,5777.5,6.7
*data,2707A00437.HDF,1-SD,4-PR,82198,20.14,1,0.824,31.54,0.41,31.13,2,2,4,1,2,0,1,5777.5,6.7
*data,2707A00450.HDF,1-SD,4-PR,84361,20.67,1,0.824,17.23,0.17,17.06,2,2,4,2,1,1,1,5777.5,6.7
*data,2707A00457.HDF,1-SD,4-PR,81259,19.91,1,0.824,16.64,0.27,16.37,2,2,6,1,2,1,1,5777.5,6.7
*data,2707A00460.HDF,1-SD,4-PR,105992,25.97,1,0.824,26.11,0.23,25.88,2,2,1.5,1,2,1,1,5777.5,6.7
