Filename,hse_type,region,HOT2XP_CITY
22B1A00025.HDF,1-SD,5-BC,VICTORIA
22B1A00028.HDF,1-SD,5-BC,VICTORIA
22B1A00030.HDF,1-SD,5-BC,VICTORIA
22B1A00032.HDF,1-SD,5-BC,VICTORIA
22F1A00101.HDF,2-DR,5-BC,WILLIAMS LAKE
22F1A00110.HDF,1-SD,5-BC,WILLIAMS LAKE
22F1A00112.HDF,1-SD,5-BC,WILLIAMS LAKE
22F2A00104.HDF,1-SD,5-BC,PRINCE GEORGE
22F2A00106.HDF,1-SD,5-BC,SMITHERS
22F2A00109.HDF,1-SD,5-BC,SMITHERS
22F4A00001.HDF,1-SD,5-BC,PRINCE RUPERT
22F4A00005.HDF,1-SD,5-BC,SMITHERS
22F4A00010.HDF,1-SD,5-BC,SMITHERS
22F4A00097.HDF,1-SD,5-BC,SMITHERS
22F4A00108.HDF,1-SD,5-BC,SMITHERS
22F4A00116.HDF,1-SD,5-BC,PRINCE RUPERT
22F4A00122.HDF,2-DR,5-BC,SMITHERS
22F4A00123.HDF,2-DR,5-BC,SMITHERS
22F4A00129.HDF,1-SD,5-BC,SMITHERS
22F4A00137.HDF,1-SD,5-BC,SMITHERS
22F4A00139.HDF,1-SD,5-BC,SMITHERS
22F4A00141.HDF,2-DR,5-BC,PRINCE RUPERT
22F4A00142.HDF,2-DR,5-BC,SMITHERS
22F4A00143.HDF,2-DR,5-BC,SMITHERS
22F4A00147.HDF,1-SD,5-BC,SMITHERS
22F4A00154.HDF,1-SD,5-BC,SMITHERS
22F4A00156.HDF,1-SD,5-BC,SMITHERS
22F4A00158.HDF,1-SD,5-BC,PRINCE RUPERT
22F4A00164.HDF,1-SD,5-BC,PRINCE RUPERT
22F4A00176.HDF,1-SD,5-BC,SMITHERS
22F5A00104.HDF,1-SD,5-BC,SMITHERS
22F5A00106.HDF,1-SD,5-BC,SMITHERS
22F5A00108.HDF,1-SD,5-BC,SMITHERS
22F5A00109.HDF,1-SD,5-BC,SMITHERS
22F5A00110.HDF,1-SD,5-BC,SMITHERS
2303A00764.HDF,1-SD,5-BC,FORT ST. JOHN
2303A01002.HDF,1-SD,5-BC,FORT ST. JOHN
2303A01003.HDF,1-SD,5-BC,FORT ST. JOHN
2303A01006.HDF,1-SD,5-BC,FORT ST. JOHN
2303A01007.HDF,1-SD,5-BC,FORT ST. JOHN
2303A01176.HDF,1-SD,5-BC,FORT ST. JOHN
2303A01190.HDF,1-SD,5-BC,FORT ST. JOHN
2304A00237.HDF,1-SD,5-BC,FORT ST. JOHN
2304A01011.HDF,1-SD,5-BC,FORT ST. JOHN
2304A01030.HDF,1-SD,5-BC,FORT ST. JOHN
2304A01031.HDF,1-SD,5-BC,FORT ST. JOHN
2304A01038.HDF,1-SD,5-BC,FORT ST. JOHN
2304A01044.HDF,1-SD,5-BC,FORT ST. JOHN
2307A00846.HDF,1-SD,5-BC,FORT ST. JOHN
2307A01097.HDF,1-SD,5-BC,FORT ST. JOHN
2307A01128.HDF,1-SD,5-BC,FORT ST. JOHN
2307A01330.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00012.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00027.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00050.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00051.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00058.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00061.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00064.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00095.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00106.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00108.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00137.HDF,2-DR,5-BC,FORT ST. JOHN
2322A00138.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00142.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00148.HDF,2-DR,5-BC,FORT ST. JOHN
2322A00149.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00159.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00173.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00176.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00183.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00185.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00186.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00206.HDF,2-DR,5-BC,FORT ST. JOHN
2322A00219.HDF,2-DR,5-BC,FORT ST. JOHN
2322A00221.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00222.HDF,1-SD,5-BC,FORT NELSON
2322A00234.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00249.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00273.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00275.HDF,1-SD,5-BC,FORT NELSON
2322A00276.HDF,1-SD,5-BC,FORT NELSON
2322A00279.HDF,1-SD,5-BC,FORT NELSON
2322A00281.HDF,1-SD,5-BC,FORT NELSON
2322A00282.HDF,1-SD,5-BC,FORT NELSON
2322A00284.HDF,1-SD,5-BC,FORT NELSON
2322A00289.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00299.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00306.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00308.HDF,1-SD,5-BC,FORT ST. JOHN
2322A00310.HDF,1-SD,5-BC,FORT NELSON
2322A00313.HDF,1-SD,5-BC,FORT NELSON
2322A00316.HDF,1-SD,5-BC,FORT NELSON
2335A00505.HDF,1-SD,5-BC,FORT ST. JOHN
2335A00507.HDF,1-SD,5-BC,FORT ST. JOHN
2335A00508.HDF,1-SD,5-BC,FORT ST. JOHN
2335A00509.HDF,1-SD,5-BC,FORT ST. JOHN
2341A00730.HDF,1-SD,5-BC,FORT ST. JOHN
2341A00740.HDF,1-SD,5-BC,FORT ST. JOHN
2341A00741.HDF,1-SD,5-BC,FORT ST. JOHN
2357A00628.HDF,1-SD,5-BC,FORT ST. JOHN
2357A00656.HDF,1-SD,5-BC,FORT ST. JOHN
2357A00675.HDF,1-SD,5-BC,FORT ST. JOHN
2357A00677.HDF,1-SD,5-BC,FORT ST. JOHN
2357A00729.HDF,1-SD,5-BC,FORT ST. JOHN
2357A00731.HDF,2-DR,5-BC,FORT ST. JOHN
2357A01035.HDF,1-SD,5-BC,FORT ST. JOHN
2357A01037.HDF,1-SD,5-BC,FORT ST. JOHN
2357A01135.HDF,1-SD,5-BC,FORT ST. JOHN
2357A01137.HDF,1-SD,5-BC,FORT ST. JOHN
2357A01139.HDF,1-SD,5-BC,FORT ST. JOHN
2363A00361.HDF,1-SD,5-BC,FORT ST. JOHN
2363A00365.HDF,1-SD,5-BC,FORT ST. JOHN
2363A00366.HDF,1-SD,5-BC,FORT ST. JOHN
2363A00371.HDF,1-SD,5-BC,FORT ST. JOHN
2363A00639.HDF,1-SD,5-BC,FORT ST. JOHN
2363A00646.HDF,1-SD,5-BC,FORT ST. JOHN
2363A00847.HDF,2-DR,5-BC,FORT ST. JOHN
2363A00851.HDF,1-SD,5-BC,FORT ST. JOHN
2363A00852.HDF,1-SD,5-BC,FORT ST. JOHN
2363A00856.HDF,2-DR,5-BC,FORT ST. JOHN
3401A00077.HDF,1-SD,5-BC,VICTORIA
3401A00082.HDF,1-SD,5-BC,VICTORIA
3401A00086.HDF,1-SD,5-BC,VANCOUVER
3401A00088.HDF,1-SD,5-BC,VICTORIA
3401A00164.HDF,1-SD,5-BC,VICTORIA
3401A00181.HDF,1-SD,5-BC,VANCOUVER
3404A00619.HDF,1-SD,5-BC,FORT ST. JOHN
3404A00787.HDF,1-SD,5-BC,FORT ST. JOHN
3404A01111.HDF,1-SD,5-BC,FORT ST. JOHN
3404A01422.HDF,1-SD,5-BC,FORT ST. JOHN
3406A00368.HDF,2-DR,5-BC,VICTORIA
3406A00389.HDF,1-SD,5-BC,VICTORIA
3406A00697.HDF,1-SD,5-BC,VICTORIA
3406A00698.HDF,1-SD,5-BC,VICTORIA
3406A00702.HDF,1-SD,5-BC,VICTORIA
3406A00714.HDF,1-SD,5-BC,VICTORIA
3406A00720.HDF,1-SD,5-BC,VICTORIA
3406A00733.HDF,1-SD,5-BC,VANCOUVER
3406A00737.HDF,1-SD,5-BC,VICTORIA
3406A00739.HDF,1-SD,5-BC,VICTORIA
3406A00743.HDF,1-SD,5-BC,VICTORIA
3406A00752.HDF,1-SD,5-BC,VICTORIA
3418A00039.HDF,1-SD,5-BC,KAMLOOPS
3433A00136.HDF,1-SD,5-BC,VANCOUVER
3433A00150.HDF,1-SD,5-BC,CASTLEGAR
3433A00152.HDF,2-DR,5-BC,KAMLOOPS
3433A00219.HDF,1-SD,5-BC,CASTLEGAR
3433A00220.HDF,1-SD,5-BC,CASTLEGAR
3441A00010.HDF,1-SD,5-BC,VANCOUVER
3441A00021.HDF,1-SD,5-BC,KAMLOOPS
3441A00038.HDF,1-SD,5-BC,VICTORIA
3441A00039.HDF,1-SD,5-BC,KAMLOOPS
3501A00009.HDF,1-SD,5-BC,VANCOUVER
3501A00010.HDF,1-SD,5-BC,VANCOUVER
3501A00014.HDF,2-DR,5-BC,VANCOUVER
3501A00019.HDF,1-SD,5-BC,VANCOUVER
3501A00021.HDF,2-DR,5-BC,VANCOUVER
3501A00023.HDF,1-SD,5-BC,VANCOUVER
3501A00024.HDF,2-DR,5-BC,VANCOUVER
3501A00026.HDF,1-SD,5-BC,VANCOUVER
3501A00048.HDF,1-SD,5-BC,SUMMERLAND
3502A00012.HDF,1-SD,5-BC,VANCOUVER
3502A00013.HDF,1-SD,5-BC,PRINCE RUPERT
3502A00014.HDF,1-SD,5-BC,PRINCE RUPERT
3502A00015.HDF,1-SD,5-BC,PRINCE RUPERT
3502A00017.HDF,1-SD,5-BC,PRINCE RUPERT
3502A00018.HDF,1-SD,5-BC,PRINCE RUPERT
3502A00020.HDF,1-SD,5-BC,PRINCE RUPERT
3502A00030.HDF,1-SD,5-BC,VANCOUVER
3502A00044.HDF,1-SD,5-BC,VANCOUVER
3502A00051.HDF,1-SD,5-BC,VANCOUVER
3502A00053.HDF,1-SD,5-BC,VANCOUVER
3502A00066.HDF,1-SD,5-BC,VANCOUVER
3502A00067.HDF,1-SD,5-BC,VANCOUVER
3502A00071.HDF,2-DR,5-BC,VANCOUVER
3502A00076.HDF,1-SD,5-BC,ABBOTSFORD
3502A00078.HDF,1-SD,5-BC,VANCOUVER
3503A00010.HDF,1-SD,5-BC,KAMLOOPS
3503A00011.HDF,1-SD,5-BC,KAMLOOPS
3503A00014.HDF,1-SD,5-BC,SUMMERLAND
3503A00019.HDF,1-SD,5-BC,KAMLOOPS
3503A00021.HDF,1-SD,5-BC,SUMMERLAND
3503A00031.HDF,1-SD,5-BC,SUMMERLAND
3503A00033.HDF,1-SD,5-BC,SUMMERLAND
3503A00040.HDF,2-DR,5-BC,SUMMERLAND
3503A00041.HDF,2-DR,5-BC,SUMMERLAND
3503A00050.HDF,1-SD,5-BC,SUMMERLAND
3503A00054.HDF,1-SD,5-BC,KAMLOOPS
3503A00060.HDF,1-SD,5-BC,KAMLOOPS
3504A00001.HDF,1-SD,5-BC,VANCOUVER
3504A00002.HDF,1-SD,5-BC,VANCOUVER
3504A00008.HDF,1-SD,5-BC,VANCOUVER
3504A00015.HDF,1-SD,5-BC,CASTLEGAR
3504A00016.HDF,1-SD,5-BC,CASTLEGAR
3504A00021.HDF,1-SD,5-BC,ABBOTSFORD
3504A00028.HDF,1-SD,5-BC,VANCOUVER
3506A00026.HDF,1-SD,5-BC,VANCOUVER
3506A00060.HDF,1-SD,5-BC,VANCOUVER
3506A00061.HDF,1-SD,5-BC,VANCOUVER
3506A00064.HDF,1-SD,5-BC,SUMMERLAND
3506A00072.HDF,1-SD,5-BC,VANCOUVER
3506A00089.HDF,1-SD,5-BC,VANCOUVER
3506A00104.HDF,1-SD,5-BC,VANCOUVER
3506A00117.HDF,1-SD,5-BC,VANCOUVER
3506A00119.HDF,1-SD,5-BC,VANCOUVER
3506A00121.HDF,1-SD,5-BC,ABBOTSFORD
3506A00130.HDF,1-SD,5-BC,VANCOUVER
3506A00135.HDF,1-SD,5-BC,VANCOUVER
3506A00137.HDF,1-SD,5-BC,VANCOUVER
3506A00140.HDF,1-SD,5-BC,VANCOUVER
3506A00141.HDF,1-SD,5-BC,VANCOUVER
3506A00146.HDF,1-SD,5-BC,VANCOUVER
3506A00149.HDF,1-SD,5-BC,VANCOUVER
3506A00154.HDF,1-SD,5-BC,VANCOUVER
3506A00161.HDF,1-SD,5-BC,VANCOUVER
3506A00167.HDF,1-SD,5-BC,VANCOUVER
3506A00174.HDF,1-SD,5-BC,SUMMERLAND
3506A00181.HDF,1-SD,5-BC,VANCOUVER
3506A00188.HDF,1-SD,5-BC,VANCOUVER
3506A00189.HDF,1-SD,5-BC,VANCOUVER
3506A00192.HDF,1-SD,5-BC,ABBOTSFORD
3506A00193.HDF,1-SD,5-BC,VANCOUVER
3506A00202.HDF,1-SD,5-BC,VANCOUVER
3506A00224.HDF,1-SD,5-BC,VANCOUVER
3506A00225.HDF,1-SD,5-BC,VANCOUVER
3506A00226.HDF,1-SD,5-BC,VANCOUVER
3506A00228.HDF,1-SD,5-BC,VANCOUVER
3506A00237.HDF,1-SD,5-BC,ABBOTSFORD
3506A00244.HDF,1-SD,5-BC,VANCOUVER
3506A00246.HDF,1-SD,5-BC,VANCOUVER
3506A00284.HDF,1-SD,5-BC,VANCOUVER
3506A00290.HDF,1-SD,5-BC,VANCOUVER
3506A00295.HDF,1-SD,5-BC,VANCOUVER
3506A00313.HDF,1-SD,5-BC,VANCOUVER
3506A00326.HDF,1-SD,5-BC,VANCOUVER
3506A00343.HDF,1-SD,5-BC,VANCOUVER
3506A00346.HDF,1-SD,5-BC,VANCOUVER
3506A00351.HDF,1-SD,5-BC,VANCOUVER
3507A00003.HDF,2-DR,5-BC,VANCOUVER
3507A00015.HDF,1-SD,5-BC,VANCOUVER
3507A00021.HDF,1-SD,5-BC,VANCOUVER
3507A00023.HDF,1-SD,5-BC,VANCOUVER
3507A00033.HDF,1-SD,5-BC,VANCOUVER
3507A00034.HDF,1-SD,5-BC,VANCOUVER
3507A00040.HDF,1-SD,5-BC,VANCOUVER
3507A00041.HDF,2-DR,5-BC,VANCOUVER
3507A00047.HDF,1-SD,5-BC,VANCOUVER
3507A00051.HDF,1-SD,5-BC,VANCOUVER
3507A00052.HDF,1-SD,5-BC,VANCOUVER
3507A00054.HDF,1-SD,5-BC,VANCOUVER
3508A00007.HDF,1-SD,5-BC,VANCOUVER
3508A00014.HDF,1-SD,5-BC,VANCOUVER
3508A00027.HDF,2-DR,5-BC,SUMMERLAND
3508A00028.HDF,2-DR,5-BC,SUMMERLAND
3508A00030.HDF,1-SD,5-BC,VANCOUVER
3508A00039.HDF,1-SD,5-BC,VANCOUVER
3508A00047.HDF,1-SD,5-BC,VANCOUVER
3508A00053.HDF,1-SD,5-BC,VANCOUVER
3508A00060.HDF,1-SD,5-BC,VANCOUVER
3508A00064.HDF,1-SD,5-BC,VANCOUVER
3508A00073.HDF,1-SD,5-BC,VANCOUVER
3508A00082.HDF,1-SD,5-BC,VANCOUVER
3508A00086.HDF,1-SD,5-BC,SUMMERLAND
3508A00095.HDF,1-SD,5-BC,VANCOUVER
3508A00107.HDF,1-SD,5-BC,VANCOUVER
3508A00108.HDF,1-SD,5-BC,VANCOUVER
3508A00111.HDF,1-SD,5-BC,VANCOUVER
3508A00122.HDF,1-SD,5-BC,VANCOUVER
3508A00127.HDF,1-SD,5-BC,VANCOUVER
3508A00136.HDF,1-SD,5-BC,VANCOUVER
3508A00150.HDF,1-SD,5-BC,VANCOUVER
3508A00160.HDF,1-SD,5-BC,VANCOUVER
3508A00167.HDF,1-SD,5-BC,VANCOUVER
3508A00171.HDF,1-SD,5-BC,VANCOUVER
3508A00179.HDF,1-SD,5-BC,VANCOUVER
3508A00180.HDF,1-SD,5-BC,VANCOUVER
3508A00197.HDF,1-SD,5-BC,VANCOUVER
3508A00200.HDF,1-SD,5-BC,VANCOUVER
3508A00202.HDF,1-SD,5-BC,VANCOUVER
3508A00209.HDF,1-SD,5-BC,VANCOUVER
3508A00210.HDF,1-SD,5-BC,VANCOUVER
3508A00217.HDF,1-SD,5-BC,VANCOUVER
3508A00218.HDF,2-DR,5-BC,VANCOUVER
3508A00221.HDF,1-SD,5-BC,VANCOUVER
3508A00247.HDF,1-SD,5-BC,VANCOUVER
3508A00256.HDF,1-SD,5-BC,VANCOUVER
3508A00272.HDF,1-SD,5-BC,VANCOUVER
3508A00285.HDF,1-SD,5-BC,ABBOTSFORD
3508A00293.HDF,1-SD,5-BC,VANCOUVER
3508A00298.HDF,1-SD,5-BC,VANCOUVER
3508A00316.HDF,1-SD,5-BC,VANCOUVER
3508A00324.HDF,1-SD,5-BC,VANCOUVER
3508A00328.HDF,1-SD,5-BC,VANCOUVER
3508A00340.HDF,1-SD,5-BC,VANCOUVER
3508A00375.HDF,1-SD,5-BC,VANCOUVER
3508A00376.HDF,1-SD,5-BC,VANCOUVER
3508A00384.HDF,1-SD,5-BC,VANCOUVER
3508A00386.HDF,1-SD,5-BC,VANCOUVER
3508A00403.HDF,1-SD,5-BC,VANCOUVER
3508A00407.HDF,1-SD,5-BC,VANCOUVER
3508A00413.HDF,2-DR,5-BC,VANCOUVER
3508A00414.HDF,1-SD,5-BC,VANCOUVER
3508A00427.HDF,1-SD,5-BC,VANCOUVER
3508A00439.HDF,1-SD,5-BC,VANCOUVER
3508A00451.HDF,1-SD,5-BC,VANCOUVER
3508A00464.HDF,1-SD,5-BC,VANCOUVER
3508A00477.HDF,1-SD,5-BC,VANCOUVER
3508A00478.HDF,1-SD,5-BC,VANCOUVER
3508A00481.HDF,1-SD,5-BC,VANCOUVER
3508A00483.HDF,2-DR,5-BC,VANCOUVER
3508A00491.HDF,1-SD,5-BC,VANCOUVER
3508A00492.HDF,1-SD,5-BC,VANCOUVER
3508A00494.HDF,1-SD,5-BC,VANCOUVER
3508A00500.HDF,1-SD,5-BC,VANCOUVER
3508A00515.HDF,1-SD,5-BC,VANCOUVER
3508A00544.HDF,1-SD,5-BC,VANCOUVER
3508A00545.HDF,1-SD,5-BC,VANCOUVER
3509A00012.HDF,1-SD,5-BC,PRINCE GEORGE
3511A00013.HDF,1-SD,5-BC,SUMMERLAND
3511A00028.HDF,1-SD,5-BC,KAMLOOPS
3511A00033.HDF,2-DR,5-BC,VANCOUVER
3511A00036.HDF,1-SD,5-BC,SUMMERLAND
3511A00037.HDF,1-SD,5-BC,SUMMERLAND
3511A00041.HDF,1-SD,5-BC,KAMLOOPS
3511A00046.HDF,1-SD,5-BC,SUMMERLAND
3511A00049.HDF,1-SD,5-BC,CASTLEGAR
3511A00051.HDF,1-SD,5-BC,KAMLOOPS
3511A00060.HDF,1-SD,5-BC,CASTLEGAR
3511A00067.HDF,1-SD,5-BC,KAMLOOPS
3511A00079.HDF,1-SD,5-BC,KAMLOOPS
3511A00080.HDF,1-SD,5-BC,KAMLOOPS
3511A00082.HDF,1-SD,5-BC,CASTLEGAR
3511A00089.HDF,1-SD,5-BC,SUMMERLAND
3511A00091.HDF,1-SD,5-BC,KAMLOOPS
3511A00096.HDF,1-SD,5-BC,SUMMERLAND
3511A00106.HDF,1-SD,5-BC,KAMLOOPS
38EWA00011.HDF,2-DR,5-BC,VICTORIA
38EWA00015.HDF,1-SD,5-BC,VICTORIA
38EWA00020.HDF,1-SD,5-BC,VICTORIA
38EWA00032.HDF,1-SD,5-BC,VICTORIA
38EWA00034.HDF,1-SD,5-BC,VICTORIA
38EWA00035.HDF,1-SD,5-BC,VICTORIA
38EWA00049.HDF,1-SD,5-BC,VICTORIA
38EWA00057.HDF,1-SD,5-BC,VICTORIA
38EWA00061.HDF,1-SD,5-BC,VICTORIA
38EWA00063.HDF,1-SD,5-BC,VICTORIA
38EWA00065.HDF,1-SD,5-BC,VICTORIA
38EWA00066.HDF,1-SD,5-BC,VICTORIA
38EWA00067.HDF,1-SD,5-BC,VICTORIA
38EWA00073.HDF,1-SD,5-BC,VANCOUVER
38EWA00075.HDF,1-SD,5-BC,VANCOUVER
38EWA00077.HDF,1-SD,5-BC,VANCOUVER
38EWA00079.HDF,1-SD,5-BC,VICTORIA
38EWA00082.HDF,1-SD,5-BC,VICTORIA
38EWA00084.HDF,1-SD,5-BC,VICTORIA
38JMA00003.HDF,1-SD,5-BC,VICTORIA
38JMA00004.HDF,1-SD,5-BC,VICTORIA
38JMA00005.HDF,1-SD,5-BC,VICTORIA
38JMA00012.HDF,1-SD,5-BC,VICTORIA
38JMA00015.HDF,1-SD,5-BC,VICTORIA
38JMA00019.HDF,2-DR,5-BC,VICTORIA
38JMA00023.HDF,1-SD,5-BC,VICTORIA
38JMA00026.HDF,1-SD,5-BC,VICTORIA
38JMA00040.HDF,1-SD,5-BC,VICTORIA
38JMA00054.HDF,1-SD,5-BC,VICTORIA
38JMA00066.HDF,1-SD,5-BC,VANCOUVER
38JMA00067.HDF,1-SD,5-BC,VANCOUVER
38JMA00070.HDF,2-DR,5-BC,VICTORIA
38JMA00072.HDF,1-SD,5-BC,VANCOUVER
38JMA00073.HDF,2-DR,5-BC,VANCOUVER
38JMA00084.HDF,1-SD,5-BC,VANCOUVER
38JMA00109.HDF,1-SD,5-BC,VICTORIA
38JMA00111.HDF,1-SD,5-BC,VICTORIA
38JMA00117.HDF,1-SD,5-BC,VANCOUVER
38JMA00120.HDF,1-SD,5-BC,VICTORIA
38JMA00125.HDF,1-SD,5-BC,VICTORIA
38JMA00127.HDF,1-SD,5-BC,VICTORIA
38JMA00129.HDF,1-SD,5-BC,VICTORIA
38JMA00130.HDF,1-SD,5-BC,VICTORIA
38JMA00134.HDF,1-SD,5-BC,VICTORIA
38JMA00136.HDF,1-SD,5-BC,VANCOUVER
38JMA00142.HDF,1-SD,5-BC,VICTORIA
38JMA00143.HDF,1-SD,5-BC,VANCOUVER
38JMA00145.HDF,1-SD,5-BC,VANCOUVER
38JSA00003.HDF,1-SD,5-BC,VANCOUVER
38JSA00007.HDF,2-DR,5-BC,VANCOUVER
38JSA00009.HDF,2-DR,5-BC,VANCOUVER
38JSA00012.HDF,1-SD,5-BC,VANCOUVER
38JSA00020.HDF,1-SD,5-BC,VANCOUVER
38PHA00008.HDF,2-DR,5-BC,VANCOUVER
38PHA00012.HDF,1-SD,5-BC,VANCOUVER
38PHA00031.HDF,1-SD,5-BC,VANCOUVER
38PHA00035.HDF,1-SD,5-BC,VANCOUVER
38PHA00040.HDF,1-SD,5-BC,VANCOUVER
38PHA00047.HDF,2-DR,5-BC,VANCOUVER
38PHA00052.HDF,1-SD,5-BC,VANCOUVER
38PHA00054.HDF,1-SD,5-BC,VANCOUVER
38PHA00061.HDF,1-SD,5-BC,VANCOUVER
38PHA00070.HDF,2-DR,5-BC,VANCOUVER
38PHA00077.HDF,1-SD,5-BC,VANCOUVER
38PHA00083.HDF,1-SD,5-BC,VANCOUVER
38PHA00085.HDF,1-SD,5-BC,VANCOUVER
38PHA00088.HDF,1-SD,5-BC,VANCOUVER
38PHA00099.HDF,2-DR,5-BC,VANCOUVER
38SGA00024.HDF,1-SD,5-BC,VANCOUVER
38WHA00013.HDF,1-SD,5-BC,VANCOUVER
38WHA00014.HDF,2-DR,5-BC,ABBOTSFORD
38WHA00016.HDF,1-SD,5-BC,VANCOUVER
38WHA00017.HDF,1-SD,5-BC,ABBOTSFORD
38WHA00020.HDF,1-SD,5-BC,VANCOUVER
38WHA00023.HDF,1-SD,5-BC,ABBOTSFORD
38WHA00027.HDF,1-SD,5-BC,VANCOUVER
38WHA00034.HDF,1-SD,5-BC,VANCOUVER
38WHA00036.HDF,1-SD,5-BC,VANCOUVER
38WHA00037.HDF,2-DR,5-BC,VANCOUVER
38WHA00041.HDF,2-DR,5-BC,VANCOUVER
38WHA00042.HDF,2-DR,5-BC,VANCOUVER
38WHA00048.HDF,1-SD,5-BC,VANCOUVER
38WHA00049.HDF,2-DR,5-BC,VANCOUVER
38WHA00050.HDF,1-SD,5-BC,VANCOUVER
38WSA00003.HDF,2-DR,5-BC,VICTORIA
38WSA00026.HDF,1-SD,5-BC,VANCOUVER
38WSA00028.HDF,1-SD,5-BC,VANCOUVER
38WSA00036.HDF,2-DR,5-BC,VICTORIA
38WSA00039.HDF,1-SD,5-BC,VICTORIA
38WSA00052.HDF,1-SD,5-BC,VICTORIA
38WSA00056.HDF,1-SD,5-BC,VANCOUVER
38WSA00061.HDF,1-SD,5-BC,VICTORIA
38WSA00062.HDF,1-SD,5-BC,VICTORIA
38WSA00073.HDF,1-SD,5-BC,VANCOUVER
38WSA00080.HDF,1-SD,5-BC,VICTORIA
38WSA00087.HDF,1-SD,5-BC,VICTORIA
38WSA00089.HDF,1-SD,5-BC,VANCOUVER
38WSA00095.HDF,1-SD,5-BC,VICTORIA
38WSA00096.HDF,1-SD,5-BC,VANCOUVER
38WSA00098.HDF,1-SD,5-BC,VANCOUVER
38WSA00106.HDF,1-SD,5-BC,VICTORIA
38WSA00107.HDF,1-SD,5-BC,VICTORIA
38WSA00130.HDF,1-SD,5-BC,VANCOUVER
38WSA00140.HDF,2-DR,5-BC,VICTORIA
38WSA00141.HDF,2-DR,5-BC,VICTORIA
38WSA00142.HDF,1-SD,5-BC,VICTORIA
38WSA00143.HDF,1-SD,5-BC,VICTORIA
38WSA00144.HDF,1-SD,5-BC,VICTORIA
38WSA00147.HDF,1-SD,5-BC,VICTORIA
38WSA00150.HDF,1-SD,5-BC,VICTORIA
38WSA00153.HDF,1-SD,5-BC,VICTORIA
38WSA00159.HDF,2-DR,5-BC,VICTORIA
38WSA00170.HDF,1-SD,5-BC,VICTORIA
38WSA00171.HDF,1-SD,5-BC,VICTORIA
38WSA00172.HDF,1-SD,5-BC,VICTORIA
38WSA00178.HDF,1-SD,5-BC,VICTORIA
38WSA00182.HDF,1-SD,5-BC,VICTORIA
38WSA00184.HDF,1-SD,5-BC,VICTORIA
38WSA00185.HDF,2-DR,5-BC,VICTORIA
38WSA00188.HDF,2-DR,5-BC,VICTORIA
38WSA00194.HDF,1-SD,5-BC,VICTORIA
38WSA00202.HDF,1-SD,5-BC,VANCOUVER
38WSA00209.HDF,1-SD,5-BC,VICTORIA
38WSA00210.HDF,1-SD,5-BC,VICTORIA
38WSA00221.HDF,1-SD,5-BC,VICTORIA
38WSA00223.HDF,1-SD,5-BC,VICTORIA
38WSA00225.HDF,1-SD,5-BC,VICTORIA
38WSA00235.HDF,1-SD,5-BC,VICTORIA
38WSA00237.HDF,1-SD,5-BC,VANCOUVER
38WSA00240.HDF,1-SD,5-BC,VICTORIA
38WSA00242.HDF,1-SD,5-BC,VICTORIA
38WSA00243.HDF,1-SD,5-BC,VICTORIA
38WSA00246.HDF,1-SD,5-BC,VICTORIA
38WSA00247.HDF,2-DR,5-BC,VICTORIA
38WSA00248.HDF,1-SD,5-BC,VANCOUVER
38WSA00250.HDF,2-DR,5-BC,VICTORIA
38WSA00255.HDF,2-DR,5-BC,VICTORIA
38WSA00256.HDF,1-SD,5-BC,VICTORIA
38WSA00258.HDF,2-DR,5-BC,VICTORIA
38WSA00259.HDF,1-SD,5-BC,VICTORIA
38WSA00260.HDF,1-SD,5-BC,VICTORIA
38WSA00266.HDF,1-SD,5-BC,VICTORIA
38WSA00274.HDF,1-SD,5-BC,VICTORIA
38WSA00279.HDF,1-SD,5-BC,VICTORIA
38WSA00280.HDF,1-SD,5-BC,VICTORIA
38WSA00285.HDF,1-SD,5-BC,VICTORIA
38WSA00308.HDF,1-SD,5-BC,VICTORIA
