House,hse_type,region,DHW filename,DHW multiplier,Dryer filename,Dryer multiplier,Stove-Other filename,Stove-Other multiplier
1149A00117,2-DR,3-OT,DHW_200_Lpd,0.98,Dryer-low,0.55,Stove-med,1.02
1150A00123,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.59,Stove-med,0.86
1150A00214,2-DR,3-OT,DHW_300_Lpd,0.85,Dryer-low,1.13,Stove-med,1.16
1150A00226,2-DR,3-OT,DHW_100_Lpd,1.23,Dryer-low,0.24,Stove-med,0.99
1150A00228,2-DR,3-OT,DHW_200_Lpd,0.81,Dryer-low,0.59,Stove-low,1.14
1151A00054,2-DR,3-OT,DHW_100_Lpd,1.44,Dryer-low,1.26,Stove-high,0.85
1151A00770,2-DR,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.41,Stove-low,1.39
1152A00054,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.33,Stove-med,0.96
1152A00071,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.43,Stove-med,0.94
1152A00076,2-DR,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.15,Stove-low,1.28
1152A00087,2-DR,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.05,Stove-low,1.15
1152A00116,2-DR,3-OT,DHW_100_Lpd,1.48,Dryer-low,1.12,Stove-high,0.83
1152A00207,2-DR,3-OT,DHW_200_Lpd,0.76,Dryer-low,0.20,Stove-low,1.06
1153A00246,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.34,Stove-low,1.28
1153A00483,2-DR,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.55,Stove-med,0.83
1153A00520,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.63,Stove-med,0.85
1153A00555,2-DR,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.00,Stove-high,1.12
1153A00621,2-DR,3-OT,DHW_200_Lpd,0.97,Dryer-low,1.19,Stove-med,0.88
1153A00681,2-DR,3-OT,DHW_200_Lpd,1.16,Dryer-low,0.22,Stove-med,0.86
1154A00009,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.81,Stove-med,0.84
1154A00044,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,1.15,Stove-med,1.24
1154A00059,2-DR,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.66,Stove-med,0.82
1154A00273,2-DR,3-OT,DHW_200_Lpd,1.16,Dryer-low,0.23,Stove-low,0.64
1154A00484,2-DR,3-OT,DHW_100_Lpd,1.29,Dryer-low,0.00,Stove-low,1.25
1155A00215,2-DR,3-OT,DHW_100_Lpd,1.27,Dryer-low,0.21,Stove-med,0.82
1155A00295,2-DR,3-OT,DHW_200_Lpd,1.10,Dryer-low,0.28,Stove-med,1.01
1155A00307,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.73,Stove-low,1.26
1155A00333,2-DR,3-OT,DHW_200_Lpd,0.76,Dryer-low,0.00,Stove-med,0.84
1156A00182,2-DR,3-OT,DHW_200_Lpd,1.14,Dryer-low,0.24,Stove-low,1.28
1156A00197,2-DR,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.32,Stove-med,0.84
1156A00201,2-DR,3-OT,DHW_200_Lpd,0.94,Dryer-low,0.00,Stove-med,0.83
1157A00001,2-DR,3-OT,DHW_100_Lpd,1.32,Dryer-low,0.19,Stove-low,1.18
1157A00004,2-DR,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.82,Stove-med,1.05
1157A00072,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.19,Stove-low,1.27
1157A00137,2-DR,3-OT,DHW_100_Lpd,1.48,Dryer-low,0.45,Stove-med,0.82
1157A00138,2-DR,3-OT,DHW_200_Lpd,0.95,Dryer-low,0.27,Stove-med,0.82
1157A00139,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.00,Stove-low,1.30
1157A00192,2-DR,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.51,Stove-med,0.90
1157A00210,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.05,Stove-low,1.35
1157A00275,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.27,Stove-med,1.03
1157A00299,2-DR,3-OT,DHW_200_Lpd,1.20,Dryer-low,0.48,Stove-med,0.88
1157A00341,2-DR,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.68,Stove-low,1.03
1157A00352,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.28,Stove-low,1.27
1157A00381,2-DR,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.70,Stove-med,1.00
1157A00383,2-DR,3-OT,DHW_200_Lpd,1.02,Dryer-low,0.19,Stove-med,0.84
1157A00387,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.11,Stove-low,1.28
1157A00390,2-DR,3-OT,DHW_200_Lpd,1.01,Dryer-low,0.60,Stove-med,0.89
1158A00179,2-DR,3-OT,DHW_100_Lpd,1.46,Dryer-low,0.39,Stove-med,0.88
1158A00310,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.26,Stove-low,0.73
1158A00409,2-DR,3-OT,DHW_100_Lpd,1.47,Dryer-low,0.70,Stove-med,0.81
1158A00450,2-DR,3-OT,DHW_200_Lpd,0.88,Dryer-low,1.21,Stove-med,1.06
1158A00465,2-DR,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.18,Stove-med,0.92
1159A00088,2-DR,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.30,Stove-med,1.10
1159A00089,2-DR,3-OT,DHW_100_Lpd,1.42,Dryer-med,0.93,Stove-med,0.85
1159A00172,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.00,Stove-med,1.01
1159A00173,2-DR,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.19,Stove-med,1.17
1159A00312,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.00,Stove-med,1.00
1160A00148,2-DR,3-OT,DHW_200_Lpd,1.06,Dryer-low,0.62,Stove-med,0.98
1160A00161,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.09,Stove-low,1.21
1160A00223,2-DR,3-OT,DHW_200_Lpd,0.76,Dryer-med,0.75,Stove-med,1.00
1160A00368,2-DR,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.04,Stove-low,1.07
1160A00377,2-DR,3-OT,DHW_100_Lpd,1.37,Dryer-low,0.13,Stove-med,0.86
1160A00391,2-DR,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.00,Stove-low,1.24
1160A00399,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-med,0.89,Stove-med,1.20
1160A00407,2-DR,3-OT,DHW_200_Lpd,1.10,Dryer-med,0.84,Stove-med,1.24
1160A00408,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.70,Stove-med,0.84
1160A00409,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.00,Stove-low,1.26
1160A00411,2-DR,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.76,Stove-med,0.95
1160A00412,2-DR,3-OT,DHW_200_Lpd,1.04,Dryer-low,0.04,Stove-low,1.24
1160A00414,2-DR,3-OT,DHW_100_Lpd,1.45,Dryer-low,0.53,Stove-med,1.01
1160A00420,2-DR,3-OT,DHW_100_Lpd,1.39,Dryer-low,0.33,Stove-med,1.02
1160A00491,2-DR,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.09,Stove-low,1.31
1160A00496,2-DR,3-OT,DHW_100_Lpd,1.47,Dryer-low,0.05,Stove-low,1.27
1160A00526,2-DR,3-OT,DHW_200_Lpd,0.93,Dryer-low,0.34,Stove-low,1.27
1160A00540,2-DR,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.76,Stove-med,0.83
1160A00552,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.00,Stove-low,1.25
1160A00559,2-DR,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.14,Stove-med,0.88
1160A00568,2-DR,3-OT,DHW_200_Lpd,0.98,Dryer-low,1.18,Stove-med,1.10
1160A00609,2-DR,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.44,Stove-med,1.10
1160A00628,2-DR,3-OT,DHW_200_Lpd,0.77,Dryer-low,1.12,Stove-med,1.15
1161A00095,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.58,Stove-med,0.83
1161A00147,2-DR,3-OT,DHW_200_Lpd,0.96,Dryer-med,0.92,Stove-med,1.20
1161A00206,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,1.46,Stove-med,1.11
1161A00227,2-DR,3-OT,DHW_100_Lpd,1.49,Dryer-low,0.00,Stove-med,1.02
1161A00317,2-DR,3-OT,DHW_200_Lpd,1.22,Dryer-low,0.42,Stove-med,1.22
1161A00378,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.52,Stove-low,1.25
1161A00398,2-DR,3-OT,DHW_200_Lpd,0.78,Dryer-low,1.27,Stove-high,0.98
1161A00416,2-DR,3-OT,DHW_200_Lpd,0.81,Dryer-low,0.00,Stove-med,0.93
1161A00430,2-DR,3-OT,DHW_200_Lpd,0.94,Dryer-low,0.39,Stove-med,1.17
1161A00442,2-DR,3-OT,DHW_200_Lpd,1.07,Dryer-low,0.00,Stove-low,1.26
1161A00461,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.26,Stove-high,0.86
1161A00469,2-DR,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.86,Stove-low,1.26
1161A00470,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.64,Stove-med,1.28
1161A00501,2-DR,3-OT,DHW_200_Lpd,1.12,Dryer-low,0.79,Stove-low,1.29
1161A00505,2-DR,3-OT,DHW_200_Lpd,0.95,Dryer-low,0.00,Stove-med,1.20
1161A00524,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.15,Stove-low,1.13
1161A00526,2-DR,3-OT,DHW_200_Lpd,0.77,Dryer-low,0.19,Stove-med,0.87
1161A00577,2-DR,3-OT,DHW_100_Lpd,1.43,Dryer-low,0.00,Stove-low,1.26
1161A00598,2-DR,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.20,Stove-med,0.97
1161A00625,2-DR,3-OT,DHW_100_Lpd,1.44,Dryer-low,0.41,Stove-med,0.94
1163A00215,2-DR,3-OT,DHW_200_Lpd,0.77,Dryer-low,1.12,Stove-med,0.86
1163A00340,2-DR,3-OT,DHW_100_Lpd,1.34,Dryer-low,0.17,Stove-med,0.84
1164A00110,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,1.26,Stove-low,1.30
1164A00178,2-DR,3-OT,DHW_200_Lpd,1.04,Dryer-low,0.35,Stove-med,0.82
1164A00211,2-DR,3-OT,DHW_300_Lpd,1.01,Dryer-low,0.00,Stove-med,0.99
1164A00249,2-DR,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.14,Stove-med,0.91
1164A00266,2-DR,3-OT,DHW_200_Lpd,1.18,Dryer-low,1.10,Stove-med,1.29
1164A00305,2-DR,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.40,Stove-low,1.22
1165A00003,2-DR,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.20,Stove-med,0.91
1165A00185,2-DR,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.00,Stove-low,1.21
1166A00295,2-DR,3-OT,DHW_200_Lpd,1.03,Dryer-low,0.19,Stove-med,0.82
1166A00298,2-DR,3-OT,DHW_200_Lpd,1.08,Dryer-low,0.05,Stove-med,0.89
1167A00230,2-DR,3-OT,DHW_100_Lpd,1.48,Dryer-low,0.00,Stove-med,1.22
1167A00242,2-DR,3-OT,DHW_200_Lpd,1.02,Dryer-med,0.82,Stove-med,0.93
1167A00289,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.43,Stove-med,0.83
1168A00081,2-DR,3-OT,DHW_200_Lpd,1.06,Dryer-low,0.09,Stove-low,1.28
1169A00085,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.20,Stove-med,0.91
1169A00277,2-DR,3-OT,DHW_200_Lpd,1.04,Dryer-med,0.73,Stove-high,0.86
1170A00042,2-DR,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.59,Stove-med,1.10
1170A00139,2-DR,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.00,Stove-med,1.05
1170A00183,2-DR,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.00,Stove-low,1.24
1170A00237,2-DR,3-OT,DHW_100_Lpd,1.48,Dryer-low,0.06,Stove-low,1.26
1170A00270,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.00,Stove-med,0.86
1171A00029,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.04,Stove-low,1.36
1171A00156,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.00,Stove-low,1.31
1171A00157,2-DR,3-OT,DHW_200_Lpd,0.97,Dryer-low,0.47,Stove-med,1.21
1171A00169,2-DR,3-OT,DHW_100_Lpd,1.47,Dryer-low,0.33,Stove-med,0.96
1171A00172,2-DR,3-OT,DHW_200_Lpd,0.81,Dryer-low,0.94,Stove-low,1.08
1171A00183,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.28,Stove-med,0.81
1171A00211,2-DR,3-OT,DHW_200_Lpd,0.98,Dryer-low,0.56,Stove-high,0.95
1171A00222,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,1.02,Stove-med,0.94
1171A00223,2-DR,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.97,Stove-med,1.35
1171A00232,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.03,Stove-med,0.91
1171A00237,2-DR,3-OT,DHW_200_Lpd,0.97,Dryer-low,1.60,Stove-med,1.14
1171A00238,2-DR,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.11,Stove-low,1.22
1171A00242,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.00,Stove-low,1.25
1171A00303,2-DR,3-OT,DHW_100_Lpd,1.28,Dryer-low,0.10,Stove-low,1.25
1171A00317,2-DR,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.26,Stove-med,0.97
1171A00341,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.68,Stove-med,1.06
1171A00356,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.53,Stove-low,1.37
1171A00364,2-DR,3-OT,DHW_200_Lpd,0.77,Dryer-low,0.62,Stove-low,1.27
1171A00367,2-DR,3-OT,DHW_200_Lpd,1.01,Dryer-low,0.32,Stove-med,0.86
1171A00381,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.53,Stove-low,1.17
1171A00392,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.19,Stove-low,1.27
1171A00410,2-DR,3-OT,DHW_200_Lpd,0.95,Dryer-low,0.93,Stove-med,1.36
1171A00451,2-DR,3-OT,DHW_200_Lpd,0.94,Dryer-low,0.32,Stove-med,0.92
1171A00462,2-DR,3-OT,DHW_300_Lpd,0.83,Dryer-low,0.48,Stove-med,0.95
1171A00536,2-DR,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.07,Stove-low,1.21
1171A00554,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.37,Stove-med,0.84
1171A00619,2-DR,3-OT,DHW_100_Lpd,1.50,Dryer-low,0.87,Stove-low,1.26
1171A00622,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.00,Stove-med,0.93
1171A00646,2-DR,3-OT,DHW_200_Lpd,0.96,Dryer-low,1.25,Stove-med,1.11
1171A00650,2-DR,3-OT,DHW_100_Lpd,1.42,Dryer-low,0.14,Stove-low,1.30
1172A00071,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.00,Stove-med,0.88
1172A00091,2-DR,3-OT,DHW_200_Lpd,1.05,Dryer-low,1.34,Stove-high,0.86
1173A00120,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.24,Stove-med,0.84
1173A00188,2-DR,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.18,Stove-low,1.26
1173A00201,2-DR,3-OT,DHW_200_Lpd,0.81,Dryer-low,0.47,Stove-med,1.04
1173A00202,2-DR,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.25,Stove-low,1.31
1173A00203,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.12,Stove-low,1.28
1173A00246,2-DR,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.58,Stove-med,0.89
1173A00248,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.16,Stove-med,0.84
1173A00249,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,1.05,Stove-med,1.02
1174A00238,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.85,Stove-high,1.01
1174A00308,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.00,Stove-med,1.06
1174A00506,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.00,Stove-low,1.29
1174A00507,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.15,Stove-low,1.26
1174A00508,2-DR,3-OT,DHW_200_Lpd,0.98,Dryer-low,0.41,Stove-med,0.81
1175A00087,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.98,Stove-med,0.85
1175A00409,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.59,Stove-med,0.94
1175A00457,2-DR,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.53,Stove-med,0.94
1175A00482,2-DR,3-OT,DHW_200_Lpd,1.06,Dryer-low,1.12,Stove-med,1.00
1175A00519,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.59,Stove-med,0.87
1175A00520,2-DR,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.00,Stove-med,0.94
1175A00528,2-DR,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.12,Stove-med,0.85
1175A00566,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,1.04,Stove-med,0.89
1178A00018,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.56,Stove-low,1.28
1178A00111,2-DR,3-OT,DHW_200_Lpd,0.93,Dryer-low,1.32,Stove-med,1.01
1178A00114,2-DR,3-OT,DHW_200_Lpd,0.94,Dryer-low,0.38,Stove-med,0.90
1178A00211,2-DR,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.28,Stove-low,1.02
1178A00213,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.40,Stove-med,1.02
1178A00238,2-DR,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.53,Stove-low,0.88
1178A00300,2-DR,3-OT,DHW_200_Lpd,1.15,Dryer-low,0.91,Stove-med,1.01
1178A00308,2-DR,3-OT,DHW_100_Lpd,1.37,Dryer-low,0.63,Stove-med,0.93
1178A00350,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.86,Stove-med,0.88
1178A00409,2-DR,3-OT,DHW_100_Lpd,1.43,Dryer-low,0.23,Stove-low,1.22
1178A00411,2-DR,3-OT,DHW_100_Lpd,1.49,Dryer-low,0.00,Stove-low,1.08
1178A00440,2-DR,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.24,Stove-med,0.81
1178A00485,2-DR,3-OT,DHW_200_Lpd,0.94,Dryer-low,0.87,Stove-med,0.95
1178A00507,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.08,Stove-low,1.24
1178A00529,2-DR,3-OT,DHW_200_Lpd,1.04,Dryer-low,0.87,Stove-med,0.92
1179A00006,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.07,Stove-med,1.09
1179A00030,2-DR,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.53,Stove-low,1.18
1179A00061,2-DR,3-OT,DHW_100_Lpd,1.14,Dryer-low,0.30,Stove-low,1.29
1179A00204,2-DR,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.18,Stove-low,1.31
1179A00346,2-DR,3-OT,DHW_100_Lpd,1.50,Dryer-low,0.28,Stove-med,0.99
1179A00375,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.65,Stove-low,0.94
1179A00397,2-DR,3-OT,DHW_200_Lpd,1.20,Dryer-low,0.24,Stove-med,0.81
1179A00413,2-DR,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.68,Stove-med,0.99
1179A00500,2-DR,3-OT,DHW_200_Lpd,1.15,Dryer-low,0.00,Stove-med,0.82
1179A00517,2-DR,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.19,Stove-med,0.97
1179A00545,2-DR,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.20,Stove-med,0.99
1179A00549,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.00,Stove-med,0.99
1179A00599,2-DR,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.09,Stove-med,0.83
1179A00600,2-DR,3-OT,DHW_200_Lpd,0.81,Dryer-low,0.15,Stove-low,1.28
1179A00601,2-DR,3-OT,DHW_100_Lpd,1.41,Dryer-low,0.40,Stove-low,1.44
1179A00637,2-DR,3-OT,DHW_200_Lpd,1.13,Dryer-low,0.10,Stove-low,1.01
1179A00641,2-DR,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.08,Stove-med,1.12
1179A00646,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.36,Stove-med,1.08
1179A00670,2-DR,3-OT,DHW_200_Lpd,1.12,Dryer-low,0.12,Stove-med,0.93
1179A00672,2-DR,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.55,Stove-med,0.92
1180A00084,2-DR,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.48,Stove-low,1.31
1180A00171,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.56,Stove-med,0.87
1182A00068,2-DR,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.03,Stove-med,1.05
1182A00104,2-DR,3-OT,DHW_100_Lpd,1.40,Dryer-low,0.11,Stove-med,0.83
1187A00005,2-DR,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.62,Stove-med,1.00
1187A00037,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.58,Stove-med,0.95
1187A00051,2-DR,3-OT,DHW_300_Lpd,0.87,Dryer-low,0.06,Stove-low,1.24
1187A00066,2-DR,3-OT,DHW_200_Lpd,1.14,Dryer-low,0.07,Stove-med,0.99
1187A00081,2-DR,3-OT,DHW_200_Lpd,1.01,Dryer-low,0.40,Stove-med,1.27
1187A00096,2-DR,3-OT,DHW_200_Lpd,0.81,Dryer-low,0.72,Stove-med,0.82
1187A00126,2-DR,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.00,Stove-med,0.97
1187A00152,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.36,Stove-high,1.04
1187A00222,2-DR,3-OT,DHW_200_Lpd,1.17,Dryer-low,0.34,Stove-low,1.19
1189A00035,2-DR,3-OT,DHW_100_Lpd,1.37,Dryer-low,0.39,Stove-med,0.82
1189A00042,2-DR,3-OT,DHW_200_Lpd,0.93,Dryer-low,0.15,Stove-low,1.25
1189A00054,2-DR,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.12,Stove-low,1.25
1189A00065,2-DR,3-OT,DHW_200_Lpd,0.77,Dryer-low,0.00,Stove-med,0.84
1189A00067,2-DR,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.38,Stove-med,0.99
1189A00117,2-DR,3-OT,DHW_100_Lpd,1.35,Dryer-low,0.00,Stove-low,1.27
1190A00010,2-DR,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.40,Stove-med,1.04
1190A00018,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.11,Stove-low,1.25
1190A00037,2-DR,3-OT,DHW_200_Lpd,1.03,Dryer-low,0.10,Stove-med,0.81
1190A00066,2-DR,3-OT,DHW_200_Lpd,1.18,Dryer-low,1.08,Stove-med,0.86
1190A00112,2-DR,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.46,Stove-med,0.81
1190A00161,2-DR,3-OT,DHW_200_Lpd,1.01,Dryer-low,0.10,Stove-low,1.26
1190A00204,2-DR,3-OT,DHW_200_Lpd,0.77,Dryer-low,1.49,Stove-med,0.96
1190A00264,2-DR,3-OT,DHW_200_Lpd,0.75,Dryer-low,0.66,Stove-med,1.27
1190A00280,2-DR,3-OT,DHW_100_Lpd,1.50,Dryer-low,0.68,Stove-med,0.84
1190A00309,2-DR,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.67,Stove-med,0.97
1190A00334,2-DR,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.16,Stove-low,1.39
1191A00006,2-DR,3-OT,DHW_200_Lpd,1.02,Dryer-low,0.36,Stove-med,0.98
1191A00016,2-DR,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.10,Stove-low,1.27
1191A00029,2-DR,3-OT,DHW_100_Lpd,1.23,Dryer-low,0.39,Stove-med,1.04
1191A00034,2-DR,3-OT,DHW_200_Lpd,0.98,Dryer-low,0.75,Stove-med,0.85
1191A00088,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.20,Stove-low,1.25
1191A00095,2-DR,3-OT,DHW_200_Lpd,0.75,Dryer-low,0.00,Stove-med,0.86
1191A00127,2-DR,3-OT,DHW_100_Lpd,1.45,Dryer-low,1.47,Stove-high,0.95
1191A00173,2-DR,3-OT,DHW_100_Lpd,1.30,Dryer-low,0.05,Stove-low,1.20
1191A00244,2-DR,3-OT,DHW_200_Lpd,0.97,Dryer-low,0.80,Stove-med,1.05
1191A00289,2-DR,3-OT,DHW_200_Lpd,0.75,Dryer-low,0.00,Stove-med,0.94
1191A00292,2-DR,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.00,Stove-low,1.23
1191A00298,2-DR,3-OT,DHW_100_Lpd,1.40,Dryer-low,0.11,Stove-low,1.25
1191A00314,2-DR,3-OT,DHW_200_Lpd,0.94,Dryer-low,0.39,Stove-med,0.96
1191A00316,2-DR,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.06,Stove-low,1.26
1191A00355,2-DR,3-OT,DHW_200_Lpd,0.93,Dryer-low,0.27,Stove-high,0.88
1191A00386,2-DR,3-OT,DHW_100_Lpd,1.36,Dryer-low,1.60,Stove-med,1.27
1191A00412,2-DR,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.29,Stove-low,1.18
1191A00441,2-DR,3-OT,DHW_100_Lpd,1.27,Dryer-low,0.03,Stove-low,1.23
1191A00489,2-DR,3-OT,DHW_200_Lpd,0.77,Dryer-low,0.00,Stove-med,1.10
1191A00541,2-DR,3-OT,DHW_100_Lpd,1.37,Dryer-low,0.73,Stove-low,0.87
1191A00621,2-DR,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.00,Stove-med,0.86
1191A00644,2-DR,3-OT,DHW_200_Lpd,1.10,Dryer-low,0.41,Stove-med,0.83
1191A00646,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.84,Stove-med,0.84
1191A00649,2-DR,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.19,Stove-med,0.81
1191A00660,2-DR,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.49,Stove-med,0.81
1191A00709,2-DR,3-OT,DHW_100_Lpd,1.43,Dryer-low,0.08,Stove-med,0.82
1191A00736,2-DR,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.00,Stove-med,0.87
