ACH
main_wall_height_1
main_wall_height_2
main_wall_height_3
main_wall_RSI
num_of_occupants
pony_wall_presence
postal_code
region
region_num
roof_slope
sequence_num
slab_on_grade_code
slab_on_grade_coverage
slab_on_grade_edge_insul
slab_on_grade_floor_area
slab_on_grade_perimeter
slab_on_grade_RSI
slab_on_grade_skirt
slab_on_grade_wall_height
sloped_ceiling_area
sloped_ceiling_code
sloped_ceiling_RSI
sloped_ceiling_type
stove_dryer_fuel
stove_fuel_use
vent_equip_type
vent_exhaust_flowrate
vent_supply_flowrate
vintage
wndw_area_back
wndw_area_front
wndw_area_left
wndw_area_right
wndw_count_back
wndw_count_front
wndw_count_left
wndw_count_right
wndw_favourite_code
wndw_z_back_code_01
wndw_z_back_code_02
wndw_z_back_code_03
wndw_z_back_code_04
wndw_z_back_code_05
wndw_z_back_code_06
wndw_z_back_code_07
wndw_z_back_code_08
wndw_z_back_code_09
wndw_z_back_code_10
wndw_z_back_direction
wndw_z_back_distance_to_above_overhang_m_01
wndw_z_back_distance_to_above_overhang_m_02
wndw_z_back_distance_to_above_overhang_m_03
wndw_z_back_distance_to_above_overhang_m_04
wndw_z_back_distance_to_above_overhang_m_05
wndw_z_back_distance_to_above_overhang_m_06
wndw_z_back_distance_to_above_overhang_m_07
wndw_z_back_distance_to_above_overhang_m_08
wndw_z_back_distance_to_above_overhang_m_09
wndw_z_back_distance_to_above_overhang_m_10
wndw_z_back_duplicates_01
wndw_z_back_duplicates_02
wndw_z_back_duplicates_03
wndw_z_back_duplicates_04
wndw_z_back_duplicates_05
wndw_z_back_duplicates_06
wndw_z_back_duplicates_07
wndw_z_back_duplicates_08
wndw_z_back_duplicates_09
wndw_z_back_duplicates_10
wndw_z_back_height_mm_01
wndw_z_back_height_mm_02
wndw_z_back_height_mm_03
wndw_z_back_height_mm_04
wndw_z_back_height_mm_05
wndw_z_back_height_mm_06
wndw_z_back_height_mm_07
wndw_z_back_height_mm_08
wndw_z_back_height_mm_09
wndw_z_back_height_mm_10
wndw_z_back_location_01
wndw_z_back_location_02
wndw_z_back_location_03
wndw_z_back_location_04
wndw_z_back_location_05
wndw_z_back_location_06
wndw_z_back_location_07
wndw_z_back_location_08
wndw_z_back_location_09
wndw_z_back_location_10
wndw_z_back_overhang_width_mm_01
wndw_z_back_overhang_width_mm_02
wndw_z_back_overhang_width_mm_03
wndw_z_back_overhang_width_mm_04
wndw_z_back_overhang_width_mm_05
wndw_z_back_overhang_width_mm_06
wndw_z_back_overhang_width_mm_07
wndw_z_back_overhang_width_mm_08
wndw_z_back_overhang_width_mm_09
wndw_z_back_overhang_width_mm_10
wndw_z_back_width_mm_01
wndw_z_back_width_mm_02
wndw_z_back_width_mm_03
wndw_z_back_width_mm_04
wndw_z_back_width_mm_05
wndw_z_back_width_mm_06
wndw_z_back_width_mm_07
wndw_z_back_width_mm_08
wndw_z_back_width_mm_09
wndw_z_back_width_mm_10
wndw_z_front_code_01
wndw_z_front_code_02
wndw_z_front_code_03
wndw_z_front_code_04
wndw_z_front_code_05
wndw_z_front_code_06
wndw_z_front_code_07
wndw_z_front_code_08
wndw_z_front_code_09
wndw_z_front_code_10
wndw_z_front_direction
wndw_z_front_distance_to_above_overhang_m_01
wndw_z_front_distance_to_above_overhang_m_02
wndw_z_front_distance_to_above_overhang_m_03
wndw_z_front_distance_to_above_overhang_m_04
wndw_z_front_distance_to_above_overhang_m_05
wndw_z_front_distance_to_above_overhang_m_06
wndw_z_front_distance_to_above_overhang_m_07
wndw_z_front_distance_to_above_overhang_m_08
wndw_z_front_distance_to_above_overhang_m_09
wndw_z_front_distance_to_above_overhang_m_10
wndw_z_front_duplicates_01
wndw_z_front_duplicates_02
wndw_z_front_duplicates_03
wndw_z_front_duplicates_04
wndw_z_front_duplicates_05
wndw_z_front_duplicates_06
wndw_z_front_duplicates_07
wndw_z_front_duplicates_08
wndw_z_front_duplicates_09
wndw_z_front_duplicates_10
wndw_z_front_height_mm_01
wndw_z_front_height_mm_02
wndw_z_front_height_mm_03
wndw_z_front_height_mm_04
wndw_z_front_height_mm_05
wndw_z_front_height_mm_06
wndw_z_front_height_mm_07
wndw_z_front_height_mm_08
wndw_z_front_height_mm_09
wndw_z_front_height_mm_10
wndw_z_front_location_01
wndw_z_front_location_02
wndw_z_front_location_03
wndw_z_front_location_04
wndw_z_front_location_05
wndw_z_front_location_06
wndw_z_front_location_07
wndw_z_front_location_08
wndw_z_front_location_09
wndw_z_front_location_10
wndw_z_front_overhang_width_mm_01
wndw_z_front_overhang_width_mm_02
wndw_z_front_overhang_width_mm_03
wndw_z_front_overhang_width_mm_04
wndw_z_front_overhang_width_mm_05
wndw_z_front_overhang_width_mm_06
wndw_z_front_overhang_width_mm_07
wndw_z_front_overhang_width_mm_08
wndw_z_front_overhang_width_mm_09
wndw_z_front_overhang_width_mm_10
wndw_z_front_width_mm_01
wndw_z_front_width_mm_02
wndw_z_front_width_mm_03
wndw_z_front_width_mm_04
wndw_z_front_width_mm_05
wndw_z_front_width_mm_06
wndw_z_front_width_mm_07
wndw_z_front_width_mm_08
wndw_z_front_width_mm_09
wndw_z_front_width_mm_10
wndw_z_left_code_01
wndw_z_left_code_02
wndw_z_left_code_03
wndw_z_left_code_04
wndw_z_left_code_05
wndw_z_left_code_06
wndw_z_left_code_07
wndw_z_left_code_08
wndw_z_left_code_09
wndw_z_left_code_10
wndw_z_left_direction
wndw_z_left_distance_to_above_overhang_m_01
wndw_z_left_distance_to_above_overhang_m_02
wndw_z_left_distance_to_above_overhang_m_03
wndw_z_left_distance_to_above_overhang_m_04
wndw_z_left_distance_to_above_overhang_m_05
wndw_z_left_distance_to_above_overhang_m_06
wndw_z_left_distance_to_above_overhang_m_07
wndw_z_left_distance_to_above_overhang_m_08
wndw_z_left_distance_to_above_overhang_m_09
wndw_z_left_distance_to_above_overhang_m_10
wndw_z_left_duplicates_01
wndw_z_left_duplicates_02
wndw_z_left_duplicates_03
wndw_z_left_duplicates_04
wndw_z_left_duplicates_05
wndw_z_left_duplicates_06
wndw_z_left_duplicates_07
wndw_z_left_duplicates_08
wndw_z_left_duplicates_09
wndw_z_left_duplicates_10
wndw_z_left_height_mm_01
wndw_z_left_height_mm_02
wndw_z_left_height_mm_03
wndw_z_left_height_mm_04
wndw_z_left_height_mm_05
wndw_z_left_height_mm_06
wndw_z_left_height_mm_07
wndw_z_left_height_mm_08
wndw_z_left_height_mm_09
wndw_z_left_height_mm_10
wndw_z_left_location_01
wndw_z_left_location_02
wndw_z_left_location_03
wndw_z_left_location_04
wndw_z_left_location_05
wndw_z_left_location_06
wndw_z_left_location_07
wndw_z_left_location_08
wndw_z_left_location_09
wndw_z_left_location_10
wndw_z_left_overhang_width_mm_01
wndw_z_left_overhang_width_mm_02
wndw_z_left_overhang_width_mm_03
wndw_z_left_overhang_width_mm_04
wndw_z_left_overhang_width_mm_05
wndw_z_left_overhang_width_mm_06
wndw_z_left_overhang_width_mm_07
wndw_z_left_overhang_width_mm_08
wndw_z_left_overhang_width_mm_09
wndw_z_left_overhang_width_mm_10
wndw_z_left_width_mm_01
wndw_z_left_width_mm_02
wndw_z_left_width_mm_03
wndw_z_left_width_mm_04
wndw_z_left_width_mm_05
wndw_z_left_width_mm_06
wndw_z_left_width_mm_07
wndw_z_left_width_mm_08
wndw_z_left_width_mm_09
wndw_z_left_width_mm_10
wndw_z_right_code_01
wndw_z_right_code_02
wndw_z_right_code_03
wndw_z_right_code_04
wndw_z_right_code_05
wndw_z_right_code_06
wndw_z_right_code_07
wndw_z_right_code_08
wndw_z_right_code_09
wndw_z_right_code_10
wndw_z_right_direction
wndw_z_right_distance_to_above_overhang_m_01
wndw_z_right_distance_to_above_overhang_m_02
wndw_z_right_distance_to_above_overhang_m_03
wndw_z_right_distance_to_above_overhang_m_04
wndw_z_right_distance_to_above_overhang_m_05
wndw_z_right_distance_to_above_overhang_m_06
wndw_z_right_distance_to_above_overhang_m_07
wndw_z_right_distance_to_above_overhang_m_08
wndw_z_right_distance_to_above_overhang_m_09
wndw_z_right_distance_to_above_overhang_m_10
wndw_z_right_duplicates_01
wndw_z_right_duplicates_02
wndw_z_right_duplicates_03
wndw_z_right_duplicates_04
wndw_z_right_duplicates_05
wndw_z_right_duplicates_06
wndw_z_right_duplicates_07
wndw_z_right_duplicates_08
wndw_z_right_duplicates_09
wndw_z_right_duplicates_10
wndw_z_right_height_mm_01
wndw_z_right_height_mm_02
wndw_z_right_height_mm_03
wndw_z_right_height_mm_04
wndw_z_right_height_mm_05
wndw_z_right_height_mm_06
wndw_z_right_height_mm_07
wndw_z_right_height_mm_08
wndw_z_right_height_mm_09
wndw_z_right_height_mm_10
wndw_z_right_location_01
wndw_z_right_location_02
wndw_z_right_location_03
wndw_z_right_location_04
wndw_z_right_location_05
wndw_z_right_location_06
wndw_z_right_location_07
wndw_z_right_location_08
wndw_z_right_location_09
wndw_z_right_location_10
wndw_z_right_overhang_width_mm_01
wndw_z_right_overhang_width_mm_02
wndw_z_right_overhang_width_mm_03
wndw_z_right_overhang_width_mm_04
wndw_z_right_overhang_width_mm_05
wndw_z_right_overhang_width_mm_06
wndw_z_right_overhang_width_mm_07
wndw_z_right_overhang_width_mm_08
wndw_z_right_overhang_width_mm_09
wndw_z_right_overhang_width_mm_10
wndw_z_right_width_mm_01
wndw_z_right_width_mm_02
wndw_z_right_width_mm_03
wndw_z_right_width_mm_04
wndw_z_right_width_mm_05
wndw_z_right_width_mm_06
wndw_z_right_width_mm_07
wndw_z_right_width_mm_08
wndw_z_right_width_mm_09
wndw_z_right_width_mm_10
