*header,File_name,Shared_system,Number_of_tanks,Tank_age,Tank_size,Tank_blanket,Pipe_insulation,Low_flow_shower_head,Tap_attachment_aerator,NN_DHW_System_Efficiency,Ground_Temp,Clothes_Washer,Dishwasher,Num_of_Children,Num_of_Adults,Income,Dwelling_Type,Ownership,Rural_Suburb_Urban
*unit,-,presence,count,years,L,presence,presence,count,count,decimal form,C,loads/week,loads/week,count,count,$1000's/yr,SD=1 DR=0,1=owner; 0=renter,<=15k;15k-100k;>=100k
*data,2287A00725.HDF.No-Dryer,0,1,8,181,0,0,2,0,0.554,8.5,4,6,1,1,70.9,1,1,3
*data,2287A00730.HDF,0,1,2,181,0,1,0,2,0.554,8.5,6,0,1,2,70.9,1,1,3
*data,2287A00730.HDF.No-Dryer,0,1,2,181,0,1,0,2,0.554,8.5,6,0,1,2,70.9,1,1,3
*data,2287A00735.HDF,0,1,8,227,0,1,0,2,0.554,8.5,4,0,0,1,70.9,1,1,3
*data,2287A00735.HDF.No-Dryer,0,1,8,227,0,1,0,2,0.554,8.5,4,0,0,1,70.9,1,1,3
*data,2287A00740.HDF,0,1,8,181,1,0,0,2,0.554,8.5,1.5,0,2,1,70.9,1,1,3
*data,2287A00740.HDF.No-Dryer,0,1,8,181,1,0,0,2,0.554,8.5,1.5,0,2,1,70.9,1,1,3
*data,2287A00747.HDF,0,1,8,181,0,1,2,2,0.554,8.5,6,0,1,2,70.9,1,1,3
*data,2287A00747.HDF.No-Dryer,0,1,8,181,0,1,2,2,0.554,8.5,6,0,1,2,70.9,1,1,3
*data,2287A00759.HDF,0,1,4.5,136,0,0,0,2,0.554,8.5,1.5,4,0,2,70.9,1,1,3
*data,2287A00759.HDF.No-Dryer,0,1,4.5,136,0,0,0,2,0.554,8.5,1.5,4,0,2,70.9,1,1,3
*data,2287A00760.HDF,0,1,2,181,0,1,2,2,0.824,8.5,0,0,2,1,58.4,1,1,1
*data,2287A00760.HDF.No-Dryer,0,1,2,181,0,1,2,2,0.824,8.5,0,0,2,1,58.4,1,1,1
*data,2287A00762.HDF,0,1,8,181,0,0,2,0,0.554,8.5,4,0,1,1,58.4,1,1,3
*data,2287A00762.HDF.No-Dryer,0,1,8,181,0,0,2,0,0.554,8.5,4,0,1,1,58.4,1,1,3
*data,2287A00765.HDF,0,1,18,181,0,1,2,2,0.554,8.5,6,0,3,2,70.9,1,1,3
*data,2287A00765.HDF.No-Dryer,0,1,18,181,0,1,2,2,0.554,8.5,6,0,3,2,70.9,1,1,3
*data,2287A00770.HDF,0,1,13,181,0,1,0,0,0.554,8.5,4,0,0,1,58.4,1,1,3
*data,2287A00770.HDF.No-Dryer,0,1,13,181,0,1,0,0,0.554,8.5,4,0,0,1,58.4,1,1,3
*data,2287A00777.HDF,0,1,4.5,227,0,1,2,0,0.824,8.5,6,0,2,2,70.9,1,1,3
*data,2287A00777.HDF.No-Dryer,0,1,4.5,227,0,1,2,0,0.824,8.5,6,0,2,2,70.9,1,1,3
*data,2287A00789.HDF,0,1,2,272,0,0,0,2,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2287A00789.HDF.No-Dryer,0,1,2,272,0,0,0,2,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2287A00796.HDF,0,1,2,181,0,1,2,0,0.554,8.5,4,0,2,2,41.7,1,1,3
*data,2287A00796.HDF.No-Dryer,0,1,2,181,0,1,2,0,0.554,8.5,4,0,2,2,41.7,1,1,3
*data,2287A00798.HDF,0,1,18,136,0,1,0,2,0.554,8.5,6,0,2,2,25,1,1,3
*data,2287A00798.HDF.No-Dryer,0,1,18,136,0,1,0,2,0.554,8.5,6,0,2,2,25,1,1,3
*data,2287A00799.HDF,0,1,18,227,0,1,0,2,0.554,8.5,4,4,2,2,70.9,1,1,3
*data,2287A00799.HDF.No-Dryer,0,1,18,227,0,1,0,2,0.554,8.5,4,4,2,2,70.9,1,1,3
*data,2287A00801.HDF,0,1,8,272,0,0,0,2,0.554,8.5,4,4,0,2,58.4,1,1,3
*data,2287A00801.HDF.No-Dryer,0,1,8,272,0,0,0,2,0.554,8.5,4,4,0,2,58.4,1,1,3
*data,2287A00807.HDF,0,1,8,181,0,1,0,2,0.554,8.5,1.5,0,2,1,70.9,1,1,3
*data,2287A00807.HDF.No-Dryer,0,1,8,181,0,1,0,2,0.554,8.5,1.5,0,2,1,70.9,1,1,3
*data,2287A00813.HDF,0,1,8,227,0,1,2,2,0.554,8.5,6,6,2,2,70.9,1,1,3
*data,2287A00813.HDF.No-Dryer,0,1,8,227,0,1,2,2,0.554,8.5,6,6,2,2,70.9,1,1,3
*data,2287A00818.HDF,0,1,4.5,181,0,0,0,0,0.554,8.5,0,4,1,2,70.9,1,1,3
*data,2287A00818.HDF.No-Dryer,0,1,4.5,181,0,0,0,0,0.554,8.5,0,4,1,2,70.9,1,1,3
*data,2287A00820.HDF,0,1,2,181,0,1,2,0,0.554,8.5,0,4,0,2,70.9,1,1,3
*data,2287A00820.HDF.No-Dryer,0,1,2,181,0,1,2,0,0.554,8.5,0,4,0,2,70.9,1,1,3
*data,2287A00822.HDF,0,1,2,181,0,1,2,2,0.554,8.5,4,1.5,0,2,58.4,1,1,3
*data,2287A00822.HDF.No-Dryer,0,1,2,181,0,1,2,2,0.554,8.5,4,1.5,0,2,58.4,1,1,3
*data,2287A00829.HDF,0,1,2,136,0,1,2,2,0.554,8.5,4,0,0,4,12.5,1,1,3
*data,2287A00829.HDF.No-Dryer,0,1,2,136,0,1,2,2,0.554,8.5,4,0,0,4,12.5,1,1,3
*data,2287A00831.HDF,0,1,8,272,0,1,2,0,0.554,8.5,4,1.5,0,2,12.5,1,0,3
*data,2287A00831.HDF.No-Dryer,0,1,8,272,0,1,2,0,0.554,8.5,4,1.5,0,2,12.5,1,0,3
*data,2287A00833.HDF,0,1,2,272,1,1,0,0,0.554,8.5,4,0,1,2,41.7,1,1,3
*data,2287A00833.HDF.No-Dryer,0,1,2,272,1,1,0,0,0.554,8.5,4,0,1,2,41.7,1,1,3
*data,2287A00842.HDF,0,1,18,272,0,1,0,2,0.554,8.5,6,1.5,0,3,41.7,1,1,1
*data,2287A00842.HDF.No-Dryer,0,1,18,272,0,1,0,2,0.554,8.5,6,1.5,0,3,41.7,1,1,1
*data,2287A00851.HDF,0,1,2,181,1,0,2,0,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2287A00851.HDF.No-Dryer,0,1,2,181,1,0,2,0,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2287A00853.HDF,0,1,4.5,136,0,0,0,0,0.554,8.5,1.5,0,0,1,70.9,1,1,3
*data,2287A00853.HDF.No-Dryer,0,1,4.5,136,0,0,0,0,0.554,8.5,1.5,0,0,1,70.9,1,1,3
*data,2287A00856.HDF,0,1,13,181,0,0,2,2,0.554,8.5,1.5,1.5,0,3,70.9,1,1,3
*data,2287A00856.HDF.No-Dryer,0,1,13,181,0,0,2,2,0.554,8.5,1.5,1.5,0,3,70.9,1,1,3
*data,2287A00858.HDF,0,1,8,181,1,0,2,0,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2287A00858.HDF.No-Dryer,0,1,8,181,1,0,2,0,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2287A00862.HDF,0,1,8,181,1,1,2,0,0.554,8.5,4,4,0,2,58.4,1,1,3
*data,2287A00862.HDF.No-Dryer,0,1,8,181,1,1,2,0,0.554,8.5,4,4,0,2,58.4,1,1,3
*data,2287A00868.HDF,0,1,13,181,0,1,2,2,0.554,8.5,1.5,1.5,0,2,70.9,1,1,3
*data,2287A00868.HDF.No-Dryer,0,1,13,181,0,1,2,2,0.554,8.5,1.5,1.5,0,2,70.9,1,1,3
*data,2287A00869.HDF,0,1,2,136,0,1,0,0,0.554,8.5,6,6,1,2,70.9,1,1,3
*data,2287A00869.HDF.No-Dryer,0,1,2,136,0,1,0,0,0.554,8.5,6,6,1,2,70.9,1,1,3
*data,2287A00871.HDF,0,1,13,181,0,1,2,2,0.554,8.5,4,0,1,1,58.4,1,1,3
*data,2287A00871.HDF.No-Dryer,0,1,13,181,0,1,2,2,0.554,8.5,4,0,1,1,58.4,1,1,3
*data,2287A00874.HDF,0,1,8,181,1,0,2,0,0.554,8.5,6,6,2,1,41.7,1,1,3
*data,2287A00874.HDF.No-Dryer,0,1,8,181,1,0,2,0,0.554,8.5,6,6,2,1,41.7,1,1,3
*data,2287A00880.HDF,0,1,2,181,0,0,2,2,0.554,8.5,4,6,1,2,58.4,1,1,3
*data,2287A00880.HDF.No-Dryer,0,1,2,181,0,0,2,2,0.554,8.5,4,6,1,2,58.4,1,1,3
*data,2287A00882.HDF,0,1,2,272,0,1,2,2,0.554,8.5,1.5,4,1,2,70.9,1,1,3
*data,2287A00882.HDF.No-Dryer,0,1,2,272,0,1,2,2,0.554,8.5,1.5,4,1,2,70.9,1,1,3
*data,2287A00883.HDF,0,1,2,272,0,0,2,0,0.554,8.5,6,0,0,1,25,1,1,3
*data,2287A00883.HDF.No-Dryer,0,1,2,272,0,0,2,0,0.554,8.5,6,0,0,1,25,1,1,3
*data,2287A00884.HDF,0,1,8,227,0,0,2,2,0.554,8.5,1.5,0,0,2,70.9,1,1,3
*data,2287A00884.HDF.No-Dryer,0,1,8,227,0,0,2,2,0.554,8.5,1.5,0,0,2,70.9,1,1,3
*data,2287A00888.HDF,0,1,8,227,0,0,0,2,0.554,8.5,6,0,0,2,25,1,1,3
*data,2287A00888.HDF.No-Dryer,0,1,8,227,0,0,0,2,0.554,8.5,6,0,0,2,25,1,1,3
*data,2287A00892.HDF,0,1,2,181,0,0,2,0,0.554,8.5,6,4,2,2,58.4,1,1,1
*data,2287A00892.HDF.No-Dryer,0,1,2,181,0,0,2,0,0.554,8.5,6,4,2,2,58.4,1,1,1
*data,2287A00894.HDF,0,1,8,181,0,0,2,2,0.554,8.5,4,0,1,2,41.7,1,1,2
*data,2287A00894.HDF.No-Dryer,0,1,8,181,0,0,2,2,0.554,8.5,4,0,1,2,41.7,1,1,2
*data,2287A00903.HDF,0,1,2,181,0,0,2,0,0.554,8.5,1.5,0,0,2,41.7,1,1,3
*data,2287A00903.HDF.No-Dryer,0,1,2,181,0,0,2,0,0.554,8.5,1.5,0,0,2,41.7,1,1,3
*data,2288A00012.HDF,0,1,8,181,0,1,0,2,0.554,8.5,6,4,2,2,70.9,1,1,3
*data,2288A00012.HDF.No-Dryer,0,1,8,181,0,1,0,2,0.554,8.5,6,4,2,2,70.9,1,1,3
*data,2288A00026.HDF,0,1,2,272,1,1,2,2,0.554,8.5,4,0,0,2,70.9,1,1,3
*data,2288A00026.HDF.No-Dryer,0,1,2,272,1,1,2,2,0.554,8.5,4,0,0,2,70.9,1,1,3
*data,2288A00029.HDF,0,1,2,227,1,0,0,2,0.554,8.5,6,6,0,2,70.9,1,1,3
*data,2288A00029.HDF.No-Dryer,0,1,2,227,1,0,0,2,0.554,8.5,6,6,0,2,70.9,1,1,3
*data,2288A00033.HDF,0,1,2,181,0,1,2,0,0.554,8.5,6,0,1,2,41.7,1,1,3
*data,2288A00033.HDF.No-Dryer,0,1,2,181,0,1,2,0,0.554,8.5,6,0,1,2,41.7,1,1,3
*data,2288A00045.HDF,0,1,8,181,0,0,0,2,0.554,8.5,1.5,4,2,2,70.9,1,1,3
*data,2288A00045.HDF.No-Dryer,0,1,8,181,0,0,0,2,0.554,8.5,1.5,4,2,2,70.9,1,1,3
*data,2288A00049.HDF,0,1,2,181,0,0,2,2,0.824,8.5,6,0,0,2,70.9,1,1,3
*data,2288A00049.HDF.No-Dryer,0,1,2,181,0,0,2,2,0.824,8.5,6,0,0,2,70.9,1,1,3
*data,2288A00052.HDF,0,1,8,272,0,0,0,0,0.554,8.5,1.5,0,0,1,70.9,1,1,3
*data,2288A00052.HDF.No-Dryer,0,1,8,272,0,0,0,0,0.554,8.5,1.5,0,0,1,70.9,1,1,3
*data,2288A00066.HDF,0,1,4.5,181,0,0,0,0,0.824,8.5,4,0,1,2,25,1,0,3
*data,2288A00066.HDF.No-Dryer,0,1,4.5,181,0,0,0,0,0.824,8.5,4,0,1,2,25,1,0,3
*data,2288A00090.HDF,0,1,4.5,181,0,0,0,2,0.554,8.5,6,0,0,1,25,1,1,3
*data,2288A00090.HDF.No-Dryer,0,1,4.5,181,0,0,0,2,0.554,8.5,6,0,0,1,25,1,1,3
*data,2288A00105.HDF,0,1,2,181,0,1,2,0,0.554,8.5,4,4,0,4,25,1,1,3
*data,2288A00105.HDF.No-Dryer,0,1,2,181,0,1,2,0,0.554,8.5,4,4,0,4,25,1,1,3
*data,2288A00106.HDF,0,1,4.5,181,0,0,2,0,0.554,8.5,6,1.5,1,2,70.9,1,1,3
*data,2288A00106.HDF.No-Dryer,0,1,4.5,181,0,0,2,0,0.554,8.5,6,1.5,1,2,70.9,1,1,3
*data,2288A00115.HDF,0,1,18,272,1,0,2,2,0.554,8.5,4,6,0,3,41.7,1,1,3
*data,2288A00115.HDF.No-Dryer,0,1,18,272,1,0,2,2,0.554,8.5,4,6,0,3,41.7,1,1,3
*data,2288A00118.HDF,0,1,13,181,0,0,0,0,0.554,8.5,1.5,0,2,2,70.9,1,1,3
*data,2288A00118.HDF.No-Dryer,0,1,13,181,0,0,0,0,0.554,8.5,1.5,0,2,2,70.9,1,1,3
*data,2288A00130.HDF,0,1,13,181,0,0,0,2,0.554,8.5,1.5,4,1,1,70.9,1,1,3
*data,2288A00130.HDF.No-Dryer,0,1,13,181,0,0,0,2,0.554,8.5,1.5,4,1,1,70.9,1,1,3
*data,2288A00133.HDF,0,1,8,181,0,0,2,2,0.554,8.5,1.5,6,1,2,58.4,1,1,3
*data,2288A00133.HDF.No-Dryer,0,1,8,181,0,0,2,2,0.554,8.5,1.5,6,1,2,58.4,1,1,3
*data,2288A00137.HDF,0,1,8,181,0,1,2,2,0.554,8.5,4,1.5,0,4,58.4,1,1,3
*data,2288A00137.HDF.No-Dryer,0,1,8,181,0,1,2,2,0.554,8.5,4,1.5,0,4,58.4,1,1,3
*data,2288A00140.HDF,0,1,2,181,1,0,2,2,0.554,8.5,6,0,0,2,41.7,1,1,3
*data,2288A00140.HDF.No-Dryer,0,1,2,181,1,0,2,2,0.554,8.5,6,0,0,2,41.7,1,1,3
*data,2288A00144.HDF,0,1,8,181,0,1,0,2,0.554,8.5,6,0,0,2,70.9,1,1,3
*data,2288A00144.HDF.No-Dryer,0,1,8,181,0,1,0,2,0.554,8.5,6,0,0,2,70.9,1,1,3
*data,2288A00147.HDF,0,1,2,272,0,0,0,2,0.554,8.5,6,0,0,2,70.9,1,1,3
*data,2288A00147.HDF.No-Dryer,0,1,2,272,0,0,0,2,0.554,8.5,6,0,0,2,70.9,1,1,3
*data,2288A00151.HDF,0,1,13,181,1,0,2,0,0.824,8.5,4,0,0,1,41.7,1,1,1
*data,2288A00151.HDF.No-Dryer,0,1,13,181,1,0,2,0,0.824,8.5,4,0,0,1,41.7,1,1,1
*data,2288A00155.HDF,0,1,18,181,0,0,2,0,0.554,8.5,6,6,0,1,70.9,1,1,3
*data,2288A00155.HDF.No-Dryer,0,1,18,181,0,0,2,0,0.554,8.5,6,6,0,1,70.9,1,1,3
*data,2288A00161.HDF,0,1,8,272,0,0,2,2,0.554,8.5,1.5,0,1,1,70.9,1,1,3
*data,2288A00161.HDF.No-Dryer,0,1,8,272,0,0,2,2,0.554,8.5,1.5,0,1,1,70.9,1,1,3
*data,2288A00176.HDF,0,1,4.5,181,0,0,2,2,0.554,8.5,4,6,0,2,25,1,1,3
*data,2288A00176.HDF.No-Dryer,0,1,4.5,181,0,0,2,2,0.554,8.5,4,6,0,2,25,1,1,3
*data,2288A00181.HDF,0,1,4.5,136,1,0,2,0,0.554,8.5,6,6,2,2,70.9,1,1,3
*data,2288A00181.HDF.No-Dryer,0,1,4.5,136,1,0,2,0,0.554,8.5,6,6,2,2,70.9,1,1,3
*data,2288A00186.HDF,0,1,2,181,0,0,0,2,0.554,8.5,1.5,0,0,2,58.4,1,1,3
*data,2288A00186.HDF.No-Dryer,0,1,2,181,0,0,0,2,0.554,8.5,1.5,0,0,2,58.4,1,1,3
*data,2288A00195.HDF,0,1,2,181,0,0,0,0,0.554,8.5,6,6,1,1,25,1,1,3
*data,2288A00195.HDF.No-Dryer,0,1,2,181,0,0,0,0,0.554,8.5,6,6,1,1,25,1,1,3
*data,2288A00207.HDF,0,1,4.5,136,0,0,0,0,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2288A00207.HDF.No-Dryer,0,1,4.5,136,0,0,0,0,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2288A00221.HDF,0,1,8,136,0,1,0,2,0.824,8.5,4,6,1,2,58.4,1,0,3
*data,2288A00221.HDF.No-Dryer,0,1,8,136,0,1,0,2,0.824,8.5,4,6,1,2,58.4,1,0,3
*data,2288A00232.HDF,0,1,13,136,1,1,0,2,0.554,8.5,6,4,1,2,70.9,1,1,3
*data,2288A00232.HDF.No-Dryer,0,1,13,136,1,1,0,2,0.554,8.5,6,4,1,2,70.9,1,1,3
*data,2288A00244.HDF,0,1,4.5,272,0,1,0,2,0.824,8.5,4,1.5,1,3,41.7,1,1,1
*data,2288A00244.HDF.No-Dryer,0,1,4.5,272,0,1,0,2,0.824,8.5,4,1.5,1,3,41.7,1,1,1
*data,2288A00245.HDF,0,1,18,272,0,0,2,2,0.824,8.5,4,4,1,1,70.9,1,1,3
*data,2288A00245.HDF.No-Dryer,0,1,18,272,0,0,2,2,0.824,8.5,4,4,1,1,70.9,1,1,3
*data,2288A00388.HDF,0,1,4.5,181,1,0,2,0,0.554,8.5,0,4,1,1,25,1,1,3
*data,2288A00388.HDF.No-Dryer,0,1,4.5,181,1,0,2,0,0.554,8.5,0,4,1,1,25,1,1,3
*data,2288A00408.HDF,0,1,2,227,0,0,2,2,0.554,8.5,0,0,2,2,25,1,1,3
*data,2288A00408.HDF.No-Dryer,0,1,2,227,0,0,2,2,0.554,8.5,0,0,2,2,25,1,1,3
*data,2288A00428.HDF,0,1,2,136,0,0,0,0,0.554,8.5,6,4,0,1,70.9,1,1,3
*data,2288A00428.HDF.No-Dryer,0,1,2,136,0,0,0,0,0.554,8.5,6,4,0,1,70.9,1,1,3
*data,2289A00004.HDF,0,1,2,181,0,0,2,2,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2289A00004.HDF.No-Dryer,0,1,2,181,0,0,2,2,0.554,8.5,6,0,0,1,70.9,1,1,3
*data,2289A00006.HDF,0,1,4.5,227,1,1,2,2,0.554,8.5,6,1.5,0,2,58.4,1,1,3
*data,2289A00006.HDF.No-Dryer,0,1,4.5,227,1,1,2,2,0.554,8.5,6,1.5,0,2,58.4,1,1,3
*data,2289A00019.HDF,0,1,2,136,0,1,2,2,0.824,8.5,6,0,1,1,70.9,1,1,1
*data,2289A00019.HDF.No-Dryer,0,1,2,136,0,1,2,2,0.824,8.5,6,0,1,1,70.9,1,1,1
*data,2289A00020.HDF,0,1,8,181,1,1,2,2,0.554,8.5,4,4,2,1,58.4,1,1,3
*data,2289A00020.HDF.No-Dryer,0,1,8,181,1,1,2,2,0.554,8.5,4,4,2,1,58.4,1,1,3
*data,2289A00025.HDF,0,1,4.5,181,0,1,0,0,0.554,8.5,6,0,0,2,25,1,1,3
*data,2289A00025.HDF.No-Dryer,0,1,4.5,181,0,1,0,0,0.554,8.5,6,0,0,2,25,1,1,3
*data,2289A00029.HDF,0,1,13,181,0,0,2,2,0.554,8.5,1.5,6,2,1,41.7,1,1,3
*data,2289A00029.HDF.No-Dryer,0,1,13,181,0,0,2,2,0.554,8.5,1.5,6,2,1,41.7,1,1,3
*data,2289A00032.HDF,0,1,2,181,1,0,2,2,0.554,8.5,4,0,0,2,41.7,1,1,3
*data,2289A00032.HDF.No-Dryer,0,1,2,181,1,0,2,2,0.554,8.5,4,0,0,2,41.7,1,1,3
*data,2289A00036.HDF,0,1,8,272,0,0,0,2,0.824,8.5,1.5,0,0,4,70.9,1,1,3
*data,2289A00036.HDF.No-Dryer,0,1,8,272,0,0,0,2,0.824,8.5,1.5,0,0,4,70.9,1,1,3
*data,2289A00046.HDF,0,1,2,181,1,0,2,2,0.554,8.5,6,1.5,2,2,70.9,1,1,3
*data,2289A00046.HDF.No-Dryer,0,1,2,181,1,0,2,2,0.554,8.5,6,1.5,2,2,70.9,1,1,3
*data,2289A00058.HDF,0,1,2,272,1,0,0,2,0.554,8.5,6,0,2,1,70.9,1,1,3
*data,2289A00058.HDF.No-Dryer,0,1,2,272,1,0,0,2,0.554,8.5,6,0,2,1,70.9,1,1,3
*data,2289A00064.HDF,0,1,2,181,0,1,0,0,0.554,8.5,6,0,1,2,41.7,1,1,3
*data,2289A00064.HDF.No-Dryer,0,1,2,181,0,1,0,0,0.554,8.5,6,0,1,2,41.7,1,1,3
*data,2289A00065.HDF,0,1,18,227,0,1,2,2,0.554,8.5,4,4,2,2,12.5,1,1,3
*data,2289A00065.HDF.No-Dryer,0,1,18,227,0,1,2,2,0.554,8.5,4,4,2,2,12.5,1,1,3
*data,2289A00094.HDF,0,1,8,272,1,1,0,0,0.554,8.5,1.5,0,2,2,70.9,1,0,3
*data,2289A00094.HDF.No-Dryer,0,1,8,272,1,1,0,0,0.554,8.5,1.5,0,2,2,70.9,1,0,3
*data,2289A00096.HDF,0,1,18,181,1,0,0,0,0.554,8.5,4,0,2,2,70.9,1,1,3
*data,2289A00096.HDF.No-Dryer,0,1,18,181,1,0,0,0,0.554,8.5,4,0,2,2,70.9,1,1,3
*data,2291A00001.HDF,0,1,8,181,0,0,2,0,0.554,8.5,6,0,0,2,25,1,1,3
*data,2291A00001.HDF.No-Dryer,0,1,8,181,0,0,2,0,0.554,8.5,6,0,0,2,25,1,1,3
*data,2291A00002.HDF,0,1,2,181,0,1,2,0,0.554,8.5,4,4,0,1,70.9,1,1,2
*data,2291A00002.HDF.No-Dryer,0,1,2,181,0,1,2,0,0.554,8.5,4,4,0,1,70.9,1,1,2
*data,2291A00012.HDF,0,1,2,181,0,1,0,2,0.824,8.5,6,1.5,0,2,25,1,0,3
*data,2291A00012.HDF.No-Dryer,0,1,2,181,0,1,0,2,0.824,8.5,6,1.5,0,2,25,1,0,3
*data,2291A00023.HDF,0,1,18,227,0,1,0,0,0.554,8.5,4,0,0,2,41.7,1,1,3
*data,2291A00023.HDF.No-Dryer,0,1,18,227,0,1,0,0,0.554,8.5,4,0,0,2,41.7,1,1,3
*data,2291A00026.HDF,0,1,4.5,272,0,1,2,2,0.554,8.5,4,4,3,2,41.7,1,0,3
*data,2291A00026.HDF.No-Dryer,0,1,4.5,272,0,1,2,2,0.554,8.5,4,4,3,2,41.7,1,0,3
*data,2291A00030.HDF,0,1,8,181,0,0,2,2,0.554,8.5,6,6,1,2,41.7,1,1,3
*data,2291A00030.HDF.No-Dryer,0,1,8,181,0,0,2,2,0.554,8.5,6,6,1,2,41.7,1,1,3
*data,2291A00042.HDF,0,1,8,181,1,1,2,2,0.554,8.5,4,0,0,1,70.9,1,1,3
*data,2291A00042.HDF.No-Dryer,0,1,8,181,1,1,2,2,0.554,8.5,4,0,0,1,70.9,1,1,3
*data,2291A00044.HDF,0,1,13,181,0,0,2,2,0.554,8.5,6,0,0,1,41.7,1,1,3
*data,2291A00044.HDF.No-Dryer,0,1,13,181,0,0,2,2,0.554,8.5,6,0,0,1,41.7,1,1,3
*data,2291A00050.HDF,0,1,8,181,0,0,2,0,0.554,8.5,4,6,3,1,70.9,1,1,3
*data,2291A00050.HDF.No-Dryer,0,1,8,181,0,0,2,0,0.554,8.5,4,6,3,1,70.9,1,1,3
*data,2291A00051.HDF,0,1,13,181,0,0,2,0,0.554,8.5,6,1.5,2,1,70.9,1,1,3
*data,2291A00051.HDF.No-Dryer,0,1,13,181,0,0,2,0,0.554,8.5,6,1.5,2,1,70.9,1,1,3
*data,2291A00061.HDF,0,1,13,181,1,1,0,0,0.554,8.5,4,0,1,2,70.9,1,1,3
*data,2291A00061.HDF.No-Dryer,0,1,13,181,1,1,0,0,0.554,8.5,4,0,1,2,70.9,1,1,3
*data,2291A00070.HDF,0,1,18,181,1,1,0,2,0.554,8.5,6,0,0,2,70.9,1,1,3
*data,2291A00070.HDF.No-Dryer,0,1,18,181,1,1,0,2,0.554,8.5,6,0,0,2,70.9,1,1,3
*data,2291A00071.HDF,0,1,13,181,1,0,0,2,0.554,8.5,4,6,0,4,25,1,1,3
*data,2291A00071.HDF.No-Dryer,0,1,13,181,1,0,0,2,0.554,8.5,4,6,0,4,25,1,1,3
*data,2291A00081.HDF,0,1,2,272,0,0,2,2,0.554,8.5,6,1.5,0,1,58.4,1,1,1
*data,2291A00081.HDF.No-Dryer,0,1,2,272,0,0,2,2,0.554,8.5,6,1.5,0,1,58.4,1,1,1
*data,2291A00082.HDF,0,1,8,181,0,1,0,2,0.554,8.5,6,0,0,2,12.5,1,1,3
*data,2291A00082.HDF.No-Dryer,0,1,8,181,0,1,0,2,0.554,8.5,6,0,0,2,12.5,1,1,3
*data,2291A00120.HDF,0,1,2,181,1,1,0,2,0.824,8.5,4,4,0,2,70.9,1,1,3
*data,2291A00120.HDF.No-Dryer,0,1,2,181,1,1,0,2,0.824,8.5,4,4,0,2,70.9,1,1,3
*data,2291A00122.HDF,0,1,4.5,272,0,0,2,0,0.554,8.5,4,0,2,2,70.9,1,1,3
*data,2291A00122.HDF.No-Dryer,0,1,4.5,272,0,0,2,0,0.554,8.5,4,0,2,2,70.9,1,1,3
*data,2291A00154.HDF,0,1,2,181,0,0,0,2,0.824,8.5,4,4,0,2,25,1,1,1
*data,2291A00154.HDF.No-Dryer,0,1,2,181,0,0,0,2,0.824,8.5,4,4,0,2,25,1,1,1
*data,2291A00159.HDF,0,1,18,181,0,0,0,0,0.554,8.5,1.5,1.5,0,1,70.9,1,1,3
*data,2291A00159.HDF.No-Dryer,0,1,18,181,0,0,0,0,0.554,8.5,1.5,1.5,0,1,70.9,1,1,3
*data,2291A00172.HDF,0,1,8,272,0,1,2,2,0.554,8.5,1.5,6,1,2,25,1,1,1
*data,2291A00172.HDF.No-Dryer,0,1,8,272,0,1,2,2,0.554,8.5,1.5,6,1,2,25,1,1,1
*data,2291A00177.HDF,0,1,4.5,181,1,1,2,2,0.554,8.5,6,4,0,4,70.9,1,1,3
*data,2291A00177.HDF.No-Dryer,0,1,4.5,181,1,1,2,2,0.554,8.5,6,4,0,4,70.9,1,1,3
*data,2291A00215.HDF,0,1,4.5,272,1,0,2,2,0.554,8.5,0,1.5,0,1,70.9,1,1,3
*data,2291A00215.HDF.No-Dryer,0,1,4.5,272,1,0,2,2,0.554,8.5,0,1.5,0,1,70.9,1,1,3
*data,2291A00219.HDF,0,1,2,181,1,1,2,0,0.554,8.5,6,0,0,2,70.9,1,1,2
*data,2291A00219.HDF.No-Dryer,0,1,2,181,1,1,2,0,0.554,8.5,6,0,0,2,70.9,1,1,2
*data,2291A00264.HDF,0,1,13,181,0,0,2,2,0.554,8.5,4,1.5,2,1,70.9,1,1,3
*data,2291A00264.HDF.No-Dryer,0,1,13,181,0,0,2,2,0.554,8.5,4,1.5,2,1,70.9,1,1,3
*data,2291A00273.HDF,0,1,13,227,0,0,2,0,0.554,8.5,4,0,0,1,58.4,1,1,3
*data,2291A00273.HDF.No-Dryer,0,1,13,227,0,0,2,0,0.554,8.5,4,0,0,1,58.4,1,1,3
*data,2291A00281.HDF,0,1,8,181,0,1,0,0,0.554,8.5,1.5,4,0,1,41.7,1,1,3
*data,2291A00281.HDF.No-Dryer,0,1,8,181,0,1,0,0,0.554,8.5,1.5,4,0,1,41.7,1,1,3
*data,2291A00313.HDF,0,1,8,181,0,0,2,2,0.824,8.5,1.5,0,1,2,70.9,1,1,2
