Number,File Name,Main Refrigerator (litre),Secondary Refri. (litre),Stove (presence),Dishwasher (loads/week),Main Freezer (litre),Secondary Freezer (litre),Clothes Washer (loads/week),Clothes Dryer (loads/week),Microwave (presence),Color TV (count),BW TV (count),Furnace Fan (presence),Boiler Pump (presence),Supplementary Ht. (count),VCR (count),CD Player (count),Stereo (count),Computer (count),Electric Blanket (count),Water Bed (count),Humidifier (count),Dehumidifier (count),Car Block (count),Car Warmer (count),Water Cooler (presence),Fish Tank (count),Bath. Exh. Fan (count),Kitch. Exh. Fan (presence),Central Air Filter (presence),Central Humidifi. (presence),Central Dehumidif. (presence),Central Air Exch. (presence),HRV (presence),Central Vacuum (presence),Sump Pump (presence),Water Softener (presence),Jacuzzi (presence),Sauna (presence),Ceiling Fan (count),Portable Fan (count),Central A/C (hr/yr),Window A/C (hr/yr),Halogen (count),Fluorescent (count),Incandescent (count),HDD (C-day),CDD (C-day),Area (heated; m^2),"Income ($1,000/yr)",Dwelling Type (0=DR;1=SD),Ownership (1=owner),Population (<=15k;15k-100k;>=100k),No. of Children (count),No. of Adults (count),Employment Ratio (adults_employed/adults)
10769,3404A00501.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,160.79,85,1,1,2,2,2,1
10770,2733A00095.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,135.16,85,1,1,2,2,2,1
10771,2307A00531.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,184.41,85,1,1,2,2,2,1
10772,2350A00510.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,187.48,85,1,1,2,2,2,1
10773,3406A00382.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,208.48,85,1,1,2,2,2,1
10774,22KSA00041.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,4030.8,0.7,269.42,85,1,1,2,2,2,1
10775,3415A00543.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,168.81,85,1,1,2,2,2,1
10776,2302A01091.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,245.72,85,1,1,2,2,2,1
10777,2735A00784.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,231.42,85,1,1,2,2,2,1
10778,3416A00190.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,249.36,85,1,1,2,2,2,1
10779,2734A00638.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,171.32,85,1,1,2,2,2,1
10780,3420A00908.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,217.21,85,1,1,2,2,2,1
10781,2309A00339.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,219.24,85,1,1,2,2,2,1
10782,2317A00285.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,181.07,85,1,1,2,2,2,1
10783,2742A00134.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,118.13,85,1,1,2,2,2,1
10784,3425A00230.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,233.56,85,1,1,2,2,2,1
10785,2311A00610.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,170.75,85,1,1,2,2,2,1
10786,2294A00251.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,165.55,85,1,1,2,2,2,1
10787,2729A00644.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,155.34,85,1,1,2,2,2,1
10788,2239A00245.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,4030.8,0.7,264.5,85,1,1,2,2,2,1
10789,2306A01644.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,208.11,85,1,1,2,2,2,1
10790,3408A00266.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,144.09,85,1,1,2,2,2,1
10791,2352A00364.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,160.63,85,1,1,2,2,2,1
10792,2335A00747.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,2981.3,0.9,154.68,85,1,1,2,2,2,1
10793,1527A01191.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,4030.8,0.7,246.47,85,1,1,2,2,2,1
10794,2357A00354.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,268.49,85,1,1,2,2,2,1
10795,2303A00926.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,254.74,85,1,1,2,2,2,1
10796,2727A00374.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,182.54,85,1,1,2,2,2,1
10797,3416A00220.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,142.24,85,1,1,2,2,2,1
10798,3404A00509.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,147.72,85,1,1,2,2,2,1
10799,2315A00220.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,207.45,85,1,1,2,2,2,1
10800,1519A01880.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,4030.8,0.7,205.31,85,1,1,2,2,2,1
10801,1511A00300.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,4030.8,0.7,223.16,85,1,1,2,2,2,1
10802,2347A00267.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,125.79,85,1,1,2,2,2,1
10803,2723A00266.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,5251,5.9,147.46,85,1,1,2,2,2,1
10804,2334A00065.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,289.68,85,1,1,2,2,2,1
10805,2341A00196.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,172.52,85,1,1,2,2,2,1
10806,3407A00717.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,245.07,85,1,1,2,2,2,1
10807,3404A01552.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,184.51,85,1,1,2,2,2,1
10808,2230A00012.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,176.52,85,1,1,2,2,2,1
10809,2335A00673.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,264.86,85,1,1,2,2,2,1
10810,3415A00269.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,211.17,85,1,1,2,2,2,1
10811,3407A00194.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,262.26,85,1,1,2,2,2,1
10812,2737A00244.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,167.27,85,1,1,2,2,2,1
10813,2341A00139.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,193.98,85,1,1,2,2,2,1
10814,2745A00046.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,181.34,85,1,1,2,2,2,1
10815,2726A00163.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,87.63,85,1,1,2,2,2,1
10816,2337A00057.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,187.01,85,1,1,2,2,2,1
10817,1503A02073.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,4030.8,0.7,199.83,85,1,1,2,2,2,1
10818,2735A00211.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,151.24,85,1,1,2,2,2,1
10819,2725A00249.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,144.17,85,1,1,2,2,2,1
10820,2302A00739.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,215.17,85,1,1,2,2,2,1
10821,2341A00408.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,251.03,85,1,1,2,2,2,1
10822,2312A00751.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,262.18,85,1,1,2,2,2,1
10823,2326A00185.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,155.34,85,1,1,2,2,2,1
10824,2738A00182.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,208.96,85,1,1,2,2,2,1
10825,2304A02280.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,180.6,85,1,1,2,2,2,1
10826,1519A01293.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,4030.8,0.7,139.07,85,1,1,2,2,2,1
10827,2709A00013.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,266.44,85,1,1,2,2,2,1
10828,2311A00076.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,174.28,85,1,1,2,2,2,1
10829,2725A00540.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,5251,5.9,189.85,85,1,1,2,2,2,1
10830,2357A00982.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,240.81,85,1,1,2,2,2,1
10831,2707A00238.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,5251,5.9,189.43,85,1,1,2,2,2,1
10832,2740A00664.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,130.08,85,1,1,2,2,2,1
10833,2367A00248.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,231.62,85,1,1,2,2,2,1
10834,2365A00283.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,160.38,85,1,1,2,2,2,1
10835,2237A00774.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,4030.8,0.7,180.32,85,1,1,2,2,2,1
10836,2304A01132.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,2981.3,0.9,234.31,85,1,1,2,2,2,1
10837,2362A00743.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,2981.3,0.9,320.69,85,1,1,2,2,2,1
10838,2344A00294.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,259.75,85,1,1,2,2,2,1
10839,2376A00139.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,221.39,85,1,1,2,2,2,1
10840,2303A00942.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,218.41,85,1,1,2,2,2,1
10841,3409A00186.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,232.92,85,1,1,2,2,2,1
10842,2362A00059.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,234.06,85,1,1,2,2,2,1
10843,2307A00819.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,192.31,85,1,1,2,2,2,1
10844,2353A00466.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,304.82,85,1,1,2,2,2,1
10845,2306A01129.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,184.23,85,1,1,2,2,2,1
10846,2363A00759.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,223.99,85,1,1,2,2,2,1
10847,2304A00957.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,190.41,85,1,1,2,2,2,1
10848,2345A00141.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,182.19,85,1,1,2,2,2,1
10849,2342A00971.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,212.98,85,1,1,2,2,2,1
10850,3404A00717.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,112.32,85,1,1,2,2,2,1
10851,2325A00281.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,187.39,85,1,1,2,2,2,1
10852,2721A00131.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,145.21,85,1,1,2,2,2,1
10853,2342A00208.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,2981.3,0.9,229.1,85,1,1,2,2,2,1
10854,2315A00303.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,132.6,85,1,1,2,2,2,1
10855,2350A00252.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,212.94,85,1,1,2,2,2,1
10856,2737A00488.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,284.39,85,1,1,2,2,2,1
10857,2361A00209.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,276.76,85,1,1,2,2,2,1
10858,2717A00133.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,163.06,85,1,1,2,2,2,1
10859,22S2A00149.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,4030.8,0.7,249.45,85,1,1,2,2,2,1
10860,3408A00114.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,4030.8,0.7,211.64,85,1,1,2,2,2,1
10861,3401A00106.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,4030.8,0.7,254.75,85,1,1,2,2,2,1
10862,2702A00653.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,173.12,85,1,1,2,2,2,1
10863,2308A00324.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,163.32,85,1,1,2,2,2,1
10864,2726A00120.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,102.07,85,1,1,2,2,2,1
10865,2725A00101.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,177.77,85,1,1,2,2,2,1
10866,2303A00821.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,229.65,85,1,1,2,2,2,1
10867,2739A00207.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,5251,5.9,173.3,85,1,1,2,2,2,1
10868,1503A00907.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,4030.8,0.7,222.13,85,1,1,2,2,2,1
10869,2254A00241.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,480,0,8,10,15,5251,5.9,234.86,85,1,1,2,2,2,1
10870,2337A00372.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,114.92,85,1,1,2,2,2,1
10871,2325A00083.HDF,540,0,1,2,350,0,4,3,1,2,0,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8,10,15,2981.3,0.9,179.02,85,1,1,2,2,2,1
