*header,Filename,GJ,kWh
*data,2220A00766.HDF,23.36,6488
*data,2220A00766.HDF.No-Dryer,20.29,5636
*data,2220A00768.HDF,21.97,6102
*data,2220A00768.HDF.No-Dryer,20.80,5777
*data,2220A00770.HDF,22.94,6372
*data,2220A00770.HDF.No-Dryer,22.55,6265
*data,2220A00773.HDF,28.08,7800
*data,2220A00773.HDF.No-Dryer,26.12,7257
*data,2220A00775.HDF,35.07,9742
*data,2220A00775.HDF.No-Dryer,35.07,9742
*data,2220A00782.HDF,44.67,12410
*data,2220A00782.HDF.No-Dryer,39.37,10935
*data,2220A00784.HDF,42.97,11937
*data,2220A00784.HDF.No-Dryer,51.22,14229
*data,2220A00787.HDF,25.93,7201
*data,2220A00787.HDF.No-Dryer,25.26,7018
*data,2220A00788.HDF,29.15,8098
*data,2220A00788.HDF.No-Dryer,26.86,7462
*data,2220A00790.HDF,18.80,5224
*data,2220A00790.HDF.No-Dryer,18.80,5224
*data,2220A00792.HDF,50.86,14127
*data,2220A00792.HDF.No-Dryer,50.12,13922
*data,2220A00797.HDF,24.23,6730
*data,2220A00797.HDF.No-Dryer,19.74,5483
*data,2220A00800.HDF,25.45,7070
*data,2220A00800.HDF.No-Dryer,23.90,6640
*data,2220A00806.HDF,28.33,7869
*data,2220A00806.HDF.No-Dryer,25.58,7106
*data,2220A00807.HDF,46.16,12823
*data,2220A00807.HDF.No-Dryer,41.35,11485
*data,2220A00810.HDF,32.71,9086
*data,2220A00810.HDF.No-Dryer,28.85,8014
*data,2220A00817.HDF,25.69,7137
*data,2220A00817.HDF.No-Dryer,25.21,7004
*data,2220A00819.HDF,22.09,6137
*data,2220A00819.HDF.No-Dryer,20.89,5804
*data,2220A00820.HDF,45.27,12576
*data,2220A00820.HDF.No-Dryer,43.67,12131
*data,2220A00823.HDF,50.20,13944
*data,2220A00823.HDF.No-Dryer,44.54,12372
*data,2220A00824.HDF,29.77,8268
*data,2220A00824.HDF.No-Dryer,27.54,7650
*data,2220A00828.HDF,29.92,8312
*data,2220A00828.HDF.No-Dryer,27.20,7557
*data,2220A00834.HDF,27.51,7641
*data,2220A00834.HDF.No-Dryer,25.66,7129
*data,2220A00835.HDF,49.33,13702
*data,2220A00835.HDF.No-Dryer,48.85,13568
*data,2220A00843.HDF,21.94,6095
*data,2220A00843.HDF.No-Dryer,21.24,5901
*data,2220A00846.HDF,39.84,11065
*data,2220A00846.HDF.No-Dryer,38.04,10568
*data,2220A00847.HDF,49.14,13651
*data,2220A00847.HDF.No-Dryer,42.03,11675
*data,2220A00848.HDF,32.36,8988
*data,2220A00848.HDF.No-Dryer,28.40,7889
*data,2220A00851.HDF,26.49,7359
*data,2220A00851.HDF.No-Dryer,23.58,6549
*data,2220A00852.HDF,24.58,6827
*data,2220A00852.HDF.No-Dryer,25.96,7212
*data,2220A00855.HDF,45.42,12618
*data,2220A00855.HDF.No-Dryer,42.62,11838
*data,2220A00858.HDF,41.79,11607
*data,2220A00858.HDF.No-Dryer,37.31,10363
*data,2220A00867.HDF,23.39,6497
*data,2220A00867.HDF.No-Dryer,21.72,6034
*data,2220A00870.HDF,38.35,10652
*data,2220A00870.HDF.No-Dryer,36.62,10173
*data,2220A00872.HDF,35.45,9848
*data,2220A00872.HDF.No-Dryer,31.94,8873
*data,2220A00880.HDF,38.92,10812
*data,2220A00880.HDF.No-Dryer,38.92,10812
*data,2220A00881.HDF,22.24,6179
*data,2220A00881.HDF.No-Dryer,21.07,5853
*data,2220A00883.HDF,26.17,7269
*data,2220A00883.HDF.No-Dryer,24.76,6877
*data,2220A00884.HDF,21.13,5871
*data,2220A00884.HDF.No-Dryer,20.86,5794
*data,2220A00888.HDF,32.01,8891
*data,2220A00888.HDF.No-Dryer,40.60,11277
*data,2220A00895.HDF,58.41,16225
*data,2220A00895.HDF.No-Dryer,56.48,15690
*data,2220A00896.HDF,22.83,6342
*data,2220A00896.HDF.No-Dryer,22.42,6229
*data,2220A00901.HDF,28.57,7937
*data,2220A00901.HDF.No-Dryer,26.26,7295
*data,2220A00902.HDF,22.55,6264
*data,2220A00902.HDF.No-Dryer,21.00,5833
*data,2220A00908.HDF,43.35,12042
*data,2220A00908.HDF.No-Dryer,41.03,11397
*data,2220A00909.HDF,21.85,6071
*data,2220A00909.HDF.No-Dryer,21.34,5927
*data,2220A00911.HDF,39.90,11084
*data,2220A00911.HDF.No-Dryer,38.25,10626
*data,2220A00915.HDF,22.45,6237
*data,2220A00915.HDF.No-Dryer,22.45,6237
*data,2220A00919.HDF,19.72,5479
*data,2220A00919.HDF.No-Dryer,19.86,5517
*data,2220A00920.HDF,19.70,5473
*data,2220A00920.HDF.No-Dryer,19.18,5326
*data,2220A00922.HDF,22.11,6141
*data,2220A00922.HDF.No-Dryer,20.94,5817
*data,2220A00925.HDF,27.88,7744
*data,2220A00925.HDF.No-Dryer,26.80,7444
*data,2220A00927.HDF,22.84,6346
*data,2220A00927.HDF.No-Dryer,20.67,5741
*data,2220A00929.HDF,18.69,5193
*data,2220A00929.HDF.No-Dryer,17.59,4886
*data,2220A00931.HDF,23.56,6545
*data,2220A00931.HDF.No-Dryer,21.25,5904
*data,2220A00932.HDF,19.90,5526
*data,2220A00932.HDF.No-Dryer,18.98,5272
*data,2220A00936.HDF,39.66,11018
*data,2220A00936.HDF.No-Dryer,34.83,9674
*data,2220A00943.HDF,27.30,7583
*data,2220A00943.HDF.No-Dryer,26.49,7359
*data,2220A00944.HDF,24.18,6716
*data,2220A00944.HDF.No-Dryer,24.18,6716
*data,2220A00946.HDF,38.67,10741
*data,2220A00946.HDF.No-Dryer,38.66,10738
*data,2220A00949.HDF,25.02,6949
*data,2220A00949.HDF.No-Dryer,24.87,6908
*data,2220A00951.HDF,35.07,9743
*data,2220A00951.HDF.No-Dryer,31.13,8647
*data,2220A00957.HDF,52.42,14561
*data,2220A00957.HDF.No-Dryer,49.48,13746
*data,2220A00958.HDF,36.25,10068
*data,2220A00958.HDF.No-Dryer,34.68,9633
*data,2220A00963.HDF,37.15,10318
*data,2220A00963.HDF.No-Dryer,36.18,10051
*data,2220A00968.HDF,30.50,8472
*data,2220A00968.HDF.No-Dryer,26.97,7490
*data,2220A00971.HDF,30.27,8409
*data,2220A00971.HDF.No-Dryer,27.02,7505
*data,2220A00975.HDF,26.72,7422
*data,2220A00975.HDF.No-Dryer,24.23,6730
*data,2220A00980.HDF,33.54,9317
*data,2220A00980.HDF.No-Dryer,32.27,8964
*data,2220A00989.HDF,23.20,6444
*data,2220A00989.HDF.No-Dryer,22.62,6283
*data,2220A00995.HDF,31.27,8687
*data,2220A00995.HDF.No-Dryer,31.27,8687
*data,2220A00997.HDF,31.58,8773
*data,2220A00997.HDF.No-Dryer,33.70,9360
*data,2220A00999.HDF,24.45,6791
*data,2220A00999.HDF.No-Dryer,24.07,6685
*data,2220A01002.HDF,43.37,12046
*data,2220A01002.HDF.No-Dryer,40.87,11352
*data,2220A01003.HDF,24.19,6721
*data,2220A01003.HDF.No-Dryer,22.41,6224
*data,2220A01005.HDF,21.05,5847
*data,2220A01005.HDF.No-Dryer,21.05,5847
*data,2220A01007.HDF,53.21,14780
*data,2220A01007.HDF.No-Dryer,47.60,13223
*data,2220A01009.HDF,22.07,6131
*data,2220A01009.HDF.No-Dryer,21.83,6064
*data,2220A01018.HDF,29.28,8133
*data,2220A01018.HDF.No-Dryer,29.28,8133
*data,2220A01026.HDF,34.63,9620
*data,2220A01026.HDF.No-Dryer,33.12,9200
*data,2220A01028.HDF,28.41,7891
*data,2220A01028.HDF.No-Dryer,27.10,7529
*data,2220A01029.HDF,33.26,9240
*data,2220A01029.HDF.No-Dryer,30.10,8362
*data,2220A01032.HDF,32.31,8975
*data,2220A01032.HDF.No-Dryer,31.64,8790
*data,2220A01034.HDF,33.31,9252
*data,2220A01034.HDF.No-Dryer,32.48,9021
*data,2220A01035.HDF,24.54,6817
*data,2220A01035.HDF.No-Dryer,24.54,6817
*data,2220A01037.HDF,21.89,6082
*data,2220A01037.HDF.No-Dryer,21.62,6005
*data,2220A01042.HDF,25.22,7004
*data,2220A01042.HDF.No-Dryer,23.52,6533
*data,2220A01047.HDF,29.46,8184
*data,2220A01047.HDF.No-Dryer,23.94,6650
*data,2220A01049.HDF,24.09,6692
*data,2220A01049.HDF.No-Dryer,21.80,6056
*data,2220A01050.HDF,20.52,5700
*data,2220A01050.HDF.No-Dryer,20.23,5620
*data,2220A01052.HDF,23.77,6602
*data,2220A01052.HDF.No-Dryer,21.44,5954
*data,2220A01053.HDF,23.46,6516
*data,2220A01053.HDF.No-Dryer,22.99,6386
*data,2220A01057.HDF,57.93,16093
*data,2220A01057.HDF.No-Dryer,53.45,14847
*data,2220A01067.HDF,27.08,7523
*data,2220A01067.HDF.No-Dryer,23.75,6597
*data,2220A01069.HDF,22.35,6209
*data,2220A01069.HDF.No-Dryer,21.23,5898
*data,2220A01072.HDF,28.76,7989
*data,2220A01072.HDF.No-Dryer,28.76,7989
*data,2220A01073.HDF,44.44,12343
*data,2220A01073.HDF.No-Dryer,44.44,12343
*data,2220A01076.HDF,36.23,10065
*data,2220A01076.HDF.No-Dryer,33.56,9322
*data,2220A01078.HDF,21.36,5934
*data,2220A01078.HDF.No-Dryer,20.04,5568
*data,2220A01080.HDF,26.56,7378
*data,2220A01080.HDF.No-Dryer,23.51,6530
*data,2220A01082.HDF,21.63,6010
*data,2220A01082.HDF.No-Dryer,21.65,6013
*data,2220A01086.HDF,34.15,9487
*data,2220A01086.HDF.No-Dryer,27.83,7731
*data,2220A01088.HDF,23.69,6581
*data,2220A01088.HDF.No-Dryer,20.39,5665
*data,2220A01090.HDF,34.51,9587
*data,2220A01090.HDF.No-Dryer,31.03,8620
*data,2220A01091.HDF,22.56,6266
*data,2220A01091.HDF.No-Dryer,22.56,6266
*data,2220A01097.HDF,26.04,7234
*data,2220A01097.HDF.No-Dryer,24.93,6925
*data,2220A01100.HDF,31.25,8679
*data,2220A01100.HDF.No-Dryer,29.00,8057
*data,2220A01102.HDF,27.71,7696
*data,2220A01102.HDF.No-Dryer,26.53,7369
*data,2220A01104.HDF,39.59,10997
*data,2220A01104.HDF.No-Dryer,38.60,10722
*data,2220A01110.HDF,21.59,5998
*data,2220A01110.HDF.No-Dryer,21.59,5998
*data,2220A01115.HDF,35.13,9758
*data,2220A01115.HDF.No-Dryer,34.30,9527
*data,2220A01121.HDF,25.41,7059
*data,2220A01121.HDF.No-Dryer,25.41,7059
*data,2220A01123.HDF,33.71,9364
*data,2220A01123.HDF.No-Dryer,32.66,9073
*data,2220A01125.HDF,33.40,9279
*data,2220A01125.HDF.No-Dryer,30.57,8492
*data,2220A01127.HDF,21.36,5934
*data,2220A01127.HDF.No-Dryer,20.95,5821
*data,2220A01135.HDF,27.48,7634
*data,2220A01135.HDF.No-Dryer,25.00,6944
*data,2220A01147.HDF,23.19,6441
*data,2220A01147.HDF.No-Dryer,26.57,7382
*data,2220A01149.HDF,20.31,5641
*data,2220A01149.HDF.No-Dryer,19.67,5464
*data,2221A00111.HDF,47.51,13197
*data,2221A00111.HDF.No-Dryer,45.56,12656
*data,2221A00113.HDF,20.28,5633
*data,2221A00113.HDF.No-Dryer,20.08,5577
*data,2221A00114.HDF,35.15,9765
*data,2221A00114.HDF.No-Dryer,31.42,8729
*data,2221A00119.HDF,31.93,8870
*data,2221A00119.HDF.No-Dryer,28.12,7810
*data,2221A00125.HDF,30.88,8577
*data,2221A00125.HDF.No-Dryer,29.79,8276
*data,2221A00126.HDF,35.76,9935
*data,2221A00126.HDF.No-Dryer,34.87,9686
*data,2221A00128.HDF,29.40,8168
*data,2221A00128.HDF.No-Dryer,27.53,7649
*data,2221A00131.HDF,21.70,6027
*data,2221A00131.HDF.No-Dryer,21.70,6027
*data,2221A00132.HDF,42.17,11714
*data,2221A00132.HDF.No-Dryer,35.83,9954
*data,2221A00134.HDF,27.88,7745
*data,2221A00134.HDF.No-Dryer,25.44,7066
*data,2221A00135.HDF,33.35,9263
*data,2221A00135.HDF.No-Dryer,30.19,8385
*data,2221A00136.HDF,44.01,12225
*data,2221A00136.HDF.No-Dryer,43.31,12031
*data,2221A00141.HDF,18.61,5170
*data,2221A00141.HDF.No-Dryer,18.61,5170
*data,2221A00142.HDF,35.64,9900
*data,2221A00142.HDF.No-Dryer,30.44,8456
*data,2221A00147.HDF,22.64,6289
*data,2221A00147.HDF.No-Dryer,22.24,6177
*data,2221A00150.HDF,22.50,6250
*data,2221A00150.HDF.No-Dryer,21.41,5947
*data,2221A00157.HDF,23.33,6481
*data,2221A00157.HDF.No-Dryer,24.35,6765
*data,2221A00159.HDF,25.02,6949
*data,2221A00159.HDF.No-Dryer,23.31,6474
*data,2221A00167.HDF,39.77,11048
*data,2221A00167.HDF.No-Dryer,39.77,11048
*data,2221A00172.HDF,39.95,11097
*data,2221A00172.HDF.No-Dryer,39.04,10844
*data,2221A00176.HDF,32.05,8902
*data,2221A00176.HDF.No-Dryer,29.22,8118
*data,2221A00179.HDF,25.85,7179
*data,2221A00179.HDF.No-Dryer,23.34,6485
*data,2221A00180.HDF,21.62,6005
*data,2221A00180.HDF.No-Dryer,20.77,5770
*data,2221A00181.HDF,39.36,10934
*data,2221A00181.HDF.No-Dryer,33.99,9441
*data,2221A00185.HDF,23.72,6588
*data,2221A00185.HDF.No-Dryer,22.96,6379
*data,2221A00186.HDF,25.07,6963
*data,2221A00186.HDF.No-Dryer,23.57,6548
*data,2221A00188.HDF,21.76,6045
*data,2221A00188.HDF.No-Dryer,19.76,5489
*data,2221A00191.HDF,22.24,6178
*data,2221A00191.HDF.No-Dryer,18.71,5197
*data,2221A00209.HDF,22.64,6290
*data,2221A00209.HDF.No-Dryer,22.64,6290
*data,2221A00211.HDF,21.06,5850
*data,2221A00211.HDF.No-Dryer,21.05,5846
*data,2221A00215.HDF,33.67,9352
*data,2221A00215.HDF.No-Dryer,29.35,8152
*data,2221A00219.HDF,23.64,6566
*data,2221A00219.HDF.No-Dryer,22.62,6283
*data,2221A00221.HDF,28.28,7855
*data,2221A00221.HDF.No-Dryer,27.26,7572
*data,2221A00223.HDF,21.45,5959
*data,2221A00223.HDF.No-Dryer,19.94,5538
*data,2221A00225.HDF,25.27,7019
*data,2221A00225.HDF.No-Dryer,23.39,6497
*data,2221A00228.HDF,27.75,7709
*data,2221A00228.HDF.No-Dryer,24.58,6827
*data,2221A00233.HDF,15.20,4222
*data,2221A00233.HDF.No-Dryer,14.31,3974
*data,2221A00234.HDF,41.12,11421
*data,2221A00234.HDF.No-Dryer,33.68,9355
*data,2221A00250.HDF,39.75,11041
*data,2221A00250.HDF.No-Dryer,33.78,9383
*data,2221A00251.HDF,33.89,9414
*data,2221A00251.HDF.No-Dryer,27.78,7717
*data,2221A00252.HDF,24.62,6840
*data,2221A00252.HDF.No-Dryer,22.71,6310
*data,2221A00256.HDF,19.75,5485
*data,2221A00256.HDF.No-Dryer,19.31,5364
*data,2221A00266.HDF,23.75,6598
*data,2221A00266.HDF.No-Dryer,22.15,6153
*data,2221A00268.HDF,18.78,5218
*data,2221A00268.HDF.No-Dryer,18.09,5024
*data,2221A00272.HDF,43.23,12008
*data,2221A00272.HDF.No-Dryer,37.06,10294
*data,2221A00273.HDF,25.26,7016
*data,2221A00273.HDF.No-Dryer,23.75,6596
*data,2221A00274.HDF,28.31,7864
*data,2221A00274.HDF.No-Dryer,27.16,7546
*data,2221A00276.HDF,24.84,6900
*data,2221A00276.HDF.No-Dryer,24.44,6788
*data,2221A00277.HDF,41.73,11592
*data,2221A00277.HDF.No-Dryer,46.44,12899
*data,2221A00281.HDF,39.93,11092
*data,2221A00281.HDF.No-Dryer,34.31,9530
*data,2221A00284.HDF,26.39,7332
*data,2221A00284.HDF.No-Dryer,26.39,7332
*data,2221A00285.HDF,23.82,6616
*data,2221A00285.HDF.No-Dryer,21.36,5933
*data,2221A00286.HDF,29.64,8234
*data,2221A00286.HDF.No-Dryer,29.64,8234
*data,2221A00289.HDF,38.02,10561
*data,2221A00289.HDF.No-Dryer,34.57,9602
*data,2221A00290.HDF,23.60,6554
*data,2221A00290.HDF.No-Dryer,23.25,6459
*data,2221A00292.HDF,33.68,9357
*data,2221A00292.HDF.No-Dryer,29.35,8153
*data,2221A00297.HDF,24.05,6681
*data,2221A00297.HDF.No-Dryer,22.28,6189
*data,2221A00298.HDF,27.80,7722
*data,2221A00298.HDF.No-Dryer,23.98,6661
*data,2221A00299.HDF,44.11,12253
*data,2221A00299.HDF.No-Dryer,54.74,15205
*data,2221A00300.HDF,25.70,7140
*data,2221A00300.HDF.No-Dryer,20.32,5645
*data,2221A00305.HDF,44.38,12327
*data,2221A00305.HDF.No-Dryer,37.41,10393
*data,2221A00307.HDF,21.28,5912
*data,2221A00307.HDF.No-Dryer,20.10,5584
*data,2221A00308.HDF,36.67,10187
*data,2221A00308.HDF.No-Dryer,32.74,9093
*data,2221A00326.HDF,35.93,9979
*data,2221A00326.HDF.No-Dryer,35.49,9859
*data,2221A00330.HDF,26.21,7281
*data,2221A00330.HDF.No-Dryer,24.16,6712
*data,2221A00337.HDF,35.77,9935
*data,2221A00337.HDF.No-Dryer,35.77,9935
*data,2221A00345.HDF,20.51,5697
*data,2221A00345.HDF.No-Dryer,20.51,5697
*data,2221A00347.HDF,22.79,6330
*data,2221A00347.HDF.No-Dryer,21.37,5937
*data,2221A00348.HDF,46.14,12816
*data,2221A00348.HDF.No-Dryer,43.05,11957
*data,2221A00352.HDF,46.82,13004
*data,2221A00352.HDF.No-Dryer,43.93,12203
*data,2221A00353.HDF,32.17,8935
*data,2221A00353.HDF.No-Dryer,31.50,8751
*data,2221A00354.HDF,31.26,8683
*data,2221A00354.HDF.No-Dryer,30.36,8432
*data,2221A00355.HDF,33.66,9351
*data,2221A00355.HDF.No-Dryer,32.74,9095
*data,2221A00357.HDF,23.70,6584
*data,2221A00357.HDF.No-Dryer,22.99,6385
*data,2221A00360.HDF,23.85,6625
*data,2221A00360.HDF.No-Dryer,23.85,6625
*data,2221A00363.HDF,50.64,14067
*data,2221A00363.HDF.No-Dryer,42.55,11820
*data,2221A00372.HDF,31.94,8872
*data,2221A00372.HDF.No-Dryer,28.73,7982
*data,2221A00373.HDF,32.87,9131
*data,2221A00373.HDF.No-Dryer,28.88,8022
*data,2221A00376.HDF,19.82,5505
*data,2221A00376.HDF.No-Dryer,19.65,5457
*data,2221A00377.HDF,27.46,7628
*data,2221A00377.HDF.No-Dryer,27.46,7628
*data,2221A00380.HDF,25.56,7100
*data,2221A00380.HDF.No-Dryer,24.84,6899
*data,2221A00381.HDF,37.03,10285
*data,2221A00381.HDF.No-Dryer,36.22,10061
*data,2221A00383.HDF,30.37,8437
*data,2221A00383.HDF.No-Dryer,29.18,8106
*data,2221A00385.HDF,38.00,10555
*data,2221A00385.HDF.No-Dryer,35.97,9991
*data,2221A00386.HDF,24.58,6828
*data,2221A00386.HDF.No-Dryer,27.28,7578
*data,2221A00393.HDF,30.14,8373
*data,2221A00393.HDF.No-Dryer,26.43,7343
*data,2221A00395.HDF,45.27,12575
*data,2221A00395.HDF.No-Dryer,44.72,12422
*data,2221A00397.HDF,36.18,10049
*data,2221A00397.HDF.No-Dryer,34.23,9508
*data,2221A00398.HDF,36.16,10044
*data,2221A00398.HDF.No-Dryer,30.74,8539
*data,2221A00401.HDF,31.81,8837
*data,2221A00401.HDF.No-Dryer,29.09,8081
*data,2221A00402.HDF,52.42,14560
*data,2221A00402.HDF.No-Dryer,44.30,12305
*data,2221A00403.HDF,20.51,5698
*data,2221A00403.HDF.No-Dryer,20.25,5625
*data,2221A00405.HDF,36.27,10074
*data,2221A00405.HDF.No-Dryer,33.08,9189
*data,2221A00410.HDF,19.93,5537
*data,2221A00410.HDF.No-Dryer,19.31,5365
*data,2221A00411.HDF,22.38,6215
*data,2221A00411.HDF.No-Dryer,18.58,5160
*data,2221A00412.HDF,27.64,7678
*data,2221A00412.HDF.No-Dryer,25.04,6956
*data,2221A00414.HDF,27.60,7666
*data,2221A00414.HDF.No-Dryer,26.66,7404
*data,2221A00415.HDF,30.77,8547
*data,2221A00415.HDF.No-Dryer,30.77,8547
*data,2221A00416.HDF,23.92,6646
*data,2221A00416.HDF.No-Dryer,23.92,6646
*data,2221A00419.HDF,37.45,10403
*data,2221A00419.HDF.No-Dryer,34.12,9478
*data,2221A00420.HDF,21.10,5861
*data,2221A00420.HDF.No-Dryer,18.32,5088
*data,2222A00102.HDF,71.97,19992
*data,2222A00102.HDF.No-Dryer,67.40,18722
*data,2222A00103.HDF,35.51,9863
*data,2222A00103.HDF.No-Dryer,29.87,8296
*data,2222A00107.HDF,44.35,12320
*data,2222A00107.HDF.No-Dryer,38.49,10692
*data,2222A00114.HDF,75.17,20881
*data,2222A00114.HDF.No-Dryer,72.65,20180
*data,2223A00007.HDF,23.89,6637
*data,2223A00007.HDF.No-Dryer,23.89,6637
*data,2223A00010.HDF,46.69,12970
*data,2223A00010.HDF.No-Dryer,44.51,12364
*data,2223A00011.HDF,47.66,13238
*data,2223A00011.HDF.No-Dryer,44.01,12225
*data,2223A00014.HDF,16.99,4721
*data,2223A00014.HDF.No-Dryer,16.62,4615
*data,2223A00018.HDF,35.72,9922
*data,2223A00018.HDF.No-Dryer,31.68,8801
*data,2223A00020.HDF,33.08,9190
*data,2223A00020.HDF.No-Dryer,32.07,8907
*data,2223A00021.HDF,28.57,7936
*data,2223A00021.HDF.No-Dryer,27.07,7519
*data,2223A00027.HDF,17.72,4922
*data,2223A00027.HDF.No-Dryer,17.60,4889
*data,2223A00029.HDF,41.00,11389
*data,2223A00029.HDF.No-Dryer,40.75,11321
*data,2223A00043.HDF,35.79,9942
*data,2223A00043.HDF.No-Dryer,34.90,9694
*data,2223A00044.HDF,23.05,6404
*data,2223A00044.HDF.No-Dryer,18.96,5266
*data,2223A00049.HDF,34.28,9521
*data,2223A00049.HDF.No-Dryer,33.81,9391
*data,2223A00056.HDF,27.22,7560
*data,2223A00056.HDF.No-Dryer,25.60,7112
*data,2223A00064.HDF,35.64,9899
*data,2223A00064.HDF.No-Dryer,35.64,9899
*data,2223A00067.HDF,18.89,5247
*data,2223A00067.HDF.No-Dryer,16.98,4716
*data,2223A00070.HDF,28.57,7937
*data,2223A00070.HDF.No-Dryer,27.93,7760
*data,2223A00079.HDF,46.36,12878
*data,2223A00079.HDF.No-Dryer,42.43,11787
*data,2223A00080.HDF,39.62,11005
*data,2223A00080.HDF.No-Dryer,36.21,10059
*data,2223A00081.HDF,29.87,8296
*data,2223A00081.HDF.No-Dryer,25.12,6978
*data,2223A00083.HDF,41.39,11498
*data,2223A00083.HDF.No-Dryer,40.03,11119
*data,2223A00085.HDF,61.26,17017
*data,2223A00085.HDF.No-Dryer,55.89,15524
*data,2223A00087.HDF,25.95,7209
*data,2223A00087.HDF.No-Dryer,24.78,6884
*data,2223A00088.HDF,30.13,8369
*data,2223A00088.HDF.No-Dryer,26.81,7448
*data,2223A00090.HDF,23.20,6443
*data,2223A00090.HDF.No-Dryer,21.65,6015
*data,2223A00094.HDF,24.78,6882
*data,2223A00094.HDF.No-Dryer,22.47,6241
*data,2223A00098.HDF,16.11,4475
*data,2223A00098.HDF.No-Dryer,15.55,4321
*data,2223A00101.HDF,16.46,4573
*data,2223A00101.HDF.No-Dryer,15.76,4379
*data,2223A00109.HDF,32.69,9081
*data,2223A00109.HDF.No-Dryer,26.77,7436
*data,2223A00113.HDF,36.00,10001
*data,2223A00113.HDF.No-Dryer,34.38,9550
*data,2223A00120.HDF,29.85,8291
*data,2223A00120.HDF.No-Dryer,28.86,8018
*data,2223A00124.HDF,25.98,7217
*data,2223A00124.HDF.No-Dryer,28.86,8017
*data,2223A00125.HDF,37.65,10459
*data,2223A00125.HDF.No-Dryer,33.40,9279
*data,2223A00128.HDF,32.61,9059
*data,2223A00128.HDF.No-Dryer,30.02,8340
*data,2223A00129.HDF,15.49,4303
*data,2223A00129.HDF.No-Dryer,14.95,4153
*data,2223A00130.HDF,36.57,10159
*data,2223A00130.HDF.No-Dryer,35.23,9787
*data,2223A00132.HDF,27.77,7713
*data,2223A00132.HDF.No-Dryer,27.40,7611
*data,2223A00133.HDF,28.32,7866
*data,2223A00133.HDF.No-Dryer,26.08,7245
*data,2223A00135.HDF,26.75,7430
*data,2223A00135.HDF.No-Dryer,23.02,6394
*data,2223A00136.HDF,28.12,7810
*data,2223A00136.HDF.No-Dryer,28.12,7810
*data,2223A00138.HDF,38.62,10729
*data,2223A00138.HDF.No-Dryer,37.92,10534
*data,2223A00139.HDF,27.51,7641
*data,2223A00139.HDF.No-Dryer,25.17,6991
*data,2223A00146.HDF,18.29,5080
*data,2223A00146.HDF.No-Dryer,17.11,4754
*data,2223A00151.HDF,45.22,12560
*data,2223A00151.HDF.No-Dryer,40.31,11198
*data,2223A00153.HDF,42.64,11844
*data,2223A00153.HDF.No-Dryer,35.81,9947
*data,2223A00159.HDF,43.07,11965
*data,2223A00159.HDF.No-Dryer,39.02,10840
*data,2223A00160.HDF,20.21,5614
*data,2223A00160.HDF.No-Dryer,18.00,5000
*data,2223A00161.HDF,40.04,11122
*data,2223A00161.HDF.No-Dryer,35.59,9885
*data,2223A00167.HDF,28.82,8006
*data,2223A00167.HDF.No-Dryer,25.25,7014
*data,2223A00169.HDF,33.99,9440
*data,2223A00169.HDF.No-Dryer,31.21,8671
*data,2223A00171.HDF,38.01,10558
*data,2223A00171.HDF.No-Dryer,34.15,9487
*data,2223A00174.HDF,52.74,14651
*data,2223A00174.HDF.No-Dryer,45.62,12673
*data,2223A00175.HDF,27.90,7749
*data,2223A00175.HDF.No-Dryer,23.25,6459
*data,2223A00176.HDF,39.90,11083
*data,2223A00176.HDF.No-Dryer,33.94,9429
*data,2223A00178.HDF,34.58,9604
*data,2223A00178.HDF.No-Dryer,31.42,8728
*data,2223A00180.HDF,31.29,8691
*data,2223A00180.HDF.No-Dryer,30.17,8380
*data,2224A00094.HDF,21.08,5857
*data,2224A00094.HDF.No-Dryer,19.61,5446
*data,2224A00097.HDF,28.82,8006
*data,2224A00097.HDF.No-Dryer,27.90,7751
*data,2224A00102.HDF,27.78,7716
*data,2224A00102.HDF.No-Dryer,27.78,7716
*data,2224A00105.HDF,31.53,8758
*data,2224A00105.HDF.No-Dryer,28.67,7963
*data,2224A00106.HDF,28.55,7932
*data,2224A00106.HDF.No-Dryer,26.58,7383
*data,2224A00112.HDF,42.30,11750
*data,2224A00112.HDF.No-Dryer,41.23,11454
*data,2224A00115.HDF,31.26,8683
*data,2224A00115.HDF.No-Dryer,30.24,8400
*data,2224A00116.HDF,28.34,7873
*data,2224A00116.HDF.No-Dryer,27.67,7687
*data,2224A00122.HDF,18.61,5169
*data,2224A00122.HDF.No-Dryer,17.89,4969
*data,2224A00124.HDF,40.33,11202
*data,2224A00124.HDF.No-Dryer,35.88,9967
*data,2224A00130.HDF,22.20,6167
*data,2224A00130.HDF.No-Dryer,22.00,6110
*data,2224A00136.HDF,23.81,6613
*data,2224A00136.HDF.No-Dryer,23.95,6653
*data,2224A00140.HDF,29.22,8118
*data,2224A00140.HDF.No-Dryer,27.74,7706
*data,2224A00147.HDF,27.48,7634
*data,2224A00147.HDF.No-Dryer,23.18,6439
*data,2224A00151.HDF,30.77,8547
*data,2224A00151.HDF.No-Dryer,29.29,8135
*data,2224A00153.HDF,28.23,7843
*data,2224A00153.HDF.No-Dryer,27.89,7747
*data,2224A00154.HDF,23.89,6635
*data,2224A00154.HDF.No-Dryer,23.89,6635
*data,2224A00156.HDF,23.33,6480
*data,2224A00156.HDF.No-Dryer,22.78,6328
*data,2225A00002.HDF,44.25,12293
*data,2225A00002.HDF.No-Dryer,39.71,11031
*data,2225A00013.HDF,53.62,14895
